Genes,U1.1_1.2,U1.2_1.2,X215.1_1.2,X215.2_1.2,X478.1_1.2,X478.2_1.2
"SAR1068,pdhB,putative_pyruvate_dehydrogenase_E1_component,_beta_subunit",68186,84793,58095,79782,109803,97698
"SAR1069,pdhC,dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex",107903,128773,90450,118027,166926,147838
"SAR1070,pdhD,dihydrolipoamide_dehydrogenase",170971,214584,160598,201603,257064,229439
"SAR1071,NA,conserved_hypothetical_protein",983,1197,935,952,1220,1034
"SAR1072,NA,putative_DNA-binding_protein",1227,856,902,653,1561,1124
"SAR1073,NA,putative_ABC_transport_ATP-binding_protein",2366,1962,1688,1611,2877,2312
"SAR1074,NA,putative_ABC_transport_system_permease_protein",1292,1423,1005,1064,1588,1489
"SAR1075,NA,putative_ABC_transport_system_permease_protein",1970,2224,1457,1583,2093,2100
"SAR1076,NA,ABC_transporter_extracellular_binding_protein",3418,5349,2610,3826,3806,3774
"SAR1077,NA,putative_membrane_protein",31137,31714,22276,25183,29008,25577
"SAR1078,NA,putative_membrane_protein",1898,2454,1714,1810,1962,1753
"SAR1079,NA,putative_manganese_transport_protein",171808,152456,145710,147863,106514,78096
"SAR1080,NA,conserved_hypothetical_protein",15626,17644,14184,14487,13105,11234
"SAR1081,NA,inositol_monophosphatase_family_protein",13656,15469,12409,14212,14632,12443
"SAR1082,NA,putative_membrane_protein",2940,4360,2610,2962,3638,3253
"SAR1083,NA,BipA_family_GTPase",18973,16736,15108,14952,31534,25076
"SAR1084,NA,conserved_hypothetical_protein",1830,2357,1598,1834,2091,1719
"SAR1085,NA,conserved_hypothetical_protein",4986,6244,4423,5168,5585,4260
"SAR1086,NA,conserved_hypothetical_protein",12049,12620,9653,10273,13362,9395
"SAR1087,NA,putative_cell_division_protein",12262,10558,10510,10239,14091,10768
"SAR1088,NA,putative_pyruvate_carboxylase",143391,134397,105095,122637,75776,62111
"SAR1089,ctaA,putative_heme_A_synthase",17454,18310,15432,15248,26313,21527
"SAR1090,ctaB,putative_protoheme_IX_farnesyltransferase",38858,35831,30860,28878,41346,33833
"SAR1091,NA,putative_membrane_protein",21657,22534,18044,17659,23760,21052
"SAR1092,NA,putative_membrane_protein",8781,9050,8152,8476,9913,7040
"SAR1093,NA,conserved_hypothetical_protein",3201,3220,2744,3191,3922,3152
"SAR1094,NA,putative_exported_protein",5208,4988,4285,4514,5713,4830
"SAR1095,NA,conserved_hypothetical_protein",1500,1359,1219,1081,1887,1135
"SAR1096,NA,conserved_hypothetical_protein",2520,2657,2347,2279,3362,2596
"SAR1097,NA,putative_methylase",1748,1608,1542,1484,2430,1926
"SAR1098,coaD,putative_phosphopantetheine_adenylyltransferase",2929,2800,2524,2378,4383,3400
"SAR1099,NA,conserved_hypothetical_protein",2915,2653,2473,2356,4078,2824
"SAR1100,NA,conserved_hypothetical_protein",38154,39177,32159,28981,66183,51179
"SAR1101,rpmF,50S_ribosomal_protein_L32",16084,18973,13598,13502,22504,18916
"SAR1102,isdB,iron-regulated_heme-iron_binding_protein",744,651,525,525,529,426
"SAR1103,isdA,iron-regulated_heme-iron_binding_protein",2427,2076,1414,1462,1052,832
"SAR1104,isdC,putative_surface_anchored_protein",176,170,133,151,139,129
"SAR1105,isdD,putative_membrane_protein",288,236,196,181,237,171
"SAR1106,isdE,putative_transport_system_extracellular_binding_lipoprotein",222,221,148,165,190,148
"SAR1107,isdF,iron/heme_permease",497,430,313,341,391,263
"SAR1108,srtB,sortase_B",266,264,243,235,211,197
"SAR1109,NA,conserved_hypothetical_protein",190,208,136,140,171,145
"SAR1109a,NA,hypothetical_protein",4,1,5,2,7,4
"SAR1110,NA,SpoU_rRNA_Methylase_family_protein",4404,4235,3596,3589,4611,3525
"SAR1111,pheS,putative_phenylalanyl-tRNA_synthetase_alpha_chain",8731,9309,7020,7919,10796,9152
"SAR1112,pheT,putative_phenylalanyl-tRNA_synthetase_beta_chain",27987,30422,24357,26035,30914,26284
"SAR1113,NA,putative_ribonuclease",2873,2591,2514,2344,4382,3270
"SAR1114,NA,conserved_hypothetical_protein",2552,2546,2123,2123,3246,2271
"SAR1115,NA,putative_membrane_protein",3452,3942,3242,3311,4662,3804
"SAR1116,NA,DNA_polymerase_X_family_protein",3789,3579,3279,3321,6543,5271
"SAR1117,NA,MutS_family_DNA_mismatch_repair_protein",10453,11211,9036,9960,12353,11355
"SAR1118,trxA,thioredoxin",33194,40232,29988,32259,34276,29977
"SAR1119,uvrC,putative_excinuclease_ABC_subunit_C",4970,5800,4633,5934,7400,6868
"SAR1120,sdhC,putative_succinate_dehydrogenase_cytochrome_b558",4122,7298,3689,4675,7058,6355
"SAR1121,sdhA,putative_succinate_dehydrogenase_flavoprotein_subunit",18658,20978,17714,18776,30191,23239
"SAR1122,sdhB,putative_succinate_dehydrogenase_iron-sulfur_protein",15984,17903,18175,18553,24344,19228
"SAR1123,murI,putative_glutamate_racemase",11775,9971,10524,10948,10992,7405
"SAR1124,NA,conserved_hypothetical_protein",8542,7995,7612,8410,7639,6601
"SAR1125,NA,conserved_hypothetical_protein",8981,8627,7733,8337,7061,6123
"SAR1126,NA,hypothetical_protein",22,29,20,16,12,18
"SAR1127,NA,putative_exported_protein",14211,19117,10187,13675,16698,15899
"SAR1128,NA,hypothetical_protein_pseudogene",1301,1581,1178,1221,1487,1239
"SAR1129,NA,putative_membrane_protein",1054,1877,1221,1058,1537,1445
"SAR1130,fib,fibrinogen-binding_protein_precursor",3134,3643,2107,2649,2909,2952
"SAR1131,NA,putative_exported_protein",1988,2544,1406,1740,1799,1987
"SAR1132,NA,hypothetical_protein",168,227,183,171,179,127
"SAR1133,NA,putative_membrane_protein",2563,2881,2158,2311,2354,2030
"SAR1133a,NA,putative_membrane_protein",4803,5970,4375,4573,4593,3896
"SAR1134,NA,hypothetical_protein",7993,8814,6814,6928,7024,5634
"SAR1136,hla,alpha-hemolysin_precursor_pseudogene",57267,56471,65068,46371,54359,43077
"SAR1136a,NA,hypothetical_protein",2368,3081,2213,2019,2690,2211
"SAR1137,NA,hypothetical_protein",3792,4381,3355,3121,3859,3105
"SAR1138,NA,putative_transposase",25,26,18,19,16,30
"SAR1139,NA,exotoxin",533,457,380,383,448,339
"SAR1140,NA,exotoxin",350,297,301,298,383,210
"SAR1141,NA,exotoxin",245,229,206,205,273,162
"SAR1142,otc,ornithine_carbamoyltransferase",676,627,1112,676,1014,786
"SAR1143,NA,putative_carbamate_kinase",869,666,1373,813,1321,869
"SAR1144,NA,putative_membrane_protein",1662,1775,2171,2189,3406,3049
"SAR1146,NA,putative_membrane_protein",7553,8159,6698,6511,6295,5089
"SAR1147,NA,putative_membrane_protein",17829,18544,15208,15227,16239,13082
"SAR1148,NA,putative_DNA-binding_protein",2791,2713,2195,2126,2195,1712
"SAR1150,NA,antibacterial_protein",34027,25828,33509,25163,27683,20673
"SAR1151,NA,putative_haloacid_dehalogenase-like_hydrolase",2932,3080,2867,2853,3840,3079
"SAR1152,NA,acetyltransferase_GNAT_family_protein",6104,8180,5455,7004,7803,6731
"SAR1153,NA,conserved_hypothetical_protein",7138,6926,6595,6504,11027,9433
"SAR1154,NA,conserved_hypothetical_protein",32931,39466,30201,33566,35863,28897
"SAR1156,NA,putative_cell_division_protein",10528,12682,9855,10163,13894,11607
"SAR1157,pbpA,penicillin-binding_protein_1",25371,24984,21962,20810,38343,30622
"SAR1158,mraY,phospho-N-acetylmuramoyl-pentapeptide-transfera_se",8407,10156,8555,8694,15486,13926
"SAR1159,murD,UDP-N-acetylmuramoylalanine--D-glutamate_ligase",15796,18474,16959,17787,25540,24058
"SAR1160,NA,putative_cell_division_protein",23577,26096,23952,26779,34377,30307
"SAR1161,ftsA,putative_cell_division_protein",128821,128584,103828,116846,128950,109681
"SAR1162,ftsZ,cell_division_protein_FtsZ",165900,170703,133573,147654,161810,137976
"SAR1163,NA,conserved_hypothetical_protein",7465,7326,5852,6503,6612,5120
"SAR1164,NA,conserved_hypothetical_protein",20310,19214,16635,17292,22520,16377
"SAR1165,NA,hypothetical_protein",18484,17605,13683,16222,21508,17616
"SAR1166,NA,putative_membrane_protein",7074,7995,5979,6637,8512,8031
"SAR1167,NA,conserved_hypothetical_protein",8162,6565,6073,5467,8247,5633
"SAR1168,NA,conserved_hypothetical_protein",26031,24951,20959,22930,28291,21248
"SAR1169,ileS,isoleucyl-tRNA_synthetase",30212,33310,25932,27398,44191,36822
"SAR1170,NA,putative_transposase",242,318,258,257,369,288
"SAR1171,NA,glyoxalase/bleomycin_resistance_protein/dioxygenase_superfamily_protein",4032,4343,3897,4006,5163,3951
"SAR1172,lspA,lipoprotein_signal_peptidase",1910,1987,1599,1574,2542,2384
"SAR1173,NA,putative_RNA_pseudouridylate_synthase",6858,7033,5244,5911,8128,7006
"SAR1174,pyrR,putative_pyrimidine_operon_regulatory_protein",17774,16683,15845,20389,25561,24156
"SAR1175,pyrP,putative_uracil_permease",10768,11916,7172,16700,13130,18665
"SAR1176,pyrB,putative_aspartate_carbamoyltransferase",11759,15530,6843,17282,8554,12228
"SAR1177,pyrC,putative_dihydroorotase",17633,21844,5849,20437,11619,12580
"SAR1178,pyrAA,putative_carbamoyl-phosphate_synthase,_pyrimidine-specific,_small_chain",16019,21084,5169,16027,12954,13205
"SAR1180,pyrF,putative_orotidine_5-phosphate_decarboxylase",11464,16612,6033,15708,6466,9992
"SAR1181,pyrE,putative_orotate_phosphoribosyltransferase",11226,16935,6319,17514,5499,8278
"SAR1182,NA,hypothetical_protein",5284,7202,3382,7482,2989,3781
"SAR1183,NA,conserved_hypothetical_protein",5570,6610,5097,5643,5887,5155
"SAR1184,NA,conserved_hypothetical_protein",5186,4269,4341,4250,6225,4978
"SAR1187,NA,putative_flavoprotein",4704,4921,4175,4621,5910,4337
"SAR1188,priA,primosomal_protein_n",11918,12973,10853,11405,13731,12526
"SAR1189,NA,putative_lipoprotein",4609,4833,4798,4231,4912,4106
"SAR1190,NA,putative_membrane_protein",9414,15514,11377,15477,17299,17945
"SAR1191,def,putative_polypeptide_deformylase",11492,10396,9236,9120,15212,11464
"SAR1192,NA,methionyl-tRNA_formyltransferase",4776,3894,3365,3621,6089,4618
"SAR1193,NA,hypothetical_protein",6613,6188,4928,5411,8027,6677
"SAR1194,NA,conserved_hypothetical_protein",8759,8084,6501,7192,9248,8002
"SAR1195,NA,putative_protein_phosphatase",3961,3879,3095,3451,4160,3816
"SAR1196,pknB,serine/threonine-protein_kinase",19143,20584,13984,15488,17445,15846
"SAR1197,NA,conserved_hypothetical_protein",6046,6226,5645,5690,7586,5841
"SAR1198,NA,putative_ribulose-phosphate_3-epimerase",4461,4602,3995,3994,5550,4721
"SAR1199,NA,conserved_hypothetical_protein",4779,4976,4230,4125,5745,4988
"SAR1200,rpmB,50S_ribosomal_protein_L28",283317,327042,244270,240731,258852,217774
"SAR1201,NA,conserved_hypothetical_protein",7292,6402,5587,5630,8284,6896
"SAR1202,NA,conserved_hypothetical_protein",33465,34657,28212,28983,42586,37727
"SAR1203,recG,ATP-dependent_DNA_helicase",7513,8641,7048,7890,9046,7527
"SAR1204,NA,conserved_hypothetical_protein",5189,5218,5098,4614,10197,7573
"SAR1205,NA,putative_fatty_acid_synthesis_protein",7649,8000,7103,6820,13502,11353
"SAR1206,fabD,putative_malonyl_CoA-acyl_carrier_protein_transacylase",10362,11447,10231,9788,16128,14159
"SAR1207,fabG,3-oxoacyl-[acyl-carrier_protein]_reductase",14563,16662,13928,14048,19649,16888
"SAR1208,acpP,acyl_carrier_protein",81510,96548,81021,73869,93179,75958
"SAR1210,NA,putative_chromosome_partition_protein",14973,14292,13903,13019,21288,18180
"SAR1211,NA,putative_cell_division_protein",5057,4864,4498,4065,5556,5156
"SAR1212,NA,putative_DNA-binding_protein",1480,1323,1317,1133,1755,1302
"SAR1213,ffh,signal_recognition_particle_protein",17917,15979,14177,14126,21557,17374
"SAR1214,rpsP,30S_ribosomal_protein_S16",23455,24742,17813,15335,30713,23694
"SAR1215,rimM,16S_rRNA_processing_protein",1686,1470,1177,1137,2316,1715
"SAR1216,trmD,putative_tRNA_guanine-7--methyltransferase",3242,2813,2247,2265,3913,3247
"SAR1217,rplS,50S_ribosomal_protein_L19",49428,54485,40341,39021,63490,50673
"SAR1218,NA,putative_membrane_protein",6134,7223,6159,6153,7358,6541
"SAR1220,rnhB,putative_ribonuclease_HII",1594,1463,1214,1223,1540,1278
"SAR1222,NA,putative_succinyl-CoA_ligase",16410,20146,15823,17344,24580,22277
"SAR1223,lytN,putative_cell_wall_hydrolase",238,292,225,205,243,161
"SAR1224,fmhC,FemAB_family_protein",544,496,510,455,574,418
"SAR1225,NA,SMF_family_protein",479,444,362,353,449,356
"SAR1226,topA,DNA_topoisomerase_I",22872,19779,15274,20305,26927,23744
"SAR1228,NA,putative_integrase/recombinase",13659,16340,13153,14659,15752,13407
"SAR1229,hslV,putative_ATP-dependent_protease",9909,9522,8111,8825,11772,9224
"SAR1231,codY,putative_regulatory_protein",33800,40509,33639,33533,39447,37522
"SAR1232,rpsB,30S_ribosomal_protein_S2",57452,53305,50815,45615,100577,77255
"SAR1233,tsf,elongation_factor_Ts",70561,79789,65845,65271,96282,86163
"SAR1234,pyrH,putative_uridylate_kinase",18673,17131,14308,14066,18769,15362
"SAR1235,frr,ribosome_recycling_factor",20089,21220,16499,16757,21168,18642
"SAR1236,uppS,undecaprenyl_pyrophosphate_synthetase",8262,8235,6366,6214,8626,7000
"SAR1237,NA,putative_phosphatidate_cytidylyltransferase",9100,9426,6749,6951,9442,8151
"SAR1238,NA,putative_membrane_protein",11405,10137,9157,9178,12698,10546
"SAR1239,proS,prolyl-tRNA_synthetase",23157,23055,17572,18769,22175,19888
"SAR1240,polC,DNA_polymerase_III_PolC-type",29666,29916,23883,26335,32195,27739
"SAR1241,NA,conserved_hypothetical_protein",8172,7697,6446,6352,10507,8036
"SAR1242,nusA,putative_N_utilization_substance_protein_A",16885,16869,13423,14288,23777,18924
"SAR1243,NA,conserved_hypothetical_protein",2695,3012,2213,2459,3890,3145
"SAR1244,NA,putative_ribosomal_protein",3277,3395,2487,2757,4486,3737
"SAR1245,infB,translation_initiation_factor_IF-2",43094,46754,37604,38218,55020,45840
"SAR1246,rbfA,putative_ribosome-binding_factor_A",10198,11208,9358,8965,12042,9729
"SAR1247,NA,putative_tRNA_pseudouridine_synthase_B",2538,3964,2462,3489,4635,3827
"SAR1248,NA,putative_riboflavin_biosynthesis_protein",8083,8363,7783,8782,12979,10874
"SAR1249,rpsO,30S_ribosomal_protein_S15",54376,62413,47136,46070,73805,62104
"SAR1250,pnpA,polyribonucleotide_nucleotidyltransferase",46298,46289,37526,39429,46465,38466
"SAR1251,NA,conserved_hypothetical_protein",34475,38515,31641,32633,45781,38113
"SAR1252,NA,putative_DNA_translocase_FtsK/SpoIIIE_family_protein",22793,22768,20377,19730,23848,20668
"SAR1253,NA,conserved_hypothetical_protein",5939,5566,5179,5128,5791,4776
"SAR1254,NA,conserved_hypothetical_protein",9256,7621,7276,7122,8877,7617
"SAR1255,NA,putative_protease",9472,9515,7462,8385,8954,8716
"SAR1256,NA,putative_short_chain_dehydrogenase",5766,5896,4185,4912,4625,4730
"SAR1257,NA,putative_membrane_protein",11749,12736,9323,10656,9263,8616
"SAR1258,NA,putative_DNA-binding_protein",5136,5792,4240,4926,4330,3781
"SAR1259,pgsA,putative_CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase",8492,9532,6742,7521,8241,6904
"SAR1260,NA,conserved_hypothetical_protein",5371,5375,4978,5143,6897,5637
"SAR1261,recA,recombinase_A",23540,22184,19122,20723,25331,21389
"SAR1262,NA,putative_exported_protein",88593,89103,75479,80329,94425,79806
"SAR1263,NA,hypothetical_protein",10213,12353,9392,8410,15836,10821
"SAR1264,NA,conserved_hypothetical_protein",7575,5696,5642,4918,8382,5457
"SAR1265,NA,putative_pyruvate_flavodoxin/ferredoxin_oxidoreductase",10972,9596,7796,8502,9537,8100
"SAR1266,NA,conserved_hypothetical_protein",7934,8308,5856,6541,5871,5157
"SAR1267,NA,conserved_hypothetical_protein",1163,1442,936,1153,1193,1026
"SAR1268,NA,conserved_hypothetical_protein",23673,21230,18967,19186,25619,20841
"SAR1269,NA,conserved_hypothetical_protein",6580,6298,5198,5587,6343,5446
"SAR1270,NA,putative_membrane_protein",7196,7580,5903,6206,6999,6114
"SAR1271,mutS,DNA_mismatch_repair_protein_MutS",12630,12154,10350,10544,16014,14199
"SAR1272,mutL,DNA_mismatch_repair_protein_MutL",11519,12293,9577,10029,11746,10608
"SAR1273,glpP,putative_glycerol_uptake_operon_antiterminator_regulatory_protein",2914,3168,2301,2300,2912,2512
"SAR1273a,NA,hypothetical_protein",229,307,178,213,227,210
"SAR1274,glpF,putative_glycerol_uptake_facilitator_protein",1150,1740,1043,1156,1911,1555
"SAR1275,glpK,glycerol_kinase",1489,1607,1171,1291,1979,1794
"SAR1276,glpD,aerobic_glycerol-3-phosphate_dehydrogenase",5792,5606,5270,4851,4809,4176
"SAR1277,NA,putative_hydrolase",4486,4515,4004,4120,3790,3133
"SAR1278,miaA,putative_tRNA_delta_2-isopentenylpyrophosphate_transferase",5600,5345,4866,4978,4599,3737
"SAR1279,NA,conserved_hypothetical_protein",2119,2374,1913,2023,1736,1454
"SAR1280,NA,putative_glutathione_peroxidase",8166,9387,7324,7627,7345,6408
"SAR1281,NA,conserved_hypothetical_protein",3497,2654,2797,2456,4080,3038
"SAR1282,NA,conserved_hypothetical_protein",4177,3787,3153,3289,4599,4154
"SAR1283,glnR,glutamine_synthetase_repressor",11040,11261,11169,12851,13753,12566
"SAR1284,glnA,glutamine_synthetase",67150,72445,57170,83835,76899,84509
"SAR1285,NA,hypothetical_protein",879,1010,692,923,1309,1442
"SAR1287,NA,putative_transposase_pseudogene",15950,16390,13793,14036,15378,12915
"SAR1288,NA,putative_lipoprotein",6228,8516,6497,6315,7488,6759
"SAR1289,NA,putative_exported_protein",202,322,199,272,370,305
"SAR1290,NA,putative_exported_protein",221,408,117,275,241,203
"SAR1291,NA,putative_membrane_protein",977,1069,787,1002,1227,1058
"SAR1292,NA,FtsK/SpoIIIE_family_protein",314,286,232,234,329,237
"SAR1293,NA,conserved_hypothetical_protein",721,738,586,657,869,696
"SAR1294,NA,putative_membrane_protein",90,107,65,54,90,58
"SAR1295,NA,putative_membrane_protein",86,82,80,61,67,43
"SAR1296,NA,putative_membrane_protein",195,253,202,168,250,245
"SAR1297,NA,conserved_hypothetical_protein",701,670,559,584,834,588
"SAR1298,NA,hypothetical_protein",348,306,251,275,334,265
"SAR1299,NA,conserved_hypothetical_protein",319,307,289,315,304,284
"SAR1300,NA,hypothetical_protein",131,139,110,128,105,96
"SAR1302,NA,conserved_hypothetical_protein",90,81,61,60,64,47
"SAR1303,NA,hypothetical_protein",1068,1124,988,926,1107,870
"SAR1304,NA,putative_DNA-binding_protein",658,700,565,583,599,509
"SAR1305,NA,putative_transposase",1179,1228,987,966,1054,784
"SAR1306,NA,hypothetical_protein",99,135,66,82,101,74
"SAR1308,NA,putative_insertion_sequence_protein_pseudogene",37,46,29,30,50,24
"SAR1311,NA,hypothetical_protein",8,14,10,1,12,5
"SAR1312,NA,hypothetical_protein",2736,3943,2509,3075,2611,2969
"SAR1313,NA,hypothetical_protein",561,1334,696,731,564,782
"SAR1314,NA,hypothetical_protein",8,8,5,7,5,4
"SAR1315,NA,hypothetical_protein",18,14,8,8,26,14
"SAR1316,NA,hypothetical_protein",174,291,187,192,146,141
"SAR1317,NA,hypothetical_protein",359,483,279,354,257,241
"SAR1318,NA,hypothetical_protein",27,18,12,17,19,16
"SAR1319,NA,hypothetical_protein",15,22,16,7,15,10
"SAR1320,NA,hypothetical_protein",1180,1350,976,955,1092,792
"SAR1321,NA,hypothetical_protein",19,10,15,8,20,6
"SAR1322,NA,hypothetical_protein",10,10,7,8,13,7
"SAR1323,NA,hypothetical_protein",455,489,448,312,364,176
"SAR1324,NA,hypothetical_protein",916,829,835,571,676,270
"SAR1325,NA,hypothetical_protein",118,124,118,80,116,62
"SAR1325b,NA,hypothetical_protein",11,17,7,10,8,6
"SAR1326,NA,conserved_hypothetical_protein",1339,1255,1299,1282,1223,829
"SAR1327,NA,hypothetical_protein",1028,1696,947,1289,1024,1074
"SAR1328,NA,putative_cardiolipin_synthase",11364,13000,9698,12432,11510,10064
"SAR1329,NA,ABC_transporter_ATP-binding_protein",87,97,93,98,91,95
"SAR1330,NA,putative_membrane_protein",168,155,125,105,158,98
"SAR1331,NA,sensor_kinase_protein",1417,1269,1137,1160,1482,1269
