Synonym,Raw.Counts.PAK.Replicate.1,Raw.Counts.PAK.Replicate.2,Raw.Counts.PAK.Replicate.3,Raw.Counts.PilA.Replicate.1,Raw.Counts.PilA.Replicate.2,Raw.Counts.PilA.Replicate.3,Raw.Counts.PilR.Replicate.1,Raw.Counts.PilR.Replicate.2,Raw.Counts.PilR.Replicate.3
PA1920,11,12,17,11,8,15,17,23,16
PA1921,0,5,0,1,1,2,5,4,0
PA1922,0,6,8,4,3,5,9,1,8
PA1923,2,9,7,15,7,21,19,11,14
PA1924,0,1,2,3,0,1,2,1,3
PA1925,4,10,6,11,3,8,10,8,13
PA1926,2,13,7,5,3,10,6,6,3
PA1927,6,26,12,8,3,14,21,17,11
PA1928,0,2,4,3,1,0,1,3,0
PA1929,0,5,8,7,3,6,6,5,9
predicted RNA,576,1362,867,849,777,1017,1495,867,1181
PA1930,8,23,6,7,7,9,15,11,20
PA1931,4,6,3,2,7,5,6,7,3
PA1932,12,31,17,15,11,21,21,18,19
PA1933,3,7,15,7,6,6,5,12,3
PA1934,0,1,0,0,0,1,0,0,0
PA1937,0,0,0,0,0,1,0,0,0
PA1938,3,9,2,3,2,2,9,4,4
PA1939,0,0,0,0,0,0,0,0,0
PA1940,59,170,128,126,86,159,173,178,143
PA1941,1,15,7,10,9,9,15,12,13
predicted RNA,42,49,56,38,33,42,57,51,52
PA1942,2,7,7,9,8,4,2,13,3
PA1943,16,24,20,15,9,23,15,16,16
PA1944,21,24,17,18,11,31,31,36,14
PA1945,27,50,20,36,28,39,37,50,28
predicted RNA,23,37,24,37,25,30,22,41,24
predicted RNA,43,69,40,45,33,39,59,51,45
predicted RNA,54,79,53,64,56,49,92,55,75
predicted RNA,61,81,63,76,67,63,71,77,83
PA1946,6,7,7,7,8,11,5,8,5
PA1947,4,3,4,2,3,3,4,8,4
PA1948,3,4,0,6,0,5,2,3,1
PA1949,5,2,1,3,6,5,11,5,6
PA1950,5,5,4,7,1,4,6,7,8
PA1951,69,109,68,111,85,118,76,157,84
PA1952,1,4,4,3,1,4,7,7,6
PA1953,9,21,22,18,12,21,23,23,20
PA1954,12,21,19,17,11,26,22,26,12
PA1955,3,10,12,5,3,2,7,7,0
PA1956,0,8,3,6,1,6,6,6,4
PA1957,0,0,0,0,1,2,1,0,1
PA1958,1,3,1,2,1,1,1,2,2
PA1959,0,0,1,1,0,0,1,1,1
PA1960,3,11,10,8,7,5,8,11,13
PA1961,11,16,8,12,4,13,13,10,10
PA1962,0,1,2,1,0,2,0,0,0
predicted RNA,53,72,83,58,49,56,56,82,56
PA1963,0,0,1,0,2,0,0,0,0
PA1964,7,15,19,7,3,14,11,19,11
PA1965,3,3,4,6,3,3,4,4,5
PA1966,29,14,15,34,30,16,19,4,7
PA1967,1,0,0,1,2,0,0,1,0
predicted RNA,13,8,5,12,13,9,4,3,3
predicted RNA,63,59,45,56,52,58,24,11,21
predicted RNA,34,83,69,83,51,68,74,76,78
PA1968,0,0,0,0,0,0,0,0,0
PA1969,1,0,0,1,0,2,2,1,2
predicted RNA,71,70,37,52,44,34,40,33,43
predicted RNA,14,26,13,19,19,14,20,18,15
PA1970,3,5,0,2,2,2,7,2,1
PA1971,2,18,10,12,9,15,20,13,7
PA1972,14,27,33,37,25,32,34,43,32
PA1973,2,3,3,2,0,1,7,5,1
predicted RNA,2452,1625,1199,542,1326,1106,2839,3506,560
PA1974,7,4,5,7,6,6,3,13,8
PA1975,4,4,3,1,5,5,4,5,1
PA1976,19,13,17,14,17,12,35,33,9
predicted RNA,3,2,1,0,1,1,2,4,1
PA1977,117,155,60,53,93,99,201,243,37
predicted RNA,684,575,583,321,416,471,1015,1018,469
PA1978,12,24,14,10,22,15,27,31,12
PA1979,23,26,11,13,20,21,37,33,16
PA1980,114,73,50,24,63,58,140,184,22
PA1981,60,90,74,65,77,102,184,242,57
PA1982,39,47,29,19,36,45,84,97,33
predicted RNA,13054,10704,7159,5245,7207,7238,12338,13878,4548
PA1983,17,8,4,2,1,5,10,21,1
PA1984,32,35,29,23,27,42,44,38,29
PA1985,2,1,2,0,1,1,1,3,1
PA1986,5,6,5,6,4,7,5,11,6
PA1987,3,10,4,1,2,2,10,13,3
PA1988,1,0,1,2,2,0,2,4,2
PA1989,1,6,6,5,6,1,10,10,4
PA1990,3,17,9,9,5,12,15,17,8
predicted RNA,19,24,24,19,15,23,30,59,6
PA1991,4,5,1,4,4,7,6,12,6
PA1992,5,1,5,3,6,1,2,5,5
PA1993,14,83,50,54,36,78,98,95,76
PA1994,2,2,0,0,1,6,7,2,2
predicted RNA,114,163,161,148,121,142,221,175,130
PA1995,0,3,6,2,5,6,8,4,4
PA1996,2,7,12,3,4,10,16,7,8
PA1997,6,12,6,32,28,24,18,16,12
predicted RNA,10,14,15,14,6,18,17,15,15
predicted RNA,2,3,2,2,2,3,3,2,2
predicted RNA,4,3,3,3,2,4,7,4,4
predicted RNA,68,79,65,71,48,63,104,80,73
predicted RNA,3,5,4,3,4,6,6,5,4
predicted RNA,38,53,53,56,44,60,65,45,53
PA1998,5,5,6,5,4,4,6,7,6
predicted RNA,128,164,78,81,77,105,82,63,107
PA1999,1,2,2,0,3,4,8,2,1
predicted RNA,129,162,72,89,88,99,109,58,72
PA2000,1,5,4,5,4,5,5,5,7
predicted RNA,402,487,345,319,308,385,526,391,337
PA2001,8,4,9,14,2,8,11,11,4
PA2002,11,31,12,21,13,26,30,12,12
predicted RNA,251,330,167,354,376,358,194,126,158
PA2003,8,11,7,11,5,10,15,11,9
PA2004,3,26,10,11,12,13,16,22,13
PA2005,0,8,8,5,4,6,13,9,5
PA2006,6,15,8,12,8,10,12,9,7
PA2007,0,4,2,3,3,4,4,6,1
predicted RNA,30,38,16,14,16,17,28,10,18
predicted RNA,3,3,1,1,1,1,2,1,1
PA2008,2,3,5,5,0,0,8,0,2
predicted RNA,32,65,30,34,38,35,41,34,26
predicted RNA,29,36,16,32,20,33,41,20,21
PA2009,14,25,26,16,14,15,14,20,15
predicted RNA,10,26,14,20,20,14,25,10,13
predicted RNA,79,119,66,51,54,66,104,38,42
PA2010,17,16,11,9,10,20,8,7,10
PA2011,6,10,6,6,1,3,5,2,8
predicted RNA,189,184,130,88,140,134,105,100,124
PA2012,5,14,16,15,9,10,21,18,11
predicted RNA,6,7,2,4,4,2,3,2,4
PA2013,0,0,1,0,1,0,0,0,2
PA2014,10,24,13,22,11,24,22,28,12
predicted RNA,55,39,18,33,28,27,36,15,30
predicted RNA,29,29,15,16,13,15,19,12,16
PA2015,10,13,7,5,9,11,13,10,8
predicted RNA,517,548,354,328,382,401,411,274,304
PA2016,8,5,5,9,8,7,6,8,9
PA2017,2,5,2,1,0,1,6,2,0
PA2018,16,43,34,47,33,56,50,62,36
PA2019,4,9,7,9,6,15,9,15,6
PA2020,18,35,32,54,32,42,56,45,33
PA2021,2,3,4,2,5,4,8,7,3
PA2022,5,21,9,5,5,11,17,13,8
predicted RNA,677,600,431,451,560,404,545,451,427
PA2023,7,20,18,12,4,10,13,10,6
predicted RNA,107,443,310,386,229,532,551,370,367
PA2024,11,7,8,9,5,6,3,8,6
predicted RNA,804,1160,977,955,757,1040,1253,1061,1005
PA2025,7,11,12,8,3,5,9,8,5
PA2026,3,13,13,13,6,16,6,10,9
predicted RNA,360,197,181,183,223,175,166,129,140
PA2027,0,7,2,5,3,7,3,6,6
PA2028,1,6,8,5,0,4,5,5,0
PA2029,0,3,1,3,1,0,1,3,0
PA2030,5,7,4,1,4,7,3,10,10
PA2031,1,2,0,3,1,0,2,0,3
PA2032,12,30,26,38,24,33,42,49,39
predicted RNA,323,403,229,286,256,329,463,344,298
PA2033,0,3,1,4,2,1,4,3,4
PA2034,10,21,12,12,6,12,25,16,8
PA2035,34,36,34,34,31,38,54,36,40
PA2036,0,0,0,1,0,0,0,0,0
PA2037,8,5,2,6,6,2,3,9,6
PA2038,4,13,13,19,6,15,12,29,10
PA2039,2,10,8,16,7,15,11,46,12
PA2040,47,77,61,47,40,63,77,70,67
predicted RNA,339,573,463,359,369,455,514,467,381
predicted RNA,73,110,111,78,66,82,106,73,67
predicted RNA,41,61,61,39,31,47,47,29,38
PA2041,44,73,66,38,39,53,51,48,25
predicted RNA,18,28,10,14,14,12,15,11,8
PA2042,0,2,3,1,1,4,3,0,5
PA2043,0,2,2,1,2,1,0,0,0
PA2044,18,25,33,31,18,26,36,32,22
PA2045,0,0,0,0,0,1,0,0,0
PA2047,11,7,5,11,13,8,8,8,6
PA2048,0,1,2,0,0,0,2,2,0
PA2049,6,14,8,6,7,13,20,14,16
PA2050,2,4,2,6,6,6,9,5,3
PA2051,0,2,1,0,2,4,3,1,2
PA2052,5,9,8,17,4,11,7,21,12
PA2053,2,17,13,16,7,14,8,12,10
PA2054,0,2,0,0,1,2,0,3,0
PA2055,1,10,4,12,4,14,12,13,14
PA2056,1,1,0,2,0,0,1,0,0
PA2057,13,25,30,19,15,36,33,22,13
PA2058,6,11,5,4,10,11,9,12,7
PA2059,2,10,2,4,3,6,3,4,0
PA2060,0,3,4,0,0,0,1,0,0
PA2061,5,0,3,2,3,2,2,4,2
PA2062,2,2,4,0,1,3,4,4,1
PA2063,0,2,3,0,2,1,2,2,1
PA2064,2,3,0,5,1,3,4,3,1
PA2065,2,21,16,13,14,15,18,23,15
PA2066,16,42,35,36,27,43,48,55,44
PA2067,2,9,4,4,2,4,7,9,3
PA2068,7,23,42,21,16,39,38,25,17
PA2069,11,15,16,15,4,10,19,16,11
PA2070,15,26,35,45,24,40,40,48,42
predicted RNA,67,94,45,42,50,47,56,40,43
PA2071,17,42,28,45,25,48,40,43,24
predicted RNA,323,369,258,273,256,245,350,244,322
predicted RNA,54,136,79,84,79,99,152,70,97
PA2072,2,3,8,10,4,6,9,5,3
predicted RNA,22,38,30,24,28,33,32,17,34
PA2073,0,0,0,0,0,0,0,0,0
PA2074,0,0,0,0,0,0,0,0,0
PA2075,2,4,5,6,5,4,6,3,4
PA2076,1,0,1,0,0,0,0,1,0
PA2077,10,14,17,24,11,18,22,14,13
PA2078,20,44,29,31,16,28,36,32,24
PA2079,9,28,39,23,20,29,26,34,25
PA2080,3,9,8,5,6,10,10,11,2
PA2081,1,1,4,3,0,2,2,1,1
PA2082,2,8,1,3,4,1,8,4,3
PA2083,3,4,0,2,2,3,5,2,4
PA2084,0,13,15,8,4,6,13,15,11
PA2085,0,2,4,3,1,7,2,6,4
PA2086,1,4,3,4,4,2,3,3,4
PA2087,0,3,6,1,1,2,3,2,0
PA2088,1,3,2,2,2,3,0,1,3
PA2089,29,66,51,45,32,44,64,68,47
PA2090,0,0,0,0,3,0,1,1,0
PA2091,0,0,0,0,0,1,0,5,0
PA2092,0,9,0,6,5,8,0,5,1
PA2093,0,1,1,3,1,1,3,4,1
PA2094,11,9,8,9,7,4,10,6,12
PA2095,1,8,1,4,1,9,7,6,0
PA2096,9,23,12,11,12,7,17,18,11
PA2097,1,3,0,1,2,4,2,2,0
PA2098,0,2,1,0,2,3,5,2,3
PA2099,5,5,6,1,8,7,5,14,8
PA2100,3,8,7,8,8,2,9,4,8
PA2101,5,11,5,7,7,9,9,11,12
PA2102,6,13,12,9,2,17,11,12,12
PA2103,18,57,47,37,31,36,45,49,43
PA2104,5,11,9,1,4,5,6,6,3
PA2105,13,20,15,20,8,11,11,15,10
PA2106,7,14,8,11,10,14,8,18,4
PA2107,11,11,19,19,18,16,24,12,14
PA2108,5,4,5,10,3,8,11,11,4
PA2109,10,26,7,17,11,19,26,23,11
PA2110,0,9,4,2,3,3,2,3,1
PA2111,0,1,0,2,1,2,3,1,0
PA2112,0,0,1,0,2,0,0,0,0
PA2113,4,11,12,4,6,13,14,11,10
predicted RNA,613,483,292,256,329,317,285,153,289
PA2114,4,14,6,6,4,3,12,9,2
PA2115,0,0,1,0,0,1,0,2,2
PA2116,8,12,11,12,8,16,23,18,9
PA2117,21,27,15,19,16,13,18,13,11
PA2118,1,10,3,5,3,3,11,13,3
PA2118a,3,4,3,4,0,6,5,4,7
predicted RNA,9,29,23,30,14,35,46,18,28
PA2119,0,0,0,0,0,0,0,0,0
PA2120,0,1,2,2,0,0,2,2,0
PA2121,7,9,5,11,5,10,16,21,12
PA2122,2,7,9,10,2,11,5,6,8
predicted RNA,15,43,32,41,23,43,34,48,28
PA2123,0,1,5,1,1,2,2,0,4
PA2124,2,4,1,3,0,1,6,6,2
PA2125,9,11,10,15,5,12,17,8,7
PA2126,0,5,1,1,3,5,4,4,1
PA2127,6,10,7,13,6,13,16,19,8
PA2128,3,6,4,2,3,4,3,5,2
PA2129,1,5,1,2,0,2,1,3,1
PA2130,13,20,22,36,20,22,20,30,17
PA2131,6,4,8,6,2,6,3,7,6
PA2132,0,2,0,0,0,0,3,0,2
PA2133,0,3,4,0,1,1,3,0,1
PA2134,0,0,4,2,0,1,1,1,3
predicted RNA,95,355,198,307,228,320,396,308,218
PA2135,2,13,12,6,8,7,13,15,9
PA2136,32,19,12,8,11,5,8,6,6
PA2137,0,2,3,3,0,2,2,2,3
predicted RNA,415,900,598,857,458,768,956,856,596
PA2138,6,10,6,7,2,13,15,23,15
predicted RNA,6,16,11,21,9,10,18,16,14
PA2140,0,1,1,0,0,1,3,0,1
PA2141,0,1,0,0,3,0,2,0,0
PA2142,71,129,77,109,70,92,147,80,97
PA2142a,1,11,5,4,3,5,5,13,4
PA2143,2,0,2,3,1,2,2,2,1
predicted RNA,74,151,102,132,92,113,208,119,100
PA2144,54,122,80,68,47,80,111,106,74
PA2145,11,37,24,48,23,35,52,28,25
predicted RNA,739,1789,1242,1624,980,1343,1244,1250,1042
PA2146,5,10,5,2,3,5,10,2,5
PA2147,17,31,34,29,18,25,57,42,33
predicted RNA,3,11,4,8,5,5,14,7,5
PA2148,1,1,1,0,2,1,1,7,1
PA2149,0,0,0,0,0,0,1,0,1
PA2150,0,0,0,1,1,2,4,0,0
PA2151,3,13,9,15,6,23,13,20,10
PA2152,12,22,25,18,8,26,30,25,11
PA2153,2,23,7,15,11,19,13,14,11
PA2154,18,54,23,41,19,50,48,35,31
PA2155,4,7,8,12,4,8,9,5,6
PA2156,2,6,4,9,1,4,7,3,3
PA2157,13,17,19,28,15,20,24,31,16
PA2158,0,3,6,5,8,3,3,10,5
predicted RNA,53,190,103,171,109,172,182,133,102
PA2159,0,3,0,4,0,0,0,0,0
PA2160,10,15,7,5,5,5,17,22,15
predicted RNA,7,13,5,15,9,10,14,8,7
PA2161,3,4,3,2,2,1,6,6,0
PA2162,6,17,5,11,6,8,13,13,6
PA2163,3,6,5,7,1,6,9,8,6
PA2164,4,2,5,17,4,12,7,9,10
PA2165,3,14,14,14,10,12,16,13,9
predicted RNA,26,39,24,44,27,36,66,40,25
predicted RNA,88,198,97,155,94,119,196,156,94
predicted RNA,1212,2633,1537,1911,1314,1378,2084,1729,1517
PA2166,1,9,7,7,1,4,16,8,6
PA2167,8,15,11,10,8,10,18,17,10
PA2168,1,0,0,1,0,1,5,2,0
predicted RNA,73,285,173,225,152,225,331,237,190
PA2169,1,3,1,0,1,1,3,6,0
PA2170,0,0,0,0,1,0,0,0,0
predicted RNA,180,625,337,559,348,580,573,436,352
PA2171,1,5,3,4,2,3,7,0,2
PA2172,7,13,20,11,8,30,33,42,18
predicted RNA,4,21,12,21,10,19,25,15,18
PA2173,1,9,5,9,2,6,8,16,8
PA2173a,13,81,43,63,27,77,124,133,60
PA2174,6,31,18,23,24,30,18,22,9
PA2175,2,2,3,3,6,5,3,5,6
PA2176,2,3,6,5,4,3,3,5,4
predicted RNA,49,98,48,105,69,78,151,72,54
PA2177,9,43,33,42,30,42,37,48,35
PA2178,17,57,43,53,45,59,65,51,44
PA2179,4,17,13,9,11,16,14,20,11
PA2180,0,2,7,5,3,4,2,4,2
PA2181,0,9,8,5,0,1,4,6,2
PA2182,0,0,0,0,0,0,0,0,0
PA2183,0,0,0,0,0,0,0,0,0
PA2184,0,0,0,0,0,0,0,0,0
PA2185,0,0,0,0,0,0,0,0,0
PA2187,0,1,0,0,0,1,0,0,0
PA2188,0,0,0,0,0,0,0,0,0
PA2189,21,34,28,24,15,30,28,39,13
PA2190,0,0,0,0,0,0,0,0,0
PA2191,8,15,7,4,4,19,17,11,5
predicted RNA,5,21,10,14,9,13,10,19,9
PA2192,0,0,0,0,0,0,0,0,0
PA2193,0,0,0,0,0,0,0,0,0
predicted RNA,35,39,22,18,25,11,36,22,21
PA2194,1,14,6,7,2,6,9,8,3
PA2195,6,17,11,5,2,9,19,8,9
PA2196,1,4,1,4,2,0,5,3,3
PA2197,5,9,10,5,6,11,12,12,5
PA2198,0,0,0,0,0,0,0,0,0
PA2199,6,19,10,19,12,13,22,14,16
PA2200,1,3,6,6,1,4,6,8,6
PA2201,0,2,0,4,2,0,1,0,2
PA2202,7,21,11,9,6,8,11,11,8
PA2203,1,0,1,0,1,4,1,3,1
PA2204,5,17,8,0,10,11,4,13,6
predicted RNA,179,144,89,52,85,51,62,39,89
predicted RNA,67,43,28,19,29,16,21,13,27
PA2205,12,9,15,9,11,8,7,14,12
PA2206,7,28,35,32,20,28,42,32,31
PA2207,3,13,10,15,7,12,17,11,7
PA2208,0,3,1,1,0,3,2,3,0
PA2209,1,3,5,3,1,8,3,3,0
PA2210,0,4,3,2,4,2,2,5,4
PA2211,6,11,9,11,4,19,18,15,17
PA2212,6,6,4,5,3,8,12,4,8
PA2213,0,5,2,5,2,10,10,4,6
PA2214,2,5,2,0,2,3,5,1,4
PA2215,1,4,4,4,1,4,6,6,3
PA2216,0,1,3,0,3,4,2,4,0
PA2217,1,2,0,4,1,6,2,1,0
PA2218,0,0,0,0,0,0,0,0,0
PA2219,0,0,0,0,0,0,0,0,0
PA2220,0,0,0,0,0,0,0,0,0
PA2221,0,0,0,0,0,0,0,0,0
PA2222,0,0,0,0,0,0,0,0,0
PA2223,0,0,0,0,0,0,0,0,0
PA2224,0,0,0,0,0,0,0,0,0
PA2225,0,0,0,0,0,0,0,0,0
PA2226,0,0,0,0,0,0,0,0,0
PA2227,0,0,0,0,0,0,0,0,0
PA2228,0,0,0,0,0,0,0,0,0
PA2229,1,6,4,2,1,2,6,5,1
PA2230,8,11,11,11,4,14,11,8,6
predicted RNA,46,91,63,65,43,91,41,62,69
PA2231,18,26,24,14,16,22,23,27,17
PA2232,11,26,24,18,11,13,20,21,19
predicted RNA,3,3,3,2,1,2,2,1,2
predicted RNA,19,11,11,10,9,7,11,7,9
PA2233,17,33,38,37,18,35,37,57,44
PA2234,12,17,17,21,13,24,25,22,15
PA2235,1,2,5,12,2,3,9,8,2
PA2236,0,1,1,2,0,1,1,0,0
PA2237,0,5,5,4,1,5,2,3,3
PA2238,2,3,4,1,2,2,7,7,2
PA2239,3,13,11,15,14,22,17,21,18
PA2240,1,3,1,2,2,6,3,0,4
PA2241,3,13,7,12,7,12,17,14,12
PA2242,7,15,7,10,8,9,12,16,9
PA2243,3,10,8,9,4,7,17,13,6
PA2244,6,10,12,14,7,15,10,17,9
PA2246,34,106,73,90,49,105,119,79,89
predicted RNA,18269,18934,18257,12618,13976,12820,20449,11738,15921
PA2247,21,16,22,11,17,7,29,18,21
PA2248,15,18,26,15,17,9,17,10,16
PA2249,38,42,49,37,26,27,75,60,46
PA2250,31,31,44,31,23,19,37,26,33
PA2251,9,7,2,3,2,8,3,2,6
PA2252,8,17,17,23,3,13,11,30,17
PA2253,2,5,3,2,3,5,5,5,2
PA2254,2,5,7,0,5,4,6,4,2
PA2255,5,6,10,9,9,5,9,17,8
PA2256,8,4,8,3,3,9,8,8,4
PA2257,0,2,8,3,2,4,5,1,2
PA2258,0,2,2,6,3,5,3,6,4
predicted RNA,14,36,22,28,17,30,36,48,18
PA2259,0,1,3,0,1,4,2,4,3
predicted RNA,39,64,41,49,34,63,74,119,41
PA2260,5,7,5,4,0,7,6,5,3
PA2261,7,12,12,7,12,13,6,19,8
PA2262,7,29,22,9,6,17,16,12,9
PA2263,1,5,2,4,3,1,5,4,9
PA2264,2,10,6,10,5,5,10,9,11
PA2265,24,30,38,26,23,25,36,62,23
PA2266,19,36,41,36,19,53,45,51,41
PA2267,0,5,4,2,3,6,6,4,2
PA2268,4,6,4,3,5,6,7,5,5
PA2269,1,2,6,2,1,2,4,2,2
PA2270,0,0,0,0,1,0,0,0,0
PA2271,5,8,8,5,4,6,13,17,2
PA2272,29,44,51,39,30,50,63,97,55
PA2273,0,3,2,5,2,1,3,5,2
PA2274,0,0,0,1,0,0,1,2,0
predicted RNA,6,8,4,7,8,10,32,75,25
predicted RNA,0,0,0,0,0,0,1,3,1
PA2275,4,15,15,19,5,20,24,40,29
PA2276,8,21,17,18,19,30,18,26,29
PA2277,0,2,2,0,0,2,0,1,0
PA2278,1,4,5,8,2,8,12,5,10
PA2279,1,4,11,4,3,6,7,2,8
PA2280,2,11,5,5,5,7,7,8,6
PA2281,10,9,8,6,3,6,11,16,13
PA2282,1,4,1,1,1,3,1,1,1
PA2283,5,10,2,3,0,12,4,6,6
PA2284,8,24,28,15,8,28,28,29,13
PA2285,2,8,11,11,6,10,6,7,5
PA2286,20,83,53,63,34,81,103,61,51
PA2287,59,138,118,85,82,99,141,123,90
PA2288,0,1,2,1,0,1,0,0,0
PA2289,2,20,14,16,12,19,21,21,14
PA2290,12,25,18,21,19,14,23,25,16
PA2291,0,10,3,5,1,6,15,8,5
predicted RNA,37,78,51,42,51,45,58,65,37
PA2292,1,2,1,2,1,0,4,0,3
PA2293,1,0,3,2,0,0,5,0,1
PA2294,3,5,3,2,0,1,2,4,3
PA2295,0,2,1,0,0,4,3,1,1
PA2296,14,35,17,23,23,27,31,34,18
PA2297,0,0,2,1,0,0,0,0,0
PA2298,1,3,6,0,3,8,9,4,8
PA2299,0,6,5,3,1,7,7,10,2
PA2300,4,11,6,10,2,8,13,8,6
PA2301,0,2,0,1,0,6,3,0,2
PA2302,6,21,6,14,11,22,22,24,10
PA2303,1,2,2,0,1,2,2,2,1
PA2304,5,14,17,8,6,14,8,11,11
PA2305,5,22,20,12,13,27,13,18,11
PA2306,7,30,17,21,7,24,24,30,16
predicted RNA,40,27,23,21,19,12,16,20,14
PA2307,1,10,8,6,7,7,12,12,5
PA2308,2,4,2,3,2,3,3,5,2
PA2309,2,13,6,6,4,16,9,20,12
PA2310,6,0,8,8,7,13,5,8,5
PA2311,6,2,2,4,1,0,2,2,1
PA2312,6,8,9,3,11,4,6,7,10
PA2312a,1,1,2,1,2,1,1,0,2
PA2314,3,5,3,2,1,10,11,12,8
PA2315,0,1,0,5,0,4,2,1,1
PA2316,5,2,2,1,0,1,1,0,0
PA2317,8,23,17,22,13,16,20,30,12
PA2318,10,8,18,14,7,12,14,18,12
PA2319,0,0,0,0,0,0,0,0,0
PA2320,4,11,14,16,14,15,18,16,10
PA2321,3,7,2,11,5,3,9,9,7
PA2322,11,34,34,41,25,49,43,35,30
PA2323,1,6,4,9,2,7,1,8,2
PA2324,1,2,4,8,4,3,5,9,0
PA2325,6,11,7,14,10,21,14,15,8
PA2326,4,6,7,7,3,6,1,4,5
predicted RNA,32,86,87,91,43,97,191,193,131
PA2327,0,1,1,1,0,2,4,1,0
PA2328,1,4,8,4,2,6,5,5,3
predicted RNA,2,6,6,4,3,5,10,9,11
PA2329,2,4,6,2,0,4,4,10,3
predicted RNA,4,11,5,5,3,5,16,17,10
predicted RNA,157,329,222,183,123,130,439,437,282
PA2330,3,9,1,2,5,3,4,6,1
predicted RNA,244,595,459,313,239,252,901,794,539
PA2331,1,5,6,2,5,4,6,7,4
PA2332,8,25,22,24,13,18,42,43,30
PA2333,2,10,4,8,5,8,17,17,14
PA2334,2,0,1,0,2,3,2,2,0
PA2335,5,14,16,7,10,16,13,18,12
PA2336,0,4,1,2,1,2,2,2,2
PA2337,2,18,8,6,11,16,15,7,11
predicted RNA,242,314,249,181,192,226,395,322,209
PA2338,6,9,15,9,9,11,19,14,9
PA2339,6,31,18,15,3,17,13,16,17
PA2340,4,9,2,4,5,11,8,9,6
PA2341,9,12,8,13,6,8,13,15,11
predicted RNA,19,36,25,27,18,31,57,33,33
PA2342,1,8,2,9,8,12,8,8,8
PA2343,1,3,7,4,7,8,8,2,3
PA2344,21,19,23,18,14,18,38,20,13
PA2345,5,8,5,3,3,9,8,8,4
PA2346,8,17,14,8,11,15,22,15,12
PA2347,1,4,5,4,3,4,6,5,9
PA2348,2,4,5,3,5,5,9,2,1
PA2349,5,4,8,4,10,3,3,11,7
PA2350,6,7,6,7,9,7,7,11,6
PA2351,3,16,6,5,6,11,12,10,10
PA2352,14,12,18,11,7,14,17,15,9
PA2353,4,4,4,10,8,9,7,4,4
PA2354,4,7,4,2,4,4,4,7,1
PA2355,1,0,2,2,0,2,8,5,1
PA2356,2,0,0,0,0,3,1,0,5
PA2357,0,1,4,2,0,0,3,2,3
PA2358,0,1,2,1,0,0,0,1,0
PA2359,6,4,8,3,2,4,3,9,4
PA2360,3,3,3,0,1,0,3,0,2
PA2361,10,19,3,13,6,14,15,16,5
PA2362,0,1,0,1,1,0,1,0,0
PA2363,0,4,1,2,2,1,4,2,4
predicted RNA,8,7,4,3,5,4,9,4,5
predicted RNA,252,307,191,246,211,181,268,189,223
PA2364,1,0,0,1,1,1,0,2,0
predicted RNA,289,440,250,273,185,289,404,265,318
PA2365,4,3,0,4,1,3,4,1,3
PA2366,12,28,25,25,11,21,33,35,16
predicted RNA,69,52,37,32,26,24,53,57,55
predicted RNA,80,69,37,34,37,18,81,56,52
predicted RNA,65,52,31,25,31,26,83,41,58
predicted RNA,8,7,5,5,5,3,11,5,7
PA2367,2,3,9,7,3,10,9,17,9
PA2368,0,0,0,1,0,0,2,0,0
PA2369,1,4,5,2,0,0,7,0,1
PA2370,1,1,2,4,4,0,1,3,2
PA2371,8,15,7,14,7,16,13,9,9
PA2373,3,19,22,12,12,16,23,30,27
PA2374,1,33,11,23,16,22,31,24,18
PA2375,6,16,11,6,5,8,17,9,10
PA2376,0,1,1,3,4,2,2,3,2
PA2377,5,15,6,13,6,6,14,12,9
PA2378,8,4,5,5,2,1,6,8,3
PA2379,1,1,2,3,0,1,1,1,0
PA2380,0,1,4,3,1,1,2,1,0
PA2381,6,8,14,5,12,7,16,11,8
PA2382,59,69,62,73,54,70,94,80,57
PA2383,4,8,5,4,4,12,4,12,11
PA2384,0,4,2,2,1,1,2,2,1
predicted RNA,119,153,76,113,136,107,139,106,113
PA2385,6,14,14,8,5,7,10,9,6
predicted RNA,15,15,6,9,5,11,8,6,8
predicted RNA,7,9,3,4,5,4,4,4,4
predicted RNA,1588,1468,854,847,1134,980,1176,871,1004
PA2386,7,8,13,6,4,9,8,12,9
PA2387,7,9,10,7,10,4,6,6,7
predicted RNA,39,45,44,43,42,41,46,52,52
PA2388,12,34,29,35,11,29,28,24,27
PA2389,6,6,3,4,0,3,9,2,4
PA2390,10,23,16,21,7,15,28,22,9
PA2391,6,14,13,11,7,10,12,14,9
PA2392,3,7,7,2,3,3,7,5,2
predicted RNA,46,63,31,29,47,35,38,33,36
predicted RNA,63,68,42,50,42,43,39,43,47
predicted RNA,153,122,78,103,113,96,111,71,80
PA2393,5,6,5,9,6,6,5,9,7
predicted RNA,16,11,9,10,12,6,12,7,8
predicted RNA,185,147,82,82,113,101,115,80,76
PA2394,6,24,15,5,8,14,11,14,13
predicted RNA,83,73,48,49,55,65,69,44,51
PA2395,8,9,3,6,6,7,6,7,3
predicted RNA,506,502,308,375,442,359,298,245,322
PA2396,15,19,9,9,15,12,6,6,11
PA2397,39,112,93,74,61,79,73,111,85
PA2398,78,165,127,114,77,135,131,147,128
predicted RNA,1600,1434,906,1084,1140,1125,1182,860,1127
PA2399,21,32,17,25,19,23,31,26,16
predicted RNA,117,97,57,79,89,91,59,51,57
