Genome feature ID,C..albicans...S..gordonii,S..gordonii...spent.C..albicans.medium,S..gordonii.only,C..albicans...S..gordonii.1,S..gordonii...spent.C..albicans.medium.1,S..gordonii.only.1,C..albicans...S..gordonii.2,S..gordonii...spent.C..albicans.medium.2,S..gordonii.only.2
ID_SGO_0499_p01_Parent_SGO_0499_t01_Dbxref_GI_157150293_GeneID_5598693_codon_start_1_locus_tag_SGO_0499_product_hypothetical_protein_protein_id_YP_001449815_1_transl_table_11_translation_length_40,56,61,59,4,20,113,14,27,4
ID_rggD_p01_Parent_rggD_t01_Dbxref_GI_157151515_GeneID_5599480_Note_identified_by_match_to_protein_family_HMM_PF01381_B_match_to_protein_family_HMM_TIGR01716_codon_start_1_gene_rggD_locus_tag_SGO_0500_product_putative_transcriptional_regulator_RggD_protein_id_YP_001449816_1_transl_table_11_translation_length_289,391,1165,935,81,359,629,136,509,413
ID_SGO_0501_p01_Parent_SGO_0501_t01_Dbxref_GI_157151072_GeneID_5599240_Note_identified_by_match_to_protein_family_HMM_PF02620_codon_start_1_locus_tag_SGO_0501_product_hypothetical_protein_protein_id_YP_001449817_1_transl_table_11_translation_length_176,599,1763,1404,413,872,1217,433,1022,833
ID_floL_p01_Parent_floL_t01_Dbxref_GI_157151088_GeneID_5598009_Note_identified_by_match_to_protein_family_HMM_PF01145_B_match_to_protein_family_HMM_PF03149_codon_start_1_gene_floL_locus_tag_SGO_0502_product_flotillin-like_protein_protein_id_YP_001449818_1_transl_table_11_translation_length_493,5459,16483,11571,3611,6247,7309,4087,7744,6190
ID_gnd_p01_Parent_gnd_t01_Dbxref_GI_157150360_GeneID_5597967_eC_number_1_1_1_44_Note_catalyzes_the_formation_of_D-ribulose_5-phosphate_from_6-phospho-D-gluconate_codon_start_1_gene_gnd_locus_tag_SGO_0503_product_6-phosphogluconate_dehydrogenase_protein_id_YP_001449819_1_transl_table_11_translation_length_474,33187,122492,82222,17712,46382,37271,19262,49137,35301
ID_SGO_0504_p01_Parent_SGO_0504_t01_Dbxref_GI_157149907_GeneID_5599379_Note_identified_by_match_to_protein_family_HMM_PF00072_B_match_to_protein_family_HMM_PF00486_codon_start_1_locus_tag_SGO_0504_product_DNA-binding_response_regulator_protein_id_YP_001449820_1_transl_table_11_translation_length_229,25442,85340,55527,11846,36237,24907,13578,41863,27415
ID_SGO_0505_p01_Parent_SGO_0505_t01_Dbxref_GI_157151273_GeneID_5598190_eC_number_2_7_1_69_Note_identified_by_match_to_protein_family_HMM_PF00358_B_match_to_protein_family_HMM_PF00367_B_match_to_protein_family_HMM_PF02378_B_match_to_protein_family_HMM_TIGR00826_B_match_to_protein_family_HMM_TIGR00830_B_match_to_protein_family_HMM_TIGR02003_codon_start_1_locus_tag_SGO_0505_product_PTS_system_transporter_subunit_IIBC_protein_id_YP_001449821_1_transl_table_11_translation_length_730,33971,64616,40286,12698,18240,37326,28663,33185,31488
ID_rgfB_p01_Parent_rgfB_t01_Dbxref_GI_157151235_GeneID_5599801_Note_identified_by_match_to_protein_family_HMM_PF03372_codon_start_1_gene_rgfB_locus_tag_SGO_0506_product_RgfB_protein_id_YP_001449822_1_transl_table_11_translation_length_271,2153,4511,2771,878,2230,2524,2093,3483,2658
ID_SGO_0507_p01_Parent_SGO_0507_t01_Dbxref_GI_157150356_GeneID_5599302_codon_start_1_locus_tag_SGO_0507_product_hypothetical_protein_protein_id_YP_001449823_1_transl_table_11_translation_length_138,172,479,346,25,110,408,52,170,91
ID_nrdR_p01_Parent_nrdR_t01_Dbxref_GI_157150290_GeneID_5599385_Note_identified_by_match_to_protein_family_HMM_PF03477_B_match_to_protein_family_HMM_TIGR00244_codon_start_1_gene_nrdR_locus_tag_SGO_0508_product_transcriptional_regulator_NrdR_protein_id_YP_001449824_1_transl_table_11_translation_length_157,3214,9944,6885,1614,3251,4232,2642,4549,4600
ID_SGO_0509_p01_Parent_SGO_0509_t01_Dbxref_GI_157149659_GeneID_5599484_Note_identified_by_match_to_protein_family_HMM_PF07261_codon_start_1_locus_tag_SGO_0509_product_replication_initiation_and_membrane_attachment_protein_DnaB_protein_id_YP_001449825_1_transl_table_11_translation_length_384,7788,27053,17450,7064,10687,16470,11307,16253,14831
ID_dnaI_p01_Parent_dnaI_t01_Dbxref_GI_157151701_GeneID_5598597_Note_Primosomal_protein_that_may_act_to_load_helicase_DnaC_during_DNA_replication_codon_start_1_gene_dnaI_locus_tag_SGO_0510_product_primosomal_protein_DnaI_protein_id_YP_001449826_1_transl_table_11_translation_length_299,10036,28633,18958,4357,9964,10753,8388,16076,13707
ID_SGO_0511_p01_Parent_SGO_0511_t01_Dbxref_GI_157150735_GeneID_5598342_Note_identified_by_match_to_protein_family_HMM_PF00881_codon_start_1_locus_tag_SGO_0511_product_NADPH-flavin_oxidoreductase_-like_protein_protein_id_YP_001449827_1_transl_table_11_translation_length_238,3921,9783,7469,2342,4265,5283,4304,7220,6317
ID_engA_p01_Parent_engA_t01_Dbxref_GI_157150518_GeneID_5598681_Note_EngA_B_essential_Neisserial_GTPase_B_synchronizes_cellular_events_by_interacting_with_multiple_targets_with_tandem_G-domains_B_overexpression_in_Escherichia_coli_suppresses_rrmJ_mutation_B_structural_analysis_of_the_Thermotoga_maritima_ortholog_shows_different_nucleotide_binding_affinities_in_the_two_binding_domains_codon_start_1_gene_engA_locus_tag_SGO_0512_product_GTP-binding_protein_EngA_protein_id_YP_001449828_1_transl_table_11_translation_length_436,8165,21025,14826,2915,7266,7871,6281,11865,9972
ID_SGO_0513_p01_Parent_SGO_0513_t01_Dbxref_GI_157150075_GeneID_5599074_Note_identified_by_match_to_protein_family_HMM_PF00176_B_match_to_protein_family_HMM_PF00271_B_match_to_protein_family_HMM_PF04434_B_match_to_protein_family_HMM_PF08455_codon_start_1_locus_tag_SGO_0513_product_Snf2_family_protein_protein_id_YP_001449829_1_transl_table_11_translation_length_1029,14958,46425,33932,6451,10614,18800,10817,21935,20940
ID_SGO_0514_p01_Parent_SGO_0514_t01_Dbxref_GI_157150887_GeneID_5598303_codon_start_1_locus_tag_SGO_0514_product_hypothetical_protein_protein_id_YP_001449830_1_transl_table_11_translation_length_195,4421,12804,9260,1962,3299,5027,3240,5059,4793
ID_murC_p01_Parent_murC_t01_Dbxref_GI_157150961_GeneID_5598395_eC_number_6_3_2_8_Note_Catalyzes_the_formation_of_UDP-N-acetylmuramoyl-L-alanine_from_UDP-N-acetylmuramate_and_L-alanine_in_peptidoglycan_synthesis_codon_start_1_gene_murC_locus_tag_SGO_0515_product_UDP-N-acetylmuramate--L-alanine_ligase_protein_id_YP_001449831_1_transl_table_11_translation_length_443,4582,12607,8958,1347,2842,4057,2551,4612,3855
ID_SGO_0516_p01_Parent_SGO_0516_t01_Dbxref_GI_157150431_GeneID_5598256_Note_identified_by_match_to_protein_family_HMM_PF00583_codon_start_1_locus_tag_SGO_0516_product_acetyltransferase_protein_id_YP_001449832_1_transl_table_11_translation_length_169,3547,9390,5640,1789,2338,3821,3361,4428,4087
ID_SGO_0517_p01_Parent_SGO_0517_t01_Dbxref_GI_157150138_GeneID_5599236_Note_identified_by_match_to_protein_family_HMM_PF00583_codon_start_1_locus_tag_SGO_0517_product_acetyltransferase_protein_id_YP_001449833_1_transl_table_11_translation_length_166,1637,3941,2608,978,1414,2297,2055,2795,2426
ID_SGO_0518_p01_Parent_SGO_0518_t01_Dbxref_GI_157151343_GeneID_5599696_Note_identified_by_match_to_protein_family_HMM_PF02618_B_match_to_protein_family_HMM_TIGR00247_codon_start_1_locus_tag_SGO_0518_product_aminodeoxychorismate_lyase-like_protein_protein_id_YP_001449834_1_transl_table_11_translation_length_543,8696,29078,18448,7246,10227,12342,10024,13954,13072
ID_greA_p01_Parent_greA_t01_Dbxref_GI_157150808_GeneID_5598798_Note_necessary_for_efficient_RNA_polymerase_transcription_elongation_past_template-encoded_arresting_sites_B_arresting_sites_in_DNA_have_the_property_of_trapping_a_certain_fraction_of_elongating_RNA_polymerases_that_pass_through_2C_resulting_in_locked_ternary_complexes__Cleavage_of_the_nascent_transcript_by_cleavage_factors_such_as_GreA_or_GreB_allows_the_resumption_of_elongation_from_the_new_3'terminus_codon_start_1_gene_greA_locus_tag_SGO_0519_product_transcription_elongation_factor_GreA_protein_id_YP_001449835_1_transl_table_11_translation_length_160,3757,12782,7618,3930,3769,5950,3990,5202,4732
ID_SGO_0520_p01_Parent_SGO_0520_t01_Dbxref_GI_157150467_GeneID_5598548_codon_start_1_locus_tag_SGO_0520_product_hypothetical_protein_protein_id_YP_001449836_1_transl_table_11_translation_length_34,107,260,151,47,100,131,73,166,110
ID_SGO_0521_p01_Parent_SGO_0521_t01_Dbxref_GI_157149880_GeneID_5599176_Note_involved_in_biogenesis_of_membrane_proteins_B_Firmicutes_specific_proteins_are_shorter_than_other_bacterial_counterparts_and_have_a_signal_peptide_and_lipid_attachment_site_codon_start_1_locus_tag_SGO_0521_product_OxaA-like_protein_precursor_protein_id_YP_001449837_1_transl_table_11_translation_length_310,7672,18227,13856,1674,3654,5720,1706,5381,6171
ID_SGO_0522_p01_Parent_SGO_0522_t01_Dbxref_GI_157151118_GeneID_5598896_Note_catalyzes_the_hydrolysis_of_acylphosphate_codon_start_1_locus_tag_SGO_0522_product_acylphosphatase_protein_id_YP_001449838_1_transl_table_11_translation_length_92,932,2125,1731,293,510,1658,380,632,642
ID_SGO_0523_p01_Parent_SGO_0523_t01_Dbxref_GI_157150531_GeneID_5597916_Note_identified_by_match_to_protein_family_HMM_PF00588_B_match_to_protein_family_HMM_PF08032_codon_start_1_locus_tag_SGO_0523_product_spoU_rRNA_methylase_family_protein_protein_id_YP_001449839_1_transl_table_11_translation_length_246,9374,25438,17810,2667,3818,9697,3054,6181,7186
ID_SGO_0524_p01_Parent_SGO_0524_t01_Dbxref_GI_157150222_GeneID_5599050_Note_identified_by_match_to_protein_family_HMM_PF01966_B_match_to_protein_family_HMM_TIGR00277_codon_start_1_locus_tag_SGO_0524_product_HD_domain-containing_protein_protein_id_YP_001449840_1_transl_table_11_translation_length_163,17310,39930,32465,5690,11981,18703,7541,19412,19919
ID_SGO_0525_p01_Parent_SGO_0525_t01_Dbxref_GI_157151682_GeneID_5599612_Note_identified_by_match_to_protein_family_HMM_PF01027_codon_start_1_locus_tag_SGO_0525_product_membrane_protein_protein_id_YP_001449841_1_transl_table_11_translation_length_228,14991,33433,27477,1810,8689,9919,3137,15668,15814
ID_ilvB_p01_Parent_ilvB_t01_Dbxref_GI_157149946_GeneID_5599164_eC_number_2_2_1_6_Note_catalyzes_the_formation_of_2-acetolactate_from_pyruvate_B_also_known_as_acetolactate_synthase_large_subunit_codon_start_1_gene_ilvB_locus_tag_SGO_0526_product_acetolactate_synthase_catalytic_subunit_protein_id_YP_001449842_1_transl_table_11_translation_length_571,10763,29820,19260,5427,11567,12948,9321,17829,18632
ID_ilvH_p01_Parent_ilvH_t01_Dbxref_GI_157150415_GeneID_5598205_eC_number_2_2_1_6_Note_with_IlvI_catalyzes_the_formation_of_2-acetolactate_from_pyruvate_2C_the_small_subunit_is_required_for_full_activity_and_valine_sensitivity_B_E_coli_produces_3_isoenzymes_of_acetolactate_synthase_which_differ_in_specificity_to_substrates_2C_valine_sensitivity_and_affinity_for_cofactors_B_also_known_as_acetolactate_synthase_3_small_subunit_codon_start_1_gene_ilvH_locus_tag_SGO_0527_product_acetolactate_synthase_3_regulatory_subunit_protein_id_YP_001449843_1_transl_table_11_translation_length_158,7439,21559,13022,5527,8177,10439,7619,12245,12137
ID_ilvC_p01_Parent_ilvC_t01_Dbxref_GI_157150893_GeneID_5599266_eC_number_1_1_1_86_Note_catalyzes_the_formation_of_(R)-2_2C3-dihydroxy-3-methylbutanoate_from_(S)-2-hydroxy-2-methyl-3-oxobutanoate_in_valine_and_isoleucine_biosynthesis_codon_start_1_gene_ilvC_locus_tag_SGO_0528_product_ketol-acid_reductoisomerase_protein_id_YP_001449844_1_transl_table_11_translation_length_340,9326,28568,17018,4342,9734,11337,7892,13108,12370
ID_ilvA_p01_Parent_ilvA_t01_Dbxref_GI_157151328_GeneID_5598387_eC_number_4_3_1_19_Note_catalyzes_the_formation_of_2-oxobutanoate_from_L-threonine_B_biosynthetic_codon_start_1_gene_ilvA_locus_tag_SGO_0529_product_threonine_dehydratase_protein_id_YP_001449845_1_transl_table_11_translation_length_416,8496,24214,13318,3925,6742,9046,7477,11722,9566
ID_SGO_0530_p01_Parent_SGO_0530_t01_Dbxref_GI_157150084_GeneID_5598977_Note_identified_by_match_to_protein_family_HMM_PF05116_B_match_to_protein_family_HMM_PF08282_B_match_to_protein_family_HMM_TIGR00099_B_match_to_protein_family_HMM_TIGR01484_codon_start_1_locus_tag_SGO_0530_product_Cof_family_protein_protein_id_YP_001449846_1_transl_table_11_translation_length_270,8779,29826,19814,1915,6581,6884,2231,7264,5903
ID_SGO_0531_p01_Parent_SGO_0531_t01_Dbxref_GI_157150670_GeneID_5598931_Note_identified_by_match_to_protein_family_HMM_PF07099_codon_start_1_locus_tag_SGO_0531_product_hypothetical_protein_protein_id_YP_001449847_1_transl_table_11_translation_length_200,2070,3435,2657,220,654,1364,428,1250,1509
ID_SGO_0532_p01_Parent_SGO_0532_t01_Dbxref_GI_157150055_GeneID_5598804_Note_identified_by_match_to_protein_family_HMM_PF00860_B_match_to_protein_family_HMM_PF00916_codon_start_1_locus_tag_SGO_0532_product_xanthine/uracil_permease_family_protein_protein_id_YP_001449848_1_transl_table_11_translation_length_474,6709,16778,3496,6408,3095,2356,5661,7192,5968
ID_SGO_0533_p01_Parent_SGO_0533_t01_Dbxref_GI_157150642_GeneID_5599337_Note_identified_by_match_to_protein_family_HMM_PF02367_B_match_to_protein_family_HMM_TIGR00150_codon_start_1_locus_tag_SGO_0533_product_hypothetical_protein_protein_id_YP_001449849_1_transl_table_11_translation_length_160,3747,12742,8440,2318,3820,5475,2664,5270,5820
ID_SGO_0534_p01_Parent_SGO_0534_t01_Dbxref_GI_157150968_GeneID_5598850_Note_identified_by_match_to_protein_family_HMM_PF00583_codon_start_1_locus_tag_SGO_0534_product_acetyltransferase_protein_id_YP_001449850_1_transl_table_11_translation_length_168,3596,12345,8453,2036,4481,5219,2472,5759,6255
ID_SGO_0535_p01_Parent_SGO_0535_t01_Dbxref_GI_157151583_GeneID_5598244_Note_identified_by_match_to_protein_family_HMM_PF03816_B_match_to_protein_family_HMM_TIGR00350_codon_start_1_locus_tag_SGO_0535_product_putative_transcriptional_regulator_LytR_protein_id_YP_001449851_1_transl_table_11_translation_length_403,10866,37030,23356,6700,13356,15934,8487,16558,16564
ID_SGO_0536_p01_Parent_SGO_0536_t01_Dbxref_GI_157151657_GeneID_5598711_codon_start_1_locus_tag_SGO_0536_product_hypothetical_protein_protein_id_YP_001449852_1_transl_table_11_translation_length_100,939,2545,2177,509,975,1144,405,866,748
ID_SGO_0537_p01_Parent_SGO_0537_t01_Dbxref_GI_157149899_GeneID_5597989_eC_number_3_6_1_17_Note_identified_by_match_to_protein_family_HMM_PF01230_codon_start_1_locus_tag_SGO_0537_product_HIT_family_protein_protein_id_YP_001449853_1_transl_table_11_translation_length_173,1469,4729,3766,763,1496,1772,597,1188,1018
ID_SGO_0538_p01_Parent_SGO_0538_t01_Dbxref_GI_157150503_GeneID_5599705_Note_identified_by_match_to_protein_family_HMM_PF00005_B_ATP-binding_protein_SP0522_codon_start_1_locus_tag_SGO_0538_product_ABC-type_transporter_ATP-binding_protein_protein_id_YP_001449854_1_transl_table_11_translation_length_243,1806,5673,4023,553,1811,2165,857,2545,2361
ID_SGO_0539_p01_Parent_SGO_0539_t01_Dbxref_GI_157150790_GeneID_5599104_Note_identified_by_match_to_protein_family_HMM_PF05975_codon_start_1_locus_tag_SGO_0539_product_ABC_transporter_permease_protein_id_YP_001449855_1_transl_table_11_translation_length_351,3361,9796,6327,1362,3016,4192,1903,4355,4177
ID_SGO_0540_p01_Parent_SGO_0540_t01_Dbxref_GI_157151413_GeneID_5598592_Note_identified_by_match_to_protein_family_HMM_PF01636_codon_start_1_locus_tag_SGO_0540_product_hypothetical_protein_protein_id_YP_001449856_1_transl_table_11_translation_length_264,5374,17194,11300,3015,4960,5770,3194,5691,5077
ID_trmB_p01_Parent_trmB_t01_Dbxref_GI_157150764_GeneID_5599679_Note_tRNA_(guanine-N(7)-)-methyltransferase_B_catalyzes_the_formation_of_N(7)-methylguanine_at_position_46_(m7G46)_in_tRNA_by_transferring_the_methyl_residue_from_S-adenosyl-L-methionine_codon_start_1_gene_trmB_locus_tag_SGO_0541_product_tRNA_(guanine-N(7)-)-methyltransferase_protein_id_YP_001449857_1_transl_table_11_translation_length_212,2975,9153,5632,2097,3477,4046,2318,4713,4257
ID_SGO_0542_p01_Parent_SGO_0542_t01_Dbxref_GI_157151233_GeneID_5598631_Note_in_Streptococcus_pneumoniae_this_gene_was_found_to_be_essential_B_structure_determination_of_the_Streptococcus_protein_shows_that_it_is_similar_to_a_number_of_other_proteins_codon_start_1_locus_tag_SGO_0542_product_hypothetical_protein_protein_id_YP_001449858_1_transl_table_11_translation_length_162,3176,8834,4591,4336,3222,5659,6688,6837,5851
ID_nusA_p01_Parent_nusA_t01_Dbxref_GI_157151698_GeneID_5598564_Note_modifies_transcription_through_interactions_with_RNA_polymerase_affecting_elongation_2C_readthrough_2C_termination_2C_and_antitermination_codon_start_1_gene_nusA_locus_tag_SGO_0543_product_transcription_elongation_factor_NusA_protein_id_YP_001449859_1_transl_table_11_translation_length_413,8991,24085,12733,4932,6730,9482,9511,14123,11766
ID_SGO_0544_p01_Parent_SGO_0544_t01_Dbxref_GI_157149910_GeneID_5599622_Note_identified_by_match_to_protein_family_HMM_PF04296_codon_start_1_locus_tag_SGO_0544_product_hypothetical_protein_protein_id_YP_001449860_1_transl_table_11_translation_length_98,3504,10028,4974,2001,2558,3821,3703,5291,4730
ID_SGO_0545_p01_Parent_SGO_0545_t01_Dbxref_GI_157150501_GeneID_5598095_Note_identified_by_match_to_protein_family_HMM_PF01248_codon_start_1_locus_tag_SGO_0545_product_hypothetical_protein_protein_id_YP_001449861_1_transl_table_11_translation_length_99,4961,14163,7583,4736,3199,7359,9049,6754,7307
ID_infB_p01_Parent_infB_t01_Dbxref_GI_157149775_GeneID_5599109_Note_Protects_formylmethionyl-tRNA_from_spontaneous_hydrolysis_and_promotes_its_binding_to_the_30S_ribosomal_subunits_during_initiation_of_protein_synthesis__Also_involved_in_the_hydrolysis_of_GTP_during_the_formation_of_the_70S_ribosomal_complex_codon_start_1_gene_infB_locus_tag_SGO_0546_product_translation_initiation_factor_IF-2_protein_id_YP_001449862_1_transl_table_11_translation_length_953,21519,64812,33838,12698,10933,22334,22900,22214,23747
ID_rbfA_p01_Parent_rbfA_t01_Dbxref_GI_157150185_GeneID_5598281_Note_associates_with_free_30S_ribosomal_subunits_B_essential_for_efficient_processing_of_16S_rRNA_B_in_Escherichia_coli_rbfA_is_induced_by_cold_shock_codon_start_1_gene_rbfA_locus_tag_SGO_0547_product_ribosome-binding_factor_A_protein_id_YP_001449863_1_transl_table_11_translation_length_115,937,2428,1438,453,529,896,733,1280,1196
ID_SGO_0548_p01_Parent_SGO_0548_t01_Dbxref_GI_157149728_GeneID_5598742_Note_identified_by_match_to_protein_family_HMM_PF01895_B_match_to_protein_family_HMM_PF02690_B_match_to_protein_family_HMM_TIGR00704_codon_start_1_locus_tag_SGO_0548_product_Na/Pi-cotransporter_family_protein_protein_id_YP_001449864_1_transl_table_11_translation_length_543,1767,6541,4359,1142,2397,2725,1335,2628,1603
ID_nagA_p01_Parent_nagA_t01_Dbxref_GI_157151060_GeneID_5599307_eC_number_3_5_1_25_Note_identified_by_match_to_protein_family_HMM_PF01979_B_match_to_protein_family_HMM_TIGR00221_codon_start_1_gene_nagA_locus_tag_SGO_0549_product_N-acetylglucosamine-6-phosphate_deacetylase_protein_id_YP_001449865_1_transl_table_11_translation_length_383,2392,6115,2875,693,1242,2479,1358,2418,1416
ID_SGO_0550_p01_Parent_SGO_0550_t01_Dbxref_GI_157150599_GeneID_5598030_codon_start_1_locus_tag_SGO_0550_product_hypothetical_protein_protein_id_YP_001449866_1_transl_table_11_translation_length_48,99,350,145,56,96,157,101,198,117
ID_SGO_0551_p01_Parent_SGO_0551_t01_Dbxref_GI_157149889_GeneID_5598928_codon_start_1_locus_tag_SGO_0551_product_hypothetical_protein_protein_id_YP_001449867_1_transl_table_11_translation_length_65,1547,4741,3494,519,968,1841,651,1276,1058
ID_SGO_0552_p01_Parent_SGO_0552_t01_Dbxref_GI_157151509_GeneID_5599708_Note_identified_by_match_to_protein_family_HMM_PF00248_codon_start_1_locus_tag_SGO_0552_product_aldo/keto_reductase_family_oxidoreductase_protein_id_YP_001449868_1_transl_table_11_translation_length_281,4224,12196,9582,1174,2950,3671,1474,3900,2778
ID_SGO_0553_p01_Parent_SGO_0553_t01_Dbxref_GI_157151016_GeneID_5599736_codon_start_1_locus_tag_SGO_0553_product_acetyltransferase_protein_id_YP_001449869_1_transl_table_11_translation_length_150,1384,3556,3044,378,1096,1355,492,1413,1042
ID_hsdR_p01_Parent_hsdR_t01_Dbxref_GI_157150458_REBASE_SgoCH1ORF560P_GeneID_5598123_eC_number_3_1_21_3_Note_identified_by_match_to_protein_family_HMM_PF04313_B_match_to_protein_family_HMM_PF04851_B_match_to_protein_family_HMM_TIGR00348_codon_start_1_gene_hsdR_locus_tag_SGO_0554_product_type_I_site-specific_deoxyribonuclease_protein_id_YP_001449870_1_transl_table_11_translation_length_995,5471,15072,11560,1961,4351,6029,2690,4677,3135
