,WT_THY_A,WT_THY_B,WT_THY_C,DhsdM_THY_A,DhsdM_THY_B,DhsdM_THY_C
GENE_+_M5005_Spy0242_M5005_Spy_0242,165,211,139,131,192,159
GENE_+_M5005_Spy0243_M5005_Spy_0243,348,641,389,342,453,379
GENE_+_M5005_Spy0244_nifS3,453,744,428,315,464,406
GENE_+_M5005_Spy0245_nifU,184,298,156,138,168,131
GENE_+_M5005_Spy0246_M5005_Spy_0246,741,985,532,470,533,486
GENE_+_M5005_Spy0249_oppA,1019,1552,1010,1275,1579,1394
GENE_+_M5005_Spy0250_oppB,333,492,320,406,515,523
GENE_+_M5005_Spy0251_oppC,206,295,257,217,297,386
GENE_+_M5005_Spy0252_oppD,196,347,264,230,380,418
GENE_+_M5005_Spy0253_oppF,240,333,238,255,359,386
GENE_+_M5005_Spy0256_M5005_Spy_T0044,1,0,1,0,0,1
GENE_+_M5005_Spy0257_M5005_Spy_0257,5,3,6,11,8,9
GENE_+_M5005_Spy0258_M5005_Spy_0258,6,12,6,8,4,12
GENE_+_M5005_Spy0259_M5005_Spy_0259,0,0,0,0,0,0
GENE_+_M5005_Spy0260_M5005_Spy_0260,96,140,84,110,113,95
GENE_+_M5005_Spy0261_M5005_Spy_0261,356,412,224,327,394,335
GENE_+_M5005_Spy0262_M5005_Spy_0262,64,73,27,48,69,61
GENE_+_M5005_Spy0263_nadD,210,200,136,165,214,155
GENE_+_M5005_Spy0264_M5005_Spy_0264,185,237,119,138,186,173
GENE_+_M5005_Spy0265_M5005_Spy_0265,64,58,38,54,99,72
GENE_+_M5005_Spy0266_M5005_Spy_0266,63,74,30,45,48,53
GENE_+_M5005_Spy0267_M5005_Spy_0267,104,105,62,65,84,99
GENE_+_M5005_Spy0268_M5005_Spy_0268,7,18,12,7,7,10
GENE_+_M5005_Spy0269_M5005_Spy_0269,387,440,283,442,435,351
GENE_+_M5005_Spy0270_M5005_Spy_0270,718,1545,1080,509,1076,806
GENE_+_M5005_Spy0271_M5005_Spy_0271,58,92,58,81,86,78
GENE_+_M5005_Spy0272_M5005_Spy_0272,74,142,83,109,108,118
GENE_+_M5005_Spy0273_M5005_Spy_0273,69,79,62,72,72,52
GENE_+_M5005_Spy0275_M5005_Spy_0275,116,243,185,153,151,183
GENE_+_M5005_Spy0279_lemA,342,524,428,440,468,497
GENE_+_M5005_Spy0280_M5005_Spy_0280,595,948,707,818,811,804
GENE_+_M5005_Spy0281_M5005_Spy_0281,112,146,105,103,111,117
GENE_+_M5005_Spy0282_covR,903,1343,891,872,1171,1118
GENE_+_M5005_Spy0283_covS,224,279,167,193,194,209
GENE_+_M5005_Spy0284_nrdR,96,128,74,102,102,108
GENE_+_M5005_Spy0285_dnaB,186,278,190,236,298,284
GENE_+_M5005_Spy0286_dnaI,223,313,233,284,336,304
GENE_+_M5005_Spy0287_engA,439,581,367,435,613,525
GENE_+_M5005_Spy0288_snf,536,820,566,505,691,687
GENE_+_M5005_Spy0289_M5005_Spy_0289,499,713,420,390,632,572
GENE_+_M5005_Spy0290_murC,645,947,563,603,888,846
GENE_+_M5005_Spy0291_M5005_Spy_0291,73,84,40,71,89,72
GENE_+_M5005_Spy0292_M5005_Spy_0292,460,547,349,565,606,543
GENE_+_M5005_Spy0293_greA,211,225,147,222,249,258
GENE_+_M5005_Spy0299_M5005_Spy_0299,55,104,61,54,106,98
GENE_+_M5005_Spy0300_M5005_Spy_0300,175,269,207,195,262,263
GENE_+_M5005_Spy0301_M5005_Spy_0301,353,653,434,439,532,498
GENE_+_M5005_Spy0302_M5005_Spy_0302,44,59,30,38,44,42
GENE_+_M5005_Spy0303_glr,90,116,63,99,116,103
GENE_+_M5005_Spy0304_M5005_Spy_0304,145,269,149,227,235,222
GENE_+_M5005_Spy0305_M5005_Spy_0305,85,133,77,98,119,103
GENE_+_M5005_Spy0306_M5005_Spy_0306,70,140,72,102,109,114
GENE_+_M5005_Spy0307_xerD,123,161,105,148,145,136
GENE_+_M5005_Spy0308_scpA,94,177,96,142,148,149
GENE_+_M5005_Spy0309_scpB,101,175,92,123,182,160
GENE_+_M5005_Spy0310_M5005_Spy_0310,183,197,112,199,247,171
GENE_+_M5005_Spy0311_M5005_Spy_0311,21,29,21,20,25,22
GENE_+_M5005_Spy0312_M5005_Spy_0312,40,36,33,45,57,50
GENE_+_M5005_Spy0313_M5005_Spy_0313,24,35,34,27,34,22
GENE_+_M5005_Spy0314_M5005_Spy_0314,146,242,176,125,187,164
GENE_+_M5005_Spy0315_M5005_Spy_0315,116,167,110,105,119,130
GENE_+_M5005_Spy0316_M5005_Spy_0316,93,103,63,62,102,80
GENE_+_M5005_Spy0317_hlyX,257,294,181,272,263,259
GENE_+_M5005_Spy0318_pflC,575,1021,592,675,729,622
GENE_+_M5005_Spy0319_ppaC,613,1139,628,956,913,828
GENE_+_M5005_Spy0320_M5005_Spy_0320,130,182,85,201,214,161
GENE_+_M5005_Spy0326_M5005_Spy_0326,249,400,232,226,325,291
GENE_+_M5005_Spy0327_upp,131,158,90,116,144,136
GENE_+_M5005_Spy0328_clpP,541,810,564,776,718,675
GENE_+_M5005_Spy0329_M5005_Spy_0329,20,26,22,30,39,47
GENE_+_M5005_Spy0330_tmk,56,78,50,96,58,73
GENE_+_M5005_Spy0331_dnaX,84,123,79,145,125,141
GENE_+_M5005_Spy0332_M5005_Spy_0332,13,21,9,20,17,22
GENE_+_M5005_Spy0333_M5005_Spy_0333,2,6,4,6,4,2
GENE_+_M5005_Spy0334_M5005_Spy_0334,44,87,56,56,68,81
GENE_+_M5005_Spy0335_M5005_Spy_0335,155,269,189,229,270,249
GENE_+_M5005_Spy0336_M5005_Spy_0336,150,215,188,215,283,225
GENE_+_M5005_Spy0338_M5005_Spy_0338,28,46,27,29,37,24
GENE_+_M5005_Spy0340_lctO,961,2425,1484,1825,2037,1875
GENE_+_M5005_Spy0341_M5005_Spy_0341,100,282,195,472,342,380
GENE_+_M5005_Spy0343_M5005_Spy_0343,1,2,0,2,0,3
GENE_+_M5005_Spy0344_M5005_Spy_0344,10,9,10,15,20,18
GENE_+_M5005_Spy0345_metG,487,584,466,567,684,667
GENE_+_M5005_Spy0346_M5005_Spy_0346,2,0,0,0,0,2
GENE_+_M5005_Spy0347_nrdF,24,8,13,17,15,19
GENE_+_M5005_Spy0348_nrdI,13,6,7,7,9,13
GENE_+_M5005_Spy0349_nrdI,78,54,26,58,51,75
GENE_+_M5005_Spy0350_M5005_Spy_0350,3,2,2,4,3,3
GENE_+_M5005_Spy0352_M5005_Spy_0352,0,0,0,4,4,4
GENE_+_M5005_Spy0353_M5005_Spy_0353,19,20,18,15,26,18
GENE_+_M5005_Spy0355_M5005_Spy_0355,0,0,0,0,0,0
GENE_+_M5005_Spy0358_M5005_Spy_0358,43,55,34,36,46,37
GENE_+_M5005_Spy0359_fabG,207,311,201,167,295,266
GENE_+_M5005_Spy0360_M5005_Spy_0360,382,617,430,357,556,599
GENE_+_M5005_Spy0361_M5005_Spy_0361,175,289,164,293,314,246
GENE_+_M5005_Spy0362_glmU,555,687,414,686,662,605
GENE_+_M5005_Spy0363_M5005_Spy_0363,183,234,173,253,225,241
GENE_+_M5005_Spy0364_M5005_Spy_0364,67,125,58,110,93,83
GENE_+_M5005_Spy0365_pfs,299,461,264,463,479,418
GENE_+_M5005_Spy0366_M5005_Spy_0366,154,228,150,229,229,224
GENE_+_M5005_Spy0368_mtsA,1400,1321,916,1466,1635,1662
GENE_+_M5005_Spy0369_mtsB,299,285,229,253,364,336
GENE_+_M5005_Spy0370_mtsC,457,432,356,326,546,464
GENE_+_M5005_Spy0372_ftsK,189,279,155,301,348,346
GENE_+_M5005_Spy0374_rplK,383,329,219,368,361,362
GENE_+_M5005_Spy0375_rplA,614,653,449,702,704,737
GENE_+_M5005_Spy0376_M5005_Spy_0376,13,17,8,12,26,18
GENE_+_M5005_Spy0377_M5005_Spy_0377,18,17,15,19,17,16
GENE_+_M5005_Spy0378_pyrH,24,38,18,37,22,27
GENE_+_M5005_Spy0379_M5005_Spy_0379,71,105,48,67,89,83
GENE_+_M5005_Spy0380_frr,270,394,251,384,347,355
GENE_+_M5005_Spy0381_M5005_Spy_0381,128,154,106,86,143,161
GENE_+_M5005_Spy0382_M5005_Spy_0381,24,45,17,45,32,38
GENE_+_M5005_Spy0383_M5005_Spy_0383,10,12,0,9,6,8
GENE_+_M5005_Spy0384_M5005_Spy_0384,196,246,138,222,227,198
GENE_+_M5005_Spy0385_M5005_Spy_0385,442,1039,656,1542,1501,1068
GENE_+_M5005_Spy0386_phoH,124,217,107,141,165,154
GENE_+_M5005_Spy0387_M5005_Spy_0387,42,96,56,67,73,57
GENE_+_M5005_Spy0388_M5005_Spy_0388,146,220,116,191,214,166
GENE_+_M5005_Spy0389_dgk,54,89,56,73,81,67
GENE_+_M5005_Spy0390_era,301,403,267,361,377,367
GENE_+_M5005_Spy0391_M5005_Spy_0391,99,118,76,149,148,122
GENE_+_M5005_Spy0393_M5005_Spy_0393,11,13,5,10,8,13
GENE_+_M5005_Spy0394_M5005_Spy_0394,1,4,2,4,9,2
GENE_+_M5005_Spy0398_M5005_Spy_0398,1,0,3,4,3,5
GENE_+_M5005_Spy0399_M5005_Spy_0399,1,0,0,2,2,2
GENE_+_M5005_Spy0400_silD,1,3,1,1,0,1
GENE_+_M5005_Spy0402_M5005_Spy_0402,4,5,2,7,5,2
GENE_+_M5005_Spy0403_M5005_Spy_0403,3,3,4,3,1,3
GENE_+_M5005_Spy0405_M5005_Spy_0405,0,0,0,0,0,0
GENE_+_M5005_Spy0407_mutR,21,35,24,24,23,28
GENE_+_M5005_Spy0408_fpg,17,32,23,41,27,30
GENE_+_M5005_Spy0409_coaE,22,38,23,42,42,38
GENE_+_M5005_Spy0410_M5005_Spy_0410,320,637,453,544,634,637
GENE_+_M5005_Spy0411_M5005_Spy_0411,249,380,221,307,386,348
GENE_+_M5005_Spy0412_rpmG,14,7,7,13,13,14
GENE_+_M5005_Spy0413_secG,71,116,50,95,77,96
GENE_+_M5005_Spy0414_M5005_Spy_0414,541,692,405,418,714,701
GENE_+_M5005_Spy0415_smpB,83,128,69,82,119,131
GENE_+_M5005_Spy0416_M5005_Spy_0416,89,100,84,55,133,131
GENE_+_M5005_Spy0424_ccpA,495,854,513,848,775,710
GENE_+_M5005_Spy0425_M5005_Spy_0425,608,944,656,396,978,918
GENE_+_M5005_Spy0426_M5005_Spy_0426,741,1267,923,613,1192,1284
GENE_+_M5005_Spy0427_thrS,348,397,390,434,563,529
GENE_+_M5005_Spy0428_drrA,9,24,12,42,19,11
GENE_+_M5005_Spy0429_M5005_Spy_0429,8,31,12,27,13,21
GENE_+_M5005_Spy0430_M5005_Spy_0430,6,11,12,15,9,16
GENE_+_M5005_Spy0431_M5005_Spy_0431,0,0,0,0,0,0
GENE_+_M5005_Spy0432_M5005_Spy_0432,7,10,6,8,9,2
GENE_+_M5005_Spy0433_M5005_Spy_0433,11,12,7,8,13,15
GENE_+_M5005_Spy0434_M5005_Spy_0434,59,106,47,87,78,68
GENE_+_M5005_Spy0435_vicR,135,227,156,218,221,204
GENE_+_M5005_Spy0436_vicK,368,664,470,593,584,578
GENE_+_M5005_Spy0437_vicX,179,301,223,263,309,244
GENE_+_M5005_Spy0438_rnc,83,108,68,82,101,81
GENE_+_M5005_Spy0439_smc,558,774,424,907,635,699
GENE_+_M5005_Spy0441_aroE,1,3,4,8,3,3
GENE_+_M5005_Spy0442_M5005_Spy_0442,0,0,3,5,2,1
GENE_+_M5005_Spy0443_M5005_Spy_0443,4,9,3,14,7,6
GENE_+_M5005_Spy0444_M5005_Spy_0444,16,17,12,26,28,21
GENE_+_M5005_Spy0445_metK1,12,29,20,30,38,37
GENE_+_M5005_Spy0446_M5005_Spy_0446,6,17,17,28,29,30
GENE_+_M5005_Spy0447_M5005_Spy_0447,21,26,17,29,18,28
GENE_+_M5005_Spy0448_M5005_Spy_0448,0,1,0,3,0,1
GENE_+_M5005_Spy0449_M5005_Spy_0449,23,47,24,39,35,47
GENE_+_M5005_Spy0450_mefE,37,58,49,41,50,45
GENE_+_M5005_Spy0456_M5005_Spy_0456,2,14,8,8,13,15
GENE_+_M5005_Spy0457_M5005_Spy_0457,6,23,22,17,13,23
GENE_+_M5005_Spy0458_M5005_Spy_0458,7,25,15,13,24,14
GENE_+_M5005_Spy0459_M5005_Spy_0459,1,0,0,0,0,0
GENE_+_M5005_Spy0460_M5005_Spy_0460,0,0,0,0,0,0
GENE_+_M5005_Spy0461_M5005_Spy_0461,26,33,19,38,53,48
GENE_+_M5005_Spy0462_M5005_Spy_0462,126,173,126,193,233,202
GENE_+_M5005_Spy0463_M5005_Spy_0463,411,642,417,549,768,729
GENE_+_M5005_Spy0464_mccF,201,309,209,286,352,288
GENE_+_M5005_Spy0465_M5005_Spy_0465,27,53,33,29,53,38
GENE_+_M5005_Spy0466_M5005_Spy_0466,283,451,304,344,509,429
GENE_+_M5005_Spy0469_M5005_Spy_0469,11,10,11,10,8,16
GENE_+_M5005_Spy0470_M5005_Spy_0470,100,195,149,169,161,180
GENE_+_M5005_Spy0471_M5005_Spy_0471,99,228,153,164,191,193
GENE_+_M5005_Spy0472_ftsY,417,680,485,563,634,680
GENE_+_M5005_Spy0474_licT,11,27,21,34,22,37
GENE_+_M5005_Spy0475_M5005_Spy_0475,28,68,40,70,56,79
GENE_+_M5005_Spy0476_bglA,28,63,37,50,57,80
GENE_+_M5005_Spy0479_M5005_Spy_0479,0,0,0,0,0,0
GENE_+_M5005_Spy0480_M5005_Spy_0480,183,242,134,204,239,253
GENE_+_M5005_Spy0482_M5005_Spy_0482,78,112,92,94,111,98
GENE_+_M5005_Spy0483_M5005_Spy_0483,316,775,652,274,720,903
GENE_+_M5005_Spy0484_ptsK,350,657,429,514,675,629
GENE_+_M5005_Spy0485_lgt,256,457,295,392,400,424
GENE_+_M5005_Spy0486_M5005_Spy_0486,127,242,168,175,230,201
GENE_+_M5005_Spy0487_M5005_Spy_0487,222,401,239,306,382,370
GENE_+_M5005_Spy0489_M5005_Spy_0489,10,17,9,10,12,12
GENE_+_M5005_Spy0490_M5005_Spy_0490,36,50,35,77,63,61
GENE_+_M5005_Spy0491_M5005_Spy_0491,140,170,102,212,208,199
GENE_+_M5005_Spy0493_M5005_Spy_0493,34,53,50,66,78,47
GENE_+_M5005_Spy0496_M5005_Spy_0496,44,56,27,33,68,38
GENE_+_M5005_Spy0501_M5005_Spy_0501,139,279,182,96,184,157
GENE_+_M5005_Spy0502_M5005_Spy_0502,122,203,164,89,168,133
GENE_+_M5005_Spy0505_ppc,181,1024,780,371,1004,978
GENE_+_M5005_Spy0506_ftsW,217,319,198,229,289,256
GENE_+_M5005_Spy0508_tuf,11475,14338,9842,12932,13747,13403
GENE_+_M5005_Spy0509_tpiA,1141,1513,971,1444,1701,1471
GENE_+_M5005_Spy0515_M5005_Spy_0515,48,81,45,56,82,89
GENE_+_M5005_Spy0516_pacL,1454,2313,1523,1634,2006,1950
GENE_+_M5005_Spy0523_M5005_Spy_0523,1,1,1,2,1,2
GENE_+_M5005_Spy0524_idnO,8,11,7,11,21,17
GENE_+_M5005_Spy0525_M5005_Spy_0525,4,8,8,14,14,17
GENE_+_M5005_Spy0526_M5005_Spy_0526,11,33,15,18,31,33
GENE_+_M5005_Spy0527_kgdA,6,18,14,15,21,28
GENE_+_M5005_Spy0528_M5005_Spy_0528,26,74,38,60,53,65
GENE_+_M5005_Spy0529_M5005_Spy_0529,182,338,229,279,290,276
GENE_+_M5005_Spy0530_prfB,289,463,297,393,372,420
GENE_+_M5005_Spy0531_ftsE,202,316,213,332,324,289
GENE_+_M5005_Spy0532_ftsX,413,600,371,622,560,457
GENE_+_M5005_Spy0534_M5005_Spy_0534,272,481,256,517,424,402
GENE_+_M5005_Spy0535_M5005_Spy_0535,5,18,2,12,11,8
GENE_+_M5005_Spy0536_dinG,119,197,92,166,171,161
GENE_+_M5005_Spy0537_aspC,285,308,193,260,292,278
GENE_+_M5005_Spy0538_asnC,544,671,383,595,663,580
GENE_+_M5005_Spy0539_M5005_Spy_0539,282,449,308,337,401,386
GENE_+_M5005_Spy0540_M5005_Spy_0540,276,447,273,304,382,388
GENE_+_M5005_Spy0541_M5005_Spy_0541,250,354,243,296,331,377
GENE_+_M5005_Spy0542_pepD,125,182,109,164,193,168
GENE_+_M5005_Spy0543_M5005_Spy_0543,330,549,522,327,548,645
GENE_+_M5005_Spy0544_M5005_Spy_0544,65,113,84,90,94,100
GENE_+_M5005_Spy0545_agaS,155,283,163,295,300,266
GENE_+_M5005_Spy0548_M5005_Spy_0548,107,139,100,140,163,148
GENE_+_M5005_Spy0549_M5005_Spy_0549,8,7,5,6,8,20
GENE_+_M5005_Spy0550_M5005_Spy_0550,97,102,65,93,123,103
GENE_+_M5005_Spy0551_rplS,475,512,404,453,625,655
GENE_+_M5005_Spy0552_M5005_Spy_0552,75,110,46,91,111,93
GENE_+_M5005_Spy0553_gyrB,785,967,627,1043,1227,1102
GENE_+_M5005_Spy0554_M5005_Spy_0554,1024,1546,1007,1467,1752,1459
GENE_+_M5005_Spy0556_eno,5787,6912,4635,7667,6586,6026
GENE_+_M5005_Spy0561_epf,32,29,36,25,57,56
GENE_+_M5005_Spy0562_sagA,45,58,28,75,68,51
GENE_+_M5005_Spy0563_sagB,135,263,103,579,285,212
GENE_+_M5005_Spy0564_sagC,91,203,86,401,222,155
GENE_+_M5005_Spy0565_sagD,133,207,101,448,291,213
GENE_+_M5005_Spy0566_sagE,51,64,28,111,82,63
GENE_+_M5005_Spy0567_sagF,50,72,37,89,107,51
GENE_+_M5005_Spy0568_sagG,98,129,43,160,140,104
GENE_+_M5005_Spy0569_sagH,89,130,75,153,135,112
GENE_+_M5005_Spy0570_sagI,97,146,83,158,140,133
GENE_+_M5005_Spy0571_M5005_Spy_0571,499,551,336,629,696,577
GENE_+_M5005_Spy0572_M5005_Spy_0572,182,244,132,210,204,152
GENE_+_M5005_Spy0573_ligA,250,297,208,333,308,267
GENE_+_M5005_Spy0574_M5005_Spy_0574,102,139,86,182,140,140
GENE_+_M5005_Spy0575_atpE,61,50,32,82,67,58
GENE_+_M5005_Spy0576_atpB,395,373,263,632,432,420
GENE_+_M5005_Spy0577_atpF,297,310,218,548,415,428
GENE_+_M5005_Spy0578_atpH,467,507,353,813,580,627
GENE_+_M5005_Spy0579_atpA,1329,1336,963,2450,1696,1594
GENE_+_M5005_Spy0580_atpG,659,648,462,1460,800,873
GENE_+_M5005_Spy0581_atpD,1233,1238,911,2695,1710,1544
GENE_+_M5005_Spy0582_atpC,284,273,227,683,421,413
GENE_+_M5005_Spy0583_M5005_Spy_0583,33,48,34,32,35,37
GENE_+_M5005_Spy0584_murA,451,682,462,567,717,677
GENE_+_M5005_Spy0585_epuA,32,48,30,24,42,31
GENE_+_M5005_Spy0586_endA,29,32,28,16,38,39
GENE_+_M5005_Spy0587_pheS,100,107,69,100,121,106
GENE_+_M5005_Spy0588_pheT,386,464,291,468,493,434
GENE_+_M5005_Spy0589_M5005_Spy_0589,6,15,4,9,9,10
GENE_+_M5005_Spy0590_M5005_Spy_0590,17,18,17,18,15,13
GENE_+_M5005_Spy0591_M5005_Spy_0591,388,860,573,295,626,509
GENE_+_M5005_Spy0592_M5005_Spy_0592,237,482,316,150,322,320
GENE_+_M5005_Spy0594_rexB,497,701,503,597,637,661
GENE_+_M5005_Spy0595_rexA,621,832,427,961,834,771
GENE_+_M5005_Spy0596_M5005_Spy_0596,97,115,79,143,141,123
GENE_+_M5005_Spy0597_rpsU,138,158,88,162,173,220
GENE_+_M5005_Spy0599_dnaG,322,571,332,457,572,479
GENE_+_M5005_Spy0600_rpoD,286,449,283,404,474,392
GENE_+_M5005_Spy0601_M5005_Spy_0601,50,59,33,53,54,49
GENE_+_M5005_Spy0602_rmlD,120,181,115,133,164,178
GENE_+_M5005_Spy0603_rgpAc,129,181,88,136,144,129
GENE_+_M5005_Spy0604_rgpBc,105,159,109,141,161,135
GENE_+_M5005_Spy0605_rgpCc,159,186,109,154,191,166
GENE_+_M5005_Spy0606_rgpDc,315,458,250,375,365,285
GENE_+_M5005_Spy0607_rgpEc,308,438,231,343,378,296
GENE_+_M5005_Spy0608_rgpFc,525,659,339,565,596,507
GENE_+_M5005_Spy0609_M5005_Spy_0609,857,1031,549,949,988,877
GENE_+_M5005_Spy0610_M5005_Spy_0610,197,232,128,275,254,186
GENE_+_M5005_Spy0611_M5005_Spy_0611,45,71,34,97,84,60
GENE_+_M5005_Spy0612_amrA,401,452,255,526,578,507
GENE_+_M5005_Spy0613_M5005_Spy_0613,364,451,262,553,578,433
GENE_+_M5005_Spy0614_pepT,762,1290,732,1029,1112,1094
GENE_+_M5005_Spy0615_ebsA,266,463,278,368,439,406
GENE_+_M5005_Spy0617_M5005_Spy_0617,248,425,332,427,518,421
GENE_+_M5005_Spy0618_cmk,273,368,260,373,466,375
GENE_+_M5005_Spy0619_infC,256,266,174,318,235,316
GENE_+_M5005_Spy0620_rpmI,83,83,64,85,79,84
GENE_+_M5005_Spy0621_rplT,384,375,252,329,353,356
GENE_+_M5005_Spy0623_M5005_Spy_0623,244,341,176,250,285,277
GENE_+_M5005_Spy0624_aroD,118,139,89,173,160,154
GENE_+_M5005_Spy0625_aroF,214,394,252,298,386,327
GENE_+_M5005_Spy0626_M5005_Spy_0626,121,118,75,91,139,113
GENE_+_M5005_Spy0627_gor,142,256,156,198,199,209
GENE_+_M5005_Spy0630_nifS1,111,181,98,164,193,170
GENE_+_M5005_Spy0631_thiI,172,229,168,200,222,204
GENE_+_M5005_Spy0632_capA,134,268,188,277,301,290
GENE_+_M5005_Spy0633_rplU,297,368,290,293,410,445
GENE_+_M5005_Spy0634_M5005_Spy_0634,179,258,157,196,216,278
GENE_+_M5005_Spy0635_rpmA,249,336,240,286,342,390
GENE_+_M5005_Spy0636_M5005_Spy_0636,146,257,162,152,230,222
GENE_+_M5005_Spy0637_lsp,45,78,56,52,73,87
GENE_+_M5005_Spy0638_M5005_Spy_0638,179,264,203,186,312,270
GENE_+_M5005_Spy0639_pyrR,20,47,16,21,46,32
GENE_+_M5005_Spy0640_pyrP,57,172,64,73,108,105
GENE_+_M5005_Spy0641_pyrB,47,101,41,72,72,75
GENE_+_M5005_Spy0642_carA,65,152,65,96,94,98
GENE_+_M5005_Spy0643_carB,168,328,202,289,319,318
GENE_+_M5005_Spy0644_M5005_Spy_0644,115,128,69,628,170,120
GENE_+_M5005_Spy0645_M5005_Spy_0645,55,76,42,473,113,90
GENE_+_M5005_Spy0646_M5005_Spy_0646,92,108,48,737,186,141
GENE_+_M5005_Spy0647_M5005_Spy_0647,147,116,91,834,241,168
GENE_+_M5005_Spy0648_rpsP,261,253,196,201,249,280
GENE_+_M5005_Spy0649_M5005_Spy_0649,184,152,131,130,144,181
GENE_+_M5005_Spy0650_M5005_Spy_0650,0,0,0,2,0,1
GENE_+_M5005_Spy0651_M5005_Spy_0651,91,73,68,88,102,99
GENE_+_M5005_Spy0652_M5005_Spy_0652,13,10,7,13,10,14
GENE_+_M5005_Spy0654_M5005_Spy_0654,17,21,9,13,25,20
GENE_+_M5005_Spy0655_rimM,72,66,33,62,68,85
GENE_+_M5005_Spy0656_trmD,66,91,58,82,117,104
GENE_+_M5005_Spy0657_trxB,103,106,88,121,114,115
GENE_+_M5005_Spy0658_M5005_Spy_0658,287,324,235,409,339,399
GENE_+_M5005_Spy0659_apbA,307,333,231,520,420,472
GENE_+_M5005_Spy0660_fruR,85,461,187,283,365,324
GENE_+_M5005_Spy0661_fruB,175,689,354,538,817,736
GENE_+_M5005_Spy0662_fruA,591,2082,1207,1380,2434,1995
GENE_+_M5005_Spy0663_fruA,25,49,37,33,34,27
GENE_+_M5005_Spy0664_fruA,299,410,269,253,372,312
GENE_+_M5005_Spy0669_M5005_Spy_0669,0,1,0,0,0,0
GENE_+_M5005_Spy0670_M5005_Spy_0670,0,1,1,0,0,0
GENE_+_M5005_Spy0671_M5005_Spy_0671,116,145,125,183,220,197
GENE_+_M5005_Spy0672_M5005_Spy_0672,389,483,323,481,563,578
GENE_+_M5005_Spy0673_papS,137,181,131,173,204,179
GENE_+_M5005_Spy0674_M5005_Spy_0674,276,327,194,363,377,357
GENE_+_M5005_Spy0675_M5005_Spy_0675,0,0,0,0,0,0
GENE_+_M5005_Spy0676_M5005_Spy_0676,0,3,3,3,2,6
GENE_+_M5005_Spy0677_fms,41,54,44,38,61,54
GENE_+_M5005_Spy0679_M5005_Spy_0679,177,269,139,206,201,182
GENE_+_M5005_Spy0680_M5005_Spy_0680,131,225,117,184,193,207
GENE_+_M5005_Spy0681_M5005_Spy_0681,198,333,217,357,324,351
GENE_+_M5005_Spy0682_mvaK1,78,101,69,83,82,84
GENE_+_M5005_Spy0683_mvaD,98,157,111,120,139,136
GENE_+_M5005_Spy0684_mvaK2,141,179,98,155,162,133
GENE_+_M5005_Spy0685_M5005_Spy_0685,170,219,126,176,200,162
GENE_+_M5005_Spy0688_thyA,105,153,111,136,123,125
GENE_+_M5005_Spy0689_dyr,122,204,159,164,180,164
GENE_+_M5005_Spy0690_M5005_Spy_0690,13,14,10,11,5,10
GENE_+_M5005_Spy0691_clpX,434,675,437,571,617,570
GENE_+_M5005_Spy0692_engB,363,450,255,421,438,345
GENE_+_M5005_Spy0693_M5005_Spy_0693,218,248,142,196,216,233
GENE_+_M5005_Spy0695_rpiA,377,575,394,478,672,558
GENE_+_M5005_Spy0696_deoB,545,1107,697,796,1125,1007
GENE_+_M5005_Spy0697_arsC,119,284,150,164,244,225
GENE_+_M5005_Spy0698_punA,296,610,379,450,505,530
GENE_+_M5005_Spy0699_deoD,321,517,248,330,452,386
GENE_+_M5005_Spy0700_cpsX,88,164,81,108,153,121
GENE_+_M5005_Spy0702_M5005_Spy_0702,148,213,98,218,198,163
GENE_+_M5005_Spy0703_pyrF,2,9,6,11,9,5
GENE_+_M5005_Spy0704_pyrE,2,13,6,12,8,8
GENE_+_M5005_Spy0705_amiC,58,88,58,86,68,58
GENE_+_M5005_Spy0706_M5005_Spy_0706,130,182,78,199,127,137
GENE_+_M5005_Spy0707_M5005_Spy_0707,77,93,59,114,96,76
GENE_+_M5005_Spy0708_ung,44,101,52,57,70,80
GENE_+_M5005_Spy0709_pyrC,91,234,147,137,211,188
GENE_+_M5005_Spy0711_parE,359,556,394,407,396,454
GENE_+_M5005_Spy0712_parC,517,726,388,757,534,586
GENE_+_M5005_Spy0713_bcaT,140,220,127,153,198,195
GENE_+_M5005_Spy0714_M5005_Spy_0714,21,17,12,12,11,17
GENE_+_M5005_Spy0715_rpsA,3140,2963,1504,2697,2911,2266
GENE_+_M5005_Spy0717_M5005_Spy_0717,495,632,376,380,488,389
GENE_+_M5005_Spy0718_M5005_Spy_0718,4,7,1,5,4,0
GENE_+_M5005_Spy0719_M5005_Spy_0719,11,12,12,8,13,10
GENE_+_M5005_Spy0720_M5005_Spy_0720,36,71,23,70,66,60
GENE_+_M5005_Spy0722_miaA,15,22,9,29,29,24
GENE_+_M5005_Spy0723_hflX,141,184,107,161,190,204
GENE_+_M5005_Spy0724_M5005_Spy_0724,92,101,58,88,114,104
GENE_+_M5005_Spy0725_elaC,172,195,113,156,178,154
GENE_+_M5005_Spy0726_M5005_Spy_0726,133,150,94,122,167,173
GENE_+_M5005_Spy0727_recJ,186,246,149,220,273,286
GENE_+_M5005_Spy0728_apt,146,168,99,174,163,165
GENE_+_M5005_Spy0729_dnaD,168,210,140,181,218,207
GENE_+_M5005_Spy0730_nth,119,127,87,143,161,156
GENE_+_M5005_Spy0731_M5005_Spy_0731,34,34,21,38,47,41
GENE_+_M5005_Spy0732_M5005_Spy_0732,78,129,79,115,113,111
