Synonym,Raw.Counts..brpT.Replicate.1,Raw.Counts..brpT.Replicate.2,Raw.Counts..brpT.Replicate.3,Raw.Counts..brpT.Replicate.4,Raw.Counts..brpT.Replicate.5,Raw.Counts.WT_SK36.Replicate.1,Raw.Counts.WT_SK36.Replicate.2,Raw.Counts.WT_SK36.Replicate.3,Raw.Counts.WT_SK36.Replicate.4,Raw.Counts.WT_SK36.Replicate.5
SSA_1930,19340,20671,30048,22275,23392,22129,22270,23804,19297,25061
SSA_1931,22878,23209,35555,25798,28669,32383,34246,37697,29592,36121
SSA_1932,34157,36554,55059,39217,43542,49983,55923,63491,50234,56088
predicted RNA,379,381,635,419,507,471,590,697,567,605
SSA_1933,10818,10371,17490,12393,14215,14479,17039,19666,15896,17226
SSA_1934,9628,9811,15086,11194,12126,13415,14707,17918,13582,15183
SSA_1935,28029,28139,42620,31447,34334,34257,36056,42049,32773,37490
SSA_1936,17606,17027,25972,19455,19900,15694,15986,18232,14924,17076
SSA_1937,18637,19010,27119,20690,21057,15968,16048,18109,14386,17671
SSA_1938,22348,22398,30529,24146,23980,13317,12321,13859,10758,13637
SSA_1939,173793,110434,167059,138079,133560,28017,39738,32120,30659,35600
SSA_1940,18922,16734,23231,20134,19080,5545,5219,5459,4521,6128
SSA_1941,6694,5488,8227,7269,6816,2024,1990,2322,1643,2371
SSA_1942,7594,6366,9171,8307,8190,2399,2512,2564,2202,2941
SSA_1943,11564,9701,15198,11262,12674,5228,5242,6287,4939,6658
SSA_2454,2138,2021,1887,1375,2239,84,75,57,51,46
SSA_2411,149,291,151,99,267,252,255,372,242,159
SSA_2407,3491,4162,3009,1598,6392,4202,6804,9623,8322,4190
SSA_2453,22,43,26,22,17,58,32,51,23,24
SSA_2403,1054,1321,673,489,883,750,1974,2593,2480,891
SSA_1944,29223,26890,40927,31371,34313,27089,27704,31155,24252,29224
SSA_1945,24222,25650,36792,27721,29213,28051,26209,29530,23415,27614
SSA_1946,19286,18637,28558,22018,22594,19127,17133,18432,15001,19310
SSA_1947,29321,24679,40345,30652,30928,17525,14987,15558,12625,17743
SSA_1948,80064,66997,97825,73347,77060,23621,21046,22881,17846,29482
SSA_1949,39465,36068,52211,37741,46132,29399,31694,37814,28815,42019
SSA_1950,18962,19089,20245,14700,18635,5103,6430,6539,5413,5357
SSA_1951,11995,10768,14505,11049,12252,5701,5370,6070,4825,6587
SSA_1952,36526,35201,55675,39484,45324,53443,57934,71217,55698,58962
SSA_1953,8363,7247,12540,9258,10518,12033,13692,16773,12512,13359
SSA_1954,24820,23914,36861,26767,31252,34145,38229,45735,34242,38611
SSA_1955,26811,24697,38631,28527,32564,28415,30268,35572,27598,35519
SSA_1956,20306,16468,27074,20554,24927,15216,16451,19109,14348,21339
SSA_1957,27826,26429,40052,29943,32929,28607,28669,30934,24345,33594
SSA_1958,13304,9432,18154,13088,14525,10400,10939,12321,9545,13445
SSA_1959,8322,7969,11192,8687,9177,6022,6102,7020,5378,6624
SSA_1960,10657,10128,15455,11170,12984,9617,9782,11339,9022,11494
SSA_1961,5630,5303,6951,4989,5233,2524,2479,2814,2252,2684
SSA_1962,3973,4047,5170,3772,4279,3264,3207,3721,2939,3087
SSA_1964,487136,272527,518487,378156,515968,74538,104191,98324,91980,90401
SSA_1965,15345,13610,21212,15143,17448,10126,10984,12489,10123,12271
SSA_1967,5275,5358,8069,6066,6565,4129,4223,5003,4087,4368
SSA_1968,17062,17088,25158,18624,21059,12772,12166,14901,11207,13158
SSA_1969,4503,4504,6376,4791,4944,2028,1766,1838,1571,2111
SSA_1970,14628,13133,19394,14129,14865,4271,4151,4333,3612,4650
SSA_1971,3677,2570,3663,3059,3269,1446,1422,1584,1263,2133
SSA_1972,2748,2478,3527,2578,2959,990,1061,1121,1025,1141
SSA_1973,4900,3800,5917,4607,5048,1670,1707,1802,1564,2020
SSA_1974,3434,3493,4292,3302,3497,1195,1276,1326,1163,1487
SSA_1975,606,443,760,625,691,356,360,416,337,415
predicted RNA,4166,2128,4193,3177,3426,458,426,400,418,600
SSA_1976,12184,7827,12420,10094,10534,1415,1522,1572,1232,1777
SSA_1978,65010,56496,89326,66637,74062,48682,45654,51219,39803,56436
SSA_1979,15812,10108,18805,14480,16178,5763,5558,6014,4658,7401
SSA_1980,149922,125754,150389,110598,139216,34041,52393,50261,44743,41401
SSA_1981,5472,3314,5970,4175,4212,2850,3612,4570,3751,3725
SSA_1982,3039,1834,3003,2112,2319,1291,2117,2852,2562,1736
SSA_1984,747,702,1055,807,1053,309,446,535,414,430
SSA_1985,1068,766,1240,1046,1171,751,808,900,698,971
SSA_2452,425,377,580,457,471,526,524,611,450,524
SSA_1986,1565,1232,2202,1567,1688,1486,1562,1652,1352,1587
SSA_1987,2538,1985,3421,2591,2779,2513,2439,2775,2179,2862
SSA_1988,2383,1858,2915,2228,2272,1697,1654,1758,1463,2161
SSA_1989,4355,3126,4610,3544,3855,1663,1835,2031,1574,2114
SSA_1990,1489,1271,2274,1602,1935,1515,1593,1906,1528,1601
SSA_1991,2264,1726,3233,2327,2577,1811,1903,2162,1773,2284
SSA_1992,314814,352935,447374,333469,368314,340089,386172,485015,372018,392934
SSA_2451,2201,1414,2964,2217,2332,1551,1483,1350,1147,1375
SSA_1993,12628,9478,17003,12407,15089,9461,12093,12857,10820,11375
SSA_1994,12677,12611,19590,14318,15041,12338,10537,11950,9031,11957
SSA_1995,7708,5924,11135,7939,8527,7506,7591,8825,6996,8756
SSA_1996,67593,58329,82139,61141,81147,35158,44343,53735,42457,42535
SSA_1997,1637,1114,2165,1677,1797,1149,1541,1769,1401,1559
SSA_1998,102687,93304,131927,100236,108789,54196,52198,58088,45500,58097
SSA_1999,8900,7229,12499,8942,9581,12393,11729,13531,10301,13028
SSA_2000,6843,5106,9598,6953,7800,8941,8945,10093,8435,10005
SSA_2001,10210,7767,13468,9664,10923,9800,10223,11711,9363,11584
SSA_2002,10555,7456,12331,9451,9359,6334,6094,6949,5611,7847
SSA_2004,60481,60075,91549,63492,76123,198231,227931,282510,215395,233607
SSA_2005,41549,41521,63721,44092,51953,61221,66373,81164,62258,71281
SSA_2006,17996,12303,28531,19238,20608,23803,25490,30734,24969,33406
SSA_2007,206358,195058,306355,206994,241641,325462,336581,420393,316059,390982
SSA_2008,30163,22167,37194,22374,25577,24656,25025,29487,23958,37070
SSA_2009,68573,54253,77057,51015,54403,58985,60783,66912,53864,75108
SSA_2010,3338,2443,4963,3760,3982,3577,3745,4475,3661,3960
SSA_2011,3374,2853,4867,3656,3796,3107,3264,3652,3102,3622
SSA_2012,2032,1509,2743,2051,2198,1504,1695,1823,1480,1913
SSA_2013,1118,772,1370,1026,1160,585,742,820,578,832
SSA_2014,12203,11762,16341,12442,13708,9261,8458,9354,7117,10112
SSA_2015,9617,8769,12679,9591,10951,5763,5241,5810,4473,6834
SSA_2016,3116,3228,4451,3271,3690,3692,3974,4788,3720,3795
SSA_2017,3263,2546,4491,3159,3805,3324,3834,4457,3538,4007
SSA_2018,4818,4276,5820,4057,4941,2973,3189,3610,2894,3551
SSA_2019,770,643,959,654,725,257,254,320,209,364
SSA_2020,2814,3496,4968,3492,4257,5232,7073,10456,7424,6379
SSA_2021,979,923,1614,1128,1222,571,817,1110,919,763
SSA_2022,2420,1885,3525,2661,3190,940,1123,1399,1127,1116
SSA_2023,6091,5639,8293,5692,6904,3164,4959,6635,4767,3741
SSA_2024,15,22,32,26,32,13,21,17,19,12
SSA_2025,61188,46027,89313,63908,76540,45648,48807,61201,49552,52630
SSA_2388,512,215,693,497,636,240,283,305,268,273
SSA_2387,1001,660,1477,1022,1095,586,614,718,573,595
SSA_2389,953,621,1411,976,1050,561,588,683,554,562
SSA_2026,1253,617,1422,1078,1069,381,353,401,322,439
SSA_2027,88579,59098,119969,86438,96852,65630,76969,83130,72182,85845
SSA_2028,42012,26963,51655,37890,46343,23622,34515,35512,30322,32501
SSA_2029,7,2,4,4,1,0,3,3,6,3
SSA_2030,3,4,8,7,10,5,3,7,9,5
SSA_2031,157304,152785,220139,162921,186154,153638,174964,218922,167855,185056
SSA_2032,504,320,613,491,563,351,380,451,332,451
SSA_2033,54503,53011,65356,51396,53727,17758,16482,17351,14633,20012
SSA_2034,40365,37777,47399,39295,40054,9803,9504,11084,8666,12238
SSA_2035,5616,5178,7649,5668,6671,5090,5409,6380,5175,5935
SSA_2036,2821,2575,3585,2799,3229,2008,2188,2541,1952,2610
SSA_2037,3252,3019,3971,3025,3731,1879,1882,2143,1619,2394
SSA_2038,1088,1243,1532,1180,1323,1126,1248,1532,1278,1233
SSA_2039,1809,1578,2721,1997,2248,1599,1620,2007,1627,1923
SSA_2040,1217,1042,1639,1175,1365,947,983,1260,1011,1200
SSA_2041,17673,17381,26862,18978,21924,22042,24056,29335,22648,26151
SSA_2042,6314,7754,10070,6978,8221,9443,10208,12710,10220,10226
SSA_2044,19022,20290,31641,22066,26012,30091,32953,40610,32080,33327
SSA_2045,7126,6983,11452,8208,9715,10053,11583,13859,10943,11560
SSA_2046,11869,12002,18199,13187,16146,16321,18803,23903,18175,18526
SSA_2047,3315,3767,5383,3716,4463,4648,5108,6141,5105,5142
SSA_2048,7597,8443,11480,8142,9570,10041,10532,12543,10053,10494
SSA_2049,33136,31287,45150,32283,35488,27583,25865,29716,22749,30638
SSA_2050,4687,3999,5629,4370,4546,3395,3352,3915,3305,4022
SSA_2051,14399,15307,19230,14729,15507,11928,10619,12346,9715,12401
SSA_2052,2481,1750,2678,2003,2912,1774,2262,2334,1939,2280
SSA_2053,766,531,935,764,1197,496,815,879,652,745
SSA_2054,5,2,4,2,4,5,3,2,1,5
SSA_2055,1225,923,1216,1033,1201,197,201,160,144,214
SSA_2056,5816,6176,8407,6462,7169,5311,5607,7214,5773,5726
SSA_2058,35923,33593,44411,33722,37680,23140,26955,31511,24372,26216
SSA_2059,2616,2635,3741,2819,3031,2960,2886,3549,2746,3269
SSA_2060,5041,4815,7021,5363,5625,4639,5109,5799,4801,5614
SSA_2061,9832,9114,12331,9684,10415,4971,4850,5558,4566,5871
SSA_2062,4483,4146,7211,5349,6338,7564,8809,11841,8530,8433
SSA_2063,15312,15890,24964,17910,20612,23367,26658,33493,26121,27183
SSA_2064,2163,1599,3348,2463,2794,3051,3491,4418,3264,3741
SSA_2065,7391,5870,12364,8739,9695,11144,12110,14201,11840,13893
SSA_2066,38792,41766,59185,41631,48481,53309,55723,66184,52718,58635
SSA_2067,61112,42541,74075,53690,74255,24597,31348,33621,28676,28803
SSA_2068,6137,4859,7650,5569,6280,2562,2849,2883,2395,2720
SSA_2069,40617,45119,60517,45361,51567,47322,49739,58345,45739,47499
SSA_2070,12943,12528,18600,13973,15747,10586,10526,12223,9598,10916
SSA_2071,4228,3948,5584,4077,4812,2928,3034,3354,2749,3138
SSA_2072,15008,13931,20225,15711,17247,12284,12003,13343,10621,12857
SSA_2073,9698,8036,12055,9253,9650,3848,3594,3914,3008,4753
SSA_2074,13909,10918,14993,11151,11728,2918,2352,2344,1888,3466
SSA_2075,39455,39281,55194,39969,43074,32878,34125,40644,31845,39805
SSA_2076,7458,10451,18379,11864,14269,41162,59461,80853,60556,48248
SSA_2077,6009,4029,8840,6375,7465,6266,6446,6881,6012,7796
SSA_2078,9276,8917,12939,9341,11076,10601,10123,10896,8782,13075
SSA_2079,4012,3609,4832,3725,4271,3282,4025,5021,3791,3717
SSA_2080,128,116,169,141,168,126,169,216,184,173
SSA_2082,157,148,199,182,185,181,199,248,227,211
SSA_2081,1,1,0,1,0,0,0,0,0,0
SSA_2083,162,138,252,184,207,134,186,234,203,231
SSA_2084,167,187,253,186,255,202,232,306,250,248
SSA_2085,153,165,234,171,216,195,234,325,275,275
SSA_2086,123,145,208,153,185,164,252,334,286,255
SSA_2087,18697,15536,24475,18116,19472,8743,7750,8493,6470,9929
SSA_2088,6344,3153,5168,3320,3394,2165,5874,11368,8838,7268
SSA_2089,6943,4208,7475,4819,4947,4584,10974,19770,15328,10842
SSA_2090,6562,5145,9384,6079,6392,7835,17356,29390,22200,13659
SSA_2091,3869,3447,7638,5232,5400,7790,15799,25347,18303,11399
predicted RNA,392,222,615,398,353,607,1097,1510,1136,695
SSA_2092,7295,6013,13330,9029,9639,14170,27330,41717,31746,18588
SSA_2093,12109,18282,32807,23358,25358,68056,99547,134524,97049,74195
SSA_2094,30066,14429,28064,23365,26848,11174,13667,11272,10439,15307
SSA_2096,197721,125491,199048,146934,171540,35352,40016,49636,47138,69026
SSA_2097,1578,1554,2420,1755,2253,2757,3019,3346,2778,3257
SSA_2098,1072,922,1505,1150,1451,1795,2006,2271,1884,2195
SSA_2099,1143,1089,1576,1141,1505,2038,2160,2576,2022,2332
SSA_2101,1410,1291,1876,1248,1597,1946,2087,2342,1962,2385
SSA_2102,1226,950,1427,904,1110,1111,1126,1341,1071,1451
SSA_2103,193,132,192,147,147,100,106,96,80,152
SSA_2105,1128,776,1187,638,818,817,813,789,697,1072
SSA_2106,139,154,212,136,167,279,374,459,349,313
SSA_2107,116180,114829,169376,119609,128786,103187,95769,106641,83656,116344
SSA_2108,641377,616855,987792,743800,800813,782898,849604,1086122,835962,939002
SSA_2109,156898,153966,219921,166620,173331,102312,95103,115354,87747,110787
SSA_2110,59252,54297,77807,58430,60430,23482,20272,22947,18952,25825
SSA_2111,51367,51428,62638,48555,49448,14824,13121,15115,11656,16476
SSA_2112,2770,3346,2568,2390,2412,697,776,1182,685,733
SSA_2113,4017,3117,5008,3721,4041,1369,1221,1329,1121,2053
SSA_2114,7052,4513,8061,6316,6734,1525,1522,1536,1321,2617
SSA_2116,16112,15918,23886,17459,19180,20146,19508,22282,17951,21203
SSA_2117,16910,17080,25107,18217,21131,22244,22082,26273,20916,24241
SSA_2118,10665,9962,15700,11329,12629,12751,12564,14771,11743,14698
SSA_2119,7473,6970,10583,7637,8683,7401,7299,8510,6561,8908
SSA_2120,5417,4474,7034,5375,5705,3314,3143,3669,2831,4338
SSA_2121,108537,103456,152142,106631,119780,138117,144475,164576,129595,159177
SSA_2446,5419,2493,5472,4984,4817,1455,1296,1434,1008,914
SSA_2122,759,566,1034,762,835,607,593,585,496,715
SSA_2123,12419,11740,17901,13233,15374,13684,14779,17190,13770,14607
SSA_2124,7404,5650,10788,7838,8633,6862,6441,7775,5937,7996
SSA_2125,4881,4427,6443,4647,5355,4211,3973,4806,3437,4808
SSA_2126,5016,4510,6516,4948,5273,3358,3380,3957,2950,4224
SSA_2127,4,1,1,4,2,0,1,1,0,0
SSA_2128,214,151,239,195,196,92,107,102,76,84
SSA_2129,7265,5278,8576,6332,7012,3015,3034,3331,2674,3838
SSA_2130,1066,918,1349,1112,1107,538,580,695,519,617
SSA_2131,574,439,678,575,562,393,385,480,370,405
SSA_2132,3996,4026,5499,4515,4576,4138,4277,5218,4263,4134
SSA_2133,548,378,718,571,659,254,361,387,312,309
SSA_2134,332,190,448,331,379,144,168,191,158,194
SSA_2135,4060,2756,5405,3997,5158,1424,1582,1735,1592,1663
SSA_2136,34947,41514,38637,30127,33682,19042,25277,34063,20814,20078
SSA_2137,2563,2381,3429,2624,2929,1933,2008,2439,1908,2060
SSA_2138,21772,20522,29055,20799,22799,13319,12184,14186,11329,14331
SSA_2139,10058,8405,11786,8945,8748,2578,2149,2312,1863,3570
SSA_2140,8587,4394,8662,6880,7227,692,716,557,558,882
SSA_2141,1586,1740,2120,1620,1764,1514,1492,1706,1382,1498
SSA_2142,1234,1282,1586,1179,1338,1030,1068,1247,988,1103
SSA_2143,5483,4174,6241,4514,4921,2130,2314,2416,1950,2805
SSA_2144,38752,41471,54294,39820,45899,37978,38979,44675,35072,39942
SSA_2145,10227,9795,14335,10606,11357,9428,9204,10202,8080,9724
SSA_2146,32797,29695,43643,33566,35714,22240,20239,22253,17476,23543
predicted RNA,296118,121050,359606,253661,311229,193736,418012,376490,382539,227591
SSA_2147,4089,2716,4896,3487,4265,5876,9976,11041,7625,6678
SSA_2148,2546,1893,4027,2787,2895,6293,8182,10177,6761,7538
SSA_2386,594,375,901,640,606,1189,1647,2122,1393,1640
SSA_2149,2237,1552,3577,2619,2675,4952,6149,7494,5352,6481
SSA_2150,829,570,1314,1022,1020,1604,2744,3206,2120,2237
SSA_2151,7890,4402,11396,8164,9136,12095,15105,16781,14348,15507
SSA_2152,3764,3435,4639,3623,3950,2623,2447,2837,2159,2688
SSA_2153,3561,3372,4358,3430,3566,2231,2256,2659,1938,2459
SSA_2154,4259,4195,5903,4507,5386,3539,4162,5252,4011,4357
SSA_2155,34457,32675,52568,38077,42802,39850,47823,59888,46235,54175
SSA_2156,9284,7188,12702,9373,9469,10333,9938,11391,9079,12904
SSA_2157,6584,7149,9784,7319,8272,7562,7758,9153,7238,8393
SSA_2158,3674,2716,5019,3852,4135,3111,2949,3408,2793,3715
SSA_2159,2586,2281,3625,2593,2820,2163,2183,2401,1980,2569
SSA_2160,1866,1513,2466,1868,2044,968,1010,1136,892,1267
SSA_2161,3466,2503,3924,3000,3720,740,703,742,590,962
SSA_2162,1,6,1,0,2,4,9,9,9,7
SSA_2164,37628,27521,42003,27510,28036,19290,19557,22482,18027,29122
SSA_2165,15947,17389,21121,15668,18165,11054,12150,14684,10846,12061
SSA_2166,13896,15182,20724,15121,18122,15916,16823,18959,16278,18223
SSA_2167,9936,9053,13948,10318,11742,9239,10091,11668,9727,10739
SSA_2168,14314,12817,18701,14086,15360,8264,7820,9366,7120,11154
SSA_2169,20446,19180,29835,22504,25683,20106,19529,24212,18284,22589
SSA_2170,9662,8403,15011,10646,11921,13200,14451,16714,13414,15187
SSA_2171,9592,9081,13826,9823,11704,10466,11511,13961,10620,11573
SSA_2173,21617,21979,31608,22226,25870,23726,26057,30393,23743,26766
SSA_2174,14621,13210,19455,14069,16293,11290,12199,14550,10965,12279
SSA_2175,4380,3572,7498,4612,6894,4032,5337,6229,5012,5533
SSA_2176,4397,3531,6925,4207,6651,3497,4881,5837,4591,4878
SSA_2177,3947,3379,6298,3966,6415,2708,3845,4383,3449,4059
SSA_2178,12068,7275,15121,10896,14396,4445,5694,6094,5119,6013
SSA_2179,12417,12297,18390,12486,15465,12695,13700,16078,12727,14320
SSA_2181,7498,5811,10359,7068,8475,4813,5500,5880,4803,6257
SSA_2182,7336,5190,8909,6478,7628,2515,2607,2994,2246,3082
SSA_2183,96173,93157,140983,105536,106265,73814,62722,70614,56659,85986
SSA_2500,104,98,166,115,104,56,104,99,53,97
SSA_2184,1652,1424,2448,1733,2136,940,1067,1323,990,1077
SSA_2185,24593,22638,32603,22491,24075,18832,16883,18911,14751,22525
SSA_2186,15474,15567,21064,15931,17748,17511,16732,19430,15188,19129
SSA_2187,8046,6719,9624,7208,8159,3803,3955,4500,3471,4550
SSA_2188,17839,16325,24218,17218,19481,13372,12039,14588,11394,15159
SSA_2189,3121,3146,4420,3178,3504,2590,2946,3521,2772,3177
SSA_2190,4901,4449,5666,4512,5058,2448,2245,2638,2057,3139
SSA_2191,6213,5441,7747,5891,6558,5262,4719,5493,4348,5792
SSA_2192,5379,5561,8068,5688,7285,8731,12083,15603,12667,10439
SSA_2193,4512,4686,6081,4461,4810,3656,3559,3998,3160,4015
SSA_2194,5161,4971,6378,4823,5284,3933,4389,5225,3930,4694
SSA_2195,1663,1472,2133,1396,1655,1848,2067,2444,1997,2027
SSA_2196,21577,18667,29522,21667,25657,19147,22394,28049,21098,22809
SSA_2197,12370,11937,19334,14442,15850,14413,16040,20111,15997,18105
SSA_2198,12716,10909,19482,14351,16625,15273,16108,19448,14930,16600
SSA_2199,30528,31598,44876,32851,39321,29466,31730,37800,28666,35028
SSA_2200,3001,1986,3549,2565,3421,1097,1270,1218,1074,1913
SSA_2201,9100,8336,13236,10059,10906,8052,11378,17138,12858,11298
SSA_2202,66982,62921,87975,65715,69205,34381,31124,32909,27118,37559
SSA_2203,73125,66252,90857,67021,66146,19071,16684,17344,14093,24888
SSA_2447,129,174,146,107,121,283,175,246,163,117
SSA_2204,8768,7455,10606,8037,9002,3789,4426,5143,4162,4220
SSA_2205,21107,18972,26542,20368,21938,13314,12940,15292,11740,13929
SSA_2207,108,77,104,92,80,47,49,50,46,79
SSA_2206,43593,40764,61228,47715,62618,1971,2538,3162,2834,2804
SSA_2208,27925,14443,32339,25081,28242,12802,15176,14213,12836,15081
SSA_2209,26775,27114,35967,26676,29561,23783,21255,23324,18681,26375
SSA_2210,894,886,965,763,850,676,694,893,712,804
SSA_2211,799,661,1008,759,833,1238,1377,1617,1312,1342
SSA_2212,4314,3519,5945,4446,4421,13521,15264,16275,13379,15112
SSA_2213,3434,3235,4944,3472,3874,11789,12920,14317,11047,13399
SSA_2214,1804,1627,2683,2010,2091,7093,7712,8958,6908,8184
SSA_2215,3377,2394,5044,3613,3814,13572,15123,16755,13374,17508
SSA_2216,2631,2187,4050,2697,3216,10888,12610,14334,10751,13789
SSA_2217,2458,2198,3762,2590,3061,11363,13927,14937,12004,14268
SSA_2218,2151,1948,3368,2231,2920,9460,11722,13297,10202,12045
SSA_2219,2275,2160,3661,2486,2968,10962,12938,14053,11213,13486
SSA_2220,1311,1135,2055,1363,1700,5472,6518,6878,5572,6789
SSA_2221,5164,4530,7291,5200,6079,17201,18744,19942,15937,19337
SSA_2222,2095,2135,2732,2052,2231,5600,5642,5748,4512,5695
SSA_2223,1638,1495,2182,1556,1652,3916,3321,3460,2775,4066
SSA_2224,2101,1751,2650,1934,2007,3873,3622,3684,2991,4827
SSA_2225,4417,3556,5061,3644,3894,5306,5000,5182,4123,6960
SSA_2226,6823,6579,10237,7399,7651,6050,5846,5938,4762,5402
SSA_2227,6352,5510,9443,6689,6868,5753,5942,6248,5024,5459
SSA_2228,4851,4136,6984,5000,5129,4189,4372,4847,3713,3877
SSA_2229,8875,6936,11887,8433,8935,7245,7551,9168,7216,6950
SSA_2230,65468,56732,86486,65292,62066,45693,46039,52158,41644,48163
SSA_2231,33067,28100,39902,31793,31901,20096,19220,21753,16879,21505
SSA_2233,40,23,36,34,45,22,24,33,26,31
SSA_2234,9672,8221,12531,8998,9917,5213,5331,5889,4613,5806
SSA_2235,8175,8079,11838,8455,9825,8730,9292,11158,9049,9728
SSA_2237,8886,8517,12279,9343,10366,8796,9864,11599,8951,10268
SSA_2239,25453,18852,27644,20038,25261,12603,14629,16432,13335,18051
SSA_2240,22736,16687,25855,19262,23402,10806,11337,12409,10525,14659
SSA_2241,20376,11141,20354,16144,18870,4952,5797,6423,5547,8143
SSA_2242,7291,5285,7793,5886,6636,1576,1749,1822,1341,2082
SSA_2243,8559,7821,12701,8227,11142,6265,7581,8300,6998,8368
predicted RNA,1293,905,1569,1228,1416,746,708,830,586,704
SSA_2244,98312,82022,126993,93435,109581,54370,55530,60479,47210,57006
SSA_2245,31526,26887,44551,33039,34845,29107,27681,32270,24414,31720
SSA_2246,8638,7687,11148,8263,10138,7795,8671,9625,7386,8562
SSA_2247,526,375,647,515,502,348,459,615,462,402
SSA_2248,3148,1727,4071,2830,3477,2119,3093,3255,2592,2674
SSA_2249,2043,1109,2835,1962,2371,1526,2105,2270,1783,1887
SSA_2250,3026,1601,4155,2948,3555,2691,3624,4108,3488,3839
predicted RNA,3315,1794,3779,2770,3415,2099,3824,4360,3901,3768
predicted RNA,776,379,1086,726,962,805,1529,1854,1870,1465
predicted RNA,622,493,716,473,701,831,2610,3630,2672,1360
SSA_2251,17634,9971,22730,16570,20354,9956,11954,13032,10609,11260
SSA_2252,1756,1546,2540,2025,2111,1883,1765,2053,1647,2183
SSA_2253,3134,2427,4227,3063,3391,2552,2544,2884,2199,3156
SSA_2254,2812,2534,3391,2531,2782,1731,1620,1920,1440,1891
SSA_2255,1245,914,1635,1149,1290,799,881,1070,777,953
SSA_2256,1685,1531,2132,1716,1870,1550,1654,2044,1625,1819
SSA_2257,20590,19389,28126,21018,23657,19150,18749,22089,18036,21913
SSA_2258,6642,5302,9521,6816,7650,8458,9774,11860,9656,11825
SSA_2259,2226,1279,2953,1987,2361,2054,2051,2385,1902,2590
SSA_2260,21461,21473,30249,22007,25248,22840,23112,26265,20623,24910
SSA_2261,3701,2476,4107,2998,3567,1152,1055,1207,836,1445
SSA_2262,41989,40634,51155,38547,40183,20693,17086,18729,14728,24914
SSA_2263,7979,6179,9550,7348,7674,3319,3243,3364,2706,3800
SSA_2264,10920,7203,12255,9221,9184,3158,2969,3005,2441,3952
SSA_2265,7708,7788,11241,8612,9626,7502,7737,9143,7015,8250
SSA_2266,3533,3289,4916,3713,4132,2705,2876,3308,2679,3195
SSA_2267,2668,2479,3433,2408,2997,2717,2522,3096,2491,4288
SSA_2268,5017,5638,7594,5470,6566,5668,5897,7275,5727,7078
SSA_2269,13454,12984,19544,14311,15490,14820,14066,15892,12783,15808
SSA_2270,22485,20838,29467,22440,24476,17121,16958,19439,15034,20731
SSA_2271,4717,2934,4833,3878,4842,1855,2548,2712,2193,2226
SSA_2272,7262,3837,9357,6865,8480,4547,5848,6207,5155,5802
SSA_2273,4512,2762,7153,4956,6078,4486,5036,5960,4826,5788
SSA_2274,9083,7985,14684,9711,12808,8830,10668,12597,9756,11742
SSA_2275,1624,1369,2563,1852,2312,1620,1835,2274,1783,2184
SSA_2276,1496,1211,2344,1614,2055,1443,1608,1858,1546,1856
SSA_2277,13425,14985,21103,14977,18376,46324,52800,62874,49550,51670
SSA_2278,2842,2799,4322,3079,3538,6619,7235,8406,6542,7188
SSA_2279,604,487,849,614,690,1134,1112,1202,1007,1242
SSA_2281,2835,2325,3687,2643,2908,5663,5218,5110,4223,5151
SSA_2282,24833,19389,31920,23794,25330,40212,36903,39891,32435,43845
SSA_2283,599403,463559,590143,449368,583458,490746,610822,560541,538302,544295
SSA_2284,28635,27719,40182,29932,33905,24209,24404,30108,22639,26542
SSA_2285,2761,2271,3333,2443,2510,796,732,904,747,891
SSA_2286,97678,105743,136129,103205,110389,71288,71873,79246,66516,77349
SSA_2287,22694,19985,25372,21279,23685,7847,9669,12448,8519,9846
SSA_2288,1260,626,1434,1099,1108,333,339,387,288,411
SSA_2289,1248,805,1685,1172,1292,670,653,742,626,672
SSA_2290,13472,7824,17989,13338,15744,6780,7812,8590,7129,7741
SSA_2291,22,7,18,12,14,13,16,11,13,8
SSA_2292,117,93,176,137,131,108,128,165,145,161
SSA_2293,111,83,154,96,115,98,111,110,127,102
SSA_2294,16,18,19,12,14,24,20,18,16,21
SSA_2295,36138,26598,52146,37944,47488,22256,24077,30205,24680,25827
SSA_2296,1154,1008,1690,1222,1390,1564,1873,2388,1775,1727
SSA_2297,3600,2725,5057,3530,4061,4128,5684,7029,5378,4836
SSA_2298,4855,4179,6930,5103,5209,8138,8341,8965,7152,8453
SSA_2299,3931,3195,5654,4163,4202,8321,9598,10797,8008,9047
SSA_2300,3153,2047,4413,3142,3349,5808,5830,6487,4848,5722
SSA_2301,6056,5398,8572,6179,6432,11193,12147,13339,9865,11230
SSA_2302,6774,5652,8985,6451,6652,11061,10939,11878,8977,11583
SSA_2303,13049,11334,17489,12289,12969,18114,18798,20443,15426,20443
SSA_2304,15944,13813,20949,14729,15850,20060,20526,22913,17008,23974
SSA_2305,20971,19234,26496,18238,21010,22832,26598,28862,22424,29223
SSA_2307,6124,6576,9110,6126,6620,1722,2262,2597,1924,1870
SSA_2308,1862,1757,2747,1847,2043,448,575,734,504,547
SSA_2309,4173,3957,6007,4186,4592,981,1264,1543,1085,1138
SSA_2310,5238,4357,6755,4755,5166,864,1008,1143,857,873
SSA_2311,5162,3657,6579,4510,4899,623,816,864,680,734
SSA_2312,1147,885,1288,909,1137,107,146,158,127,131
SSA_2313,4434,4408,6024,4030,4270,875,1026,1135,798,752
SSA_2314,4883,4498,6769,4706,4774,1138,1573,1752,1268,1196
