Synonym,Raw.Counts.Untreated_SK36.strain.Replicate.1,Raw.Counts.Untreated_SK36.strain.Replicate.2,Raw.Counts.Untreated_SK36.strain.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.3
SSA_1857,2568,1796,1703,2639,2680,3167,2173,2382,3253,1323,1140,1252
SSA_1858,195,143,108,127,172,173,111,130,178,81,75,71
SSA_1859,2607,1807,1842,1563,1540,1716,1113,1320,1842,736,706,727
SSA_1860,13527,10717,11201,11093,9800,11952,8153,8925,12607,5358,4955,4969
SSA_1861,1587,1258,1332,2317,2358,2757,2921,3622,4881,2832,2783,2771
SSA_1862,1097,1007,1187,1398,1169,1469,1265,1383,1804,805,707,870
SSA_1863,1410,1322,1408,1686,1416,1918,1649,1758,2310,1043,904,1047
SSA_1864,2023,1947,2132,2412,2106,2757,2273,2491,3257,1505,1281,1433
SSA_1865,6090,4370,4297,3841,3849,4200,2763,3035,3942,1726,1492,1591
SSA_1866,761,565,648,489,454,523,340,334,444,207,181,198
SSA_1867,6844,5341,5445,4375,3861,4616,2560,2942,3707,1316,1187,1253
SSA_1868,6001,4276,4072,3498,3514,3564,1965,2265,2989,1108,1040,1020
SSA_1869,2321,1893,2083,2065,1862,2281,1752,2077,2679,1194,1005,1147
SSA_1870,4839,3746,3667,4102,4026,4950,3796,4188,5951,2838,2644,2621
SSA_1871,7401,6207,6289,7166,6158,8334,6368,7398,10080,4626,4014,4422
SSA_1872,645,536,584,664,548,786,557,652,922,378,345,406
SSA_1873,2189,1616,1622,1820,1690,2163,1491,1749,2507,986,861,981
SSA_1874,60,60,51,84,79,78,43,44,52,31,31,15
SSA_1875,219,180,168,289,304,324,158,135,224,93,82,82
SSA_1876,288,181,188,350,333,378,156,176,268,111,123,79
SSA_1877,105,105,85,136,135,150,70,73,101,50,45,36
SSA_1878,1571,1419,1503,1497,1375,1906,1369,1571,1947,853,760,854
SSA_1879,8786,7771,8382,8140,7390,10147,7299,8433,11132,4816,3960,4651
SSA_1880,2775,2489,2658,2488,2190,3017,2264,2632,3456,1475,1206,1338
SSA_1881,1580,1137,1132,1337,1254,1497,1115,1274,1671,676,558,688
SSA_1882,4699,4705,5293,8418,6438,9483,7085,7843,10276,4656,3510,4501
SSA_1883,1328,881,802,2107,3489,2734,2746,2350,3874,1899,1905,1762
SSA_1884,1351,999,990,2405,3132,2897,2551,2531,4256,1895,1890,1697
predicted RNA,78,49,44,109,253,207,160,125,222,89,94,98
predicted RNA,666,459,506,1341,1758,1497,1481,1319,2153,1094,1047,931
predicted RNA,63,44,57,145,194,153,166,135,258,92,92,97
predicted RNA,243,171,175,561,617,576,479,490,840,357,366,298
predicted RNA,92,75,63,176,271,198,228,146,266,137,101,104
predicted RNA,207,142,129,404,552,439,388,337,576,260,282,228
SSA_1888,666,446,438,1066,1658,1483,1183,1045,1735,746,677,727
SSA_1889,100,69,100,47,36,54,48,39,51,18,18,19
SSA_1890,760,703,767,810,810,1198,1085,1143,1143,683,532,668
SSA_1891,1227,1121,1310,1213,1171,1867,1764,1823,1875,1063,773,1136
SSA_1892,144,135,161,127,102,181,210,220,205,130,80,102
SSA_1893,3889,2563,2581,3304,3279,3839,2681,3278,4611,1781,1642,1496
SSA_1895,1432,1243,1288,1160,952,1281,790,729,916,402,307,427
predicted RNA,158,133,103,131,137,143,105,80,81,55,53,58
SSA_1896,12594,12483,13795,12769,9263,14135,8897,8704,10075,5025,3754,5032
SSA_1897,788,815,926,889,591,1015,640,627,687,357,260,399
SSA_1899,1102,1217,1364,1249,861,1427,944,896,1049,530,334,566
SSA_1900,3894,3853,4305,4431,3115,4824,2834,2878,3422,1723,1195,1744
SSA_1901,1172,1167,1350,1312,956,1520,879,884,1092,623,401,534
SSA_1902,4492,3169,3216,3204,3171,3700,2575,2887,3702,1638,1446,1570
SSA_1903,3953,3229,3333,3296,3012,3740,2688,2971,3740,1632,1322,1506
SSA_1904,1813,1399,1405,1547,1504,1942,1514,1514,2082,936,848,900
SSA_1905,997,758,842,908,828,1039,850,962,1195,545,485,522
SSA_1906,709,427,454,691,647,767,588,685,880,409,445,352
SSA_1907,539,351,409,566,702,673,508,610,832,383,422,354
SSA_1909,6850,5067,5140,4723,4528,5246,3795,4308,5862,2682,2318,2460
SSA_1910,993,851,796,551,574,666,782,818,776,469,340,458
SSA_1911,685,773,760,385,361,527,718,680,674,337,186,398
SSA_1912,2,3,3,4,3,7,6,6,3,1,2,3
SSA_1913,343,225,262,421,444,478,422,501,633,257,240,242
SSA_1914,109,87,76,55,81,92,68,77,109,39,45,44
SSA_1915,35,32,20,12,14,25,21,26,32,14,9,12
SSA_1916,1154,828,841,794,878,883,782,839,1205,508,508,484
SSA_1917,81,65,52,223,470,592,1344,1766,2670,524,388,467
SSA_1918,8215,6544,6794,8440,11356,12840,14698,16968,23253,6206,4922,5802
SSA_1919,6792,5661,5811,7122,9935,10831,12263,13924,20181,5489,4517,4828
SSA_1920,10234,8808,8680,10574,13702,15554,18597,21662,30570,8530,6886,7517
SSA_1921,760,591,514,671,713,713,489,549,777,291,277,286
SSA_1922,410,327,323,565,627,682,448,516,689,395,375,379
SSA_1923,388,335,367,551,524,648,414,416,664,380,373,351
SSA_1924,497,354,369,459,439,552,355,443,581,298,288,265
SSA_1925,4335,3688,3947,2232,1974,2269,1774,2602,3687,1176,1004,1169
SSA_1926,64,57,37,29,27,33,21,32,41,18,19,16
SSA_1927,14122,11771,13993,17969,15878,19902,13408,13883,19265,7189,6319,6721
predicted RNA,270,280,382,454,387,485,319,342,441,160,136,160
SSA_1928,12697,11144,12883,15465,13126,17077,12296,12933,15570,6505,5149,6134
SSA_1929,5044,4705,5150,5943,4680,6255,4589,4981,5811,2391,1759,2267
SSA_1930,5752,6061,6530,5084,4110,6538,5065,5096,4809,3306,2124,3152
SSA_1931,6067,6724,7720,5975,4457,7435,5444,5625,5442,3709,2410,3555
SSA_1932,8388,10084,10708,8790,6162,10938,8073,8420,8039,5404,3282,5129
predicted RNA,91,103,119,97,57,115,80,98,89,49,32,53
SSA_1933,2451,2967,3252,2611,1825,3237,2200,2328,2306,1463,1016,1476
SSA_1934,2624,3298,4086,3092,2043,3635,2527,2622,2846,1693,1152,1555
SSA_1935,7524,8984,9664,8209,5602,9159,5754,6232,6987,4212,2898,4121
predicted RNA,297,351,490,352,226,360,227,245,301,160,108,143
SSA_1936,5037,5520,6028,4948,3249,5068,3046,3477,3957,2328,1596,2177
SSA_1937,6439,6591,7520,6005,4237,6354,3741,4225,4913,2825,2082,2522
SSA_1938,7620,7702,7970,7007,5340,7094,4085,4740,5766,3100,2251,2720
SSA_1939,8963,3502,2045,2361,2898,2187,1148,1252,1645,839,949,650
SSA_1940,12926,10580,10533,8197,6272,7204,3222,4160,5292,2562,2135,2161
SSA_1941,5591,4344,4651,3224,2614,2742,1327,1683,2111,983,860,834
SSA_1942,2549,2090,2248,1667,1587,1706,1241,1639,1882,859,618,701
SSA_1943,2437,1805,1869,1811,1745,1910,1247,1369,1997,809,838,725
SSA_2454,196,109,96,63,46,64,70,70,57,20,17,32
SSA_2411,41,47,54,55,28,52,382,303,34,37,16,293
SSA_2407,1337,5486,10634,1946,689,3852,2964,1706,8120,1360,453,1391
SSA_2453,5,1,3,2,5,1,0,0,1,0,5,0
SSA_2403,814,2638,5032,987,355,1086,844,418,2858,468,253,269
SSA_1944,5229,4884,5233,4383,3867,4998,3678,3740,5086,2139,1760,2093
SSA_1945,6974,6611,7513,6568,5148,7189,4943,5327,6991,2856,2528,2793
SSA_1946,5174,4644,4833,4396,3771,5026,3416,3489,4893,2007,1888,1959
SSA_1947,7051,6487,6982,6333,5701,7102,4893,5323,7109,2928,2530,2687
SSA_1948,17785,14444,14881,15734,14064,17022,10913,12316,17430,6779,6274,6449
SSA_1949,2499,2024,2034,3421,5285,5999,8691,10722,15120,3352,2551,3049
SSA_1950,34749,24585,24855,31719,31996,35236,19961,20462,29410,9781,9239,8954
SSA_1951,1685,1433,1537,1537,1384,1739,1339,1532,2113,890,861,848
SSA_1952,3964,3819,4192,5055,4045,5759,5105,6034,7505,4364,3609,3818
SSA_1953,763,896,947,1138,917,1449,1344,1548,1883,1098,906,1070
SSA_1954,2318,2479,2778,3194,2646,3990,3686,4604,5170,3038,2377,2851
SSA_1955,2805,2695,2939,3755,3058,4251,4034,5135,5738,3185,2510,2930
SSA_1956,2071,1887,2013,2514,2281,2888,3010,3864,4236,2157,1702,2047
SSA_1957,4982,3715,3886,4419,4535,5184,4571,4972,6310,2936,2700,2837
SSA_1958,2066,1653,1697,2339,2210,2671,2361,2542,3182,1448,1244,1409
SSA_1959,2433,1789,1699,1779,2018,2292,1981,2254,2711,1163,1051,1050
SSA_1960,1095,839,964,1365,1655,2005,2345,2679,3315,1341,992,1274
SSA_1961,2447,1891,1984,2105,1536,2176,1008,1120,1517,772,712,714
SSA_1962,1737,1447,1553,1648,1240,1764,828,895,1155,599,533,578
SSA_1964,7168,3458,3076,3526,4765,4243,2869,3218,4929,1946,2215,1741
SSA_1965,2058,1683,1641,2244,2286,2505,1776,1807,2533,1150,1163,1038
SSA_1967,1281,1292,1445,1295,1046,1298,896,901,1144,470,410,503
SSA_1968,4871,4214,4508,4694,4130,4874,3190,3250,4312,1841,1605,1750
SSA_1969,1336,1231,1198,1313,1032,1352,923,1013,1137,536,400,512
SSA_1970,4133,3713,3866,3721,3191,4146,2803,3100,3569,1576,1225,1481
SSA_1971,464,226,258,533,820,759,529,448,680,393,379,307
SSA_1972,368,232,244,319,313,352,250,289,374,168,158,165
SSA_1973,569,418,432,539,549,645,465,476,679,297,280,279
SSA_1974,735,426,389,364,409,452,325,319,408,176,174,184
SSA_1975,86,74,53,71,73,71,75,89,97,61,77,56
predicted RNA,661,362,315,346,469,321,208,263,364,103,161,119
SSA_1976,3141,1901,1752,1659,1843,1673,1161,1381,2001,596,608,572
SSA_1978,15591,12490,12857,10437,9933,11829,9268,10736,14000,6133,5367,5966
SSA_1979,2008,1658,1694,1463,1468,1490,1304,1555,2040,829,749,784
SSA_1980,14113,6446,4030,5036,5983,5389,2459,2686,3969,1657,1846,1441
SSA_1981,451,297,307,408,519,527,390,365,535,246,263,226
SSA_1982,212,145,169,220,239,279,187,228,245,130,107,96
SSA_1984,48,38,45,106,99,111,97,96,124,56,46,73
SSA_1985,152,133,127,466,466,612,327,317,495,246,254,247
SSA_2452,68,50,31,51,79,73,45,35,72,27,62,34
SSA_1986,215,169,167,216,196,249,156,184,302,116,133,112
SSA_1987,407,289,327,339,391,472,353,374,554,211,238,241
SSA_1988,386,320,300,334,326,400,307,333,500,193,223,202
SSA_1989,522,367,414,415,455,512,341,408,548,286,256,248
SSA_1990,139,121,137,112,114,148,91,85,130,65,65,65
SSA_1991,353,289,292,224,210,239,160,178,247,124,106,135
SSA_1992,74677,50050,47063,54306,57471,61026,39610,45701,63184,26106,26669,24948
SSA_2451,296,165,118,200,238,217,109,125,174,105,142,86
SSA_1993,1286,951,1056,1054,976,1215,820,914,1199,664,556,596
SSA_1994,1706,1615,1737,1964,1437,1965,1127,1239,1567,1033,901,973
SSA_1995,369,274,285,802,953,1055,883,985,1425,814,751,722
SSA_1996,5820,4329,4492,4096,3815,4316,3453,3660,4241,2119,1819,1934
SSA_1997,158,125,136,147,170,174,130,141,187,90,94,75
SSA_1998,32367,24464,23991,21907,20302,23668,15926,17732,23007,9914,9220,9440
SSA_1999,1191,1145,1228,1468,1233,1707,1633,1642,2100,1076,845,1037
SSA_2000,988,892,935,1148,978,1340,1194,1278,1721,874,653,817
SSA_2001,1303,1320,1213,1595,1456,1821,1696,1748,2242,1131,917,1087
SSA_2002,1593,1514,1590,1876,1769,2085,1893,2003,2591,1281,1016,1198
predicted RNA,508,374,321,467,494,608,325,371,496,229,214,208
SSA_2004,35425,31841,34602,44509,37190,56925,39457,43454,54423,23659,17330,22269
SSA_2005,3751,3623,3854,9380,8158,11362,8081,9156,11170,6002,4481,5588
predicted RNA,51,53,83,173,125,189,148,142,207,95,66,92
SSA_2006,1193,1196,1274,3120,2878,3709,2659,3059,3669,2151,1787,2019
predicted RNA,77,76,57,248,250,256,156,179,235,140,145,129
SSA_2007,14851,13722,14770,44146,35789,47028,28365,32942,47886,23140,20945,21456
predicted RNA,83,96,110,318,257,308,183,199,343,136,141,130
SSA_2008,2342,2272,2567,6781,5305,7662,4584,4554,7295,3537,3108,3096
SSA_2009,9202,6067,5867,13602,12603,15887,8411,7875,12949,6519,6085,5309
SSA_2010,716,521,469,691,855,890,540,530,789,365,444,335
SSA_2011,653,561,599,786,731,858,534,571,815,384,327,332
SSA_2012,391,298,299,361,369,470,256,272,405,203,175,176
SSA_2013,167,164,164,181,147,215,142,156,193,87,68,80
SSA_2014,1605,1175,1217,1359,1331,1601,1298,1479,1957,949,782,917
SSA_2015,1079,864,886,963,955,1154,1081,1137,1581,735,589,673
SSA_2016,937,843,821,765,704,925,735,709,912,427,297,407
SSA_2017,867,767,803,673,649,820,710,700,835,420,276,316
SSA_2018,1406,1184,1288,1144,990,1342,1018,1112,1269,565,380,515
SSA_2019,254,162,197,187,180,210,158,142,179,76,74,70
SSA_2020,70,54,62,84,149,145,573,853,1272,120,112,114
SSA_2021,20,14,15,75,66,70,98,118,175,63,54,73
SSA_2022,23,16,11,37,46,56,39,55,75,39,42,38
SSA_2023,50,56,62,97,417,693,4629,8075,10202,1792,823,1515
SSA_2024,0,0,0,0,0,2,0,1,1,0,0,0
SSA_2025,1155,817,907,2111,2264,2332,2315,2590,4126,2112,2484,2108
SSA_2388,35,18,25,36,64,39,38,28,44,24,25,20
SSA_2387,110,89,81,156,169,144,102,101,158,66,86,63
SSA_2389,101,82,76,148,160,137,94,94,150,62,82,59
SSA_2026,182,115,93,146,225,165,126,124,179,87,91,70
SSA_2027,11578,8476,8120,11126,11944,13097,9374,10388,14584,5905,6094,5798
SSA_2028,2998,1910,1903,2427,2671,2683,2075,2463,3447,1284,1270,1219
SSA_2029,0,0,0,0,0,0,0,0,0,0,0,0
SSA_2030,0,0,1,0,0,2,0,0,0,0,0,0
SSA_2031,10666,7186,7392,11848,15622,16822,19713,24450,37327,12959,11756,11600
SSA_2032,36,26,26,36,51,55,66,84,114,26,27,30
SSA_2033,25096,16692,16279,16404,15231,16156,8322,8929,11900,5353,5747,5217
SSA_2034,22576,16660,17652,15801,14016,15676,8343,9098,11885,5323,5390,5157
predicted RNA,257,369,374,174,183,317,131,116,243,112,72,62
SSA_2035,1388,1343,1418,586,586,773,751,922,956,547,422,515
SSA_2036,765,699,716,361,324,399,405,477,532,270,206,242
SSA_2037,873,718,787,392,378,476,474,563,624,292,241,284
SSA_2038,164,118,157,159,147,163,188,288,291,120,117,118
SSA_2039,882,748,809,1625,2497,2558,1821,1617,2260,369,273,332
SSA_2040,635,496,520,1064,1564,1773,1167,925,1269,199,152,176
SSA_2041,3337,2827,3142,3808,3200,4267,3144,3446,4623,1977,1754,2007
SSA_2042,1239,1181,1287,1459,1311,1829,1438,1561,1972,875,698,841
SSA_2044,3065,3282,3707,4018,3259,4646,3703,4098,5223,2368,1848,2322
SSA_2045,1095,1232,1386,1334,1079,1653,1299,1387,1793,842,620,813
SSA_2046,1811,1989,2403,2178,1700,2641,2091,2264,2902,1308,953,1378
SSA_2047,560,604,735,660,487,760,648,672,831,399,250,352
SSA_2048,1385,1524,1835,1629,1170,1904,1548,1708,2008,976,655,935
SSA_2049,7087,6860,7220,7268,6157,8213,6209,6852,8608,3966,3300,3760
SSA_2050,1040,731,736,1092,1104,1205,800,877,1207,547,589,553
SSA_2051,2668,2301,2462,2957,2633,3250,2716,2850,4115,1853,1762,1774
SSA_2052,215,132,113,178,209,228,160,212,306,115,131,105
SSA_2053,63,57,57,63,74,95,96,97,125,49,46,43
SSA_2054,3,0,0,0,0,3,0,0,0,0,0,0
SSA_2055,190,110,67,67,64,69,42,59,94,29,34,26
SSA_2056,1002,832,888,937,815,985,734,844,1219,544,501,510
SSA_2058,15270,9544,8332,10712,10797,11346,6304,6928,9645,4059,4378,3425
SSA_2059,535,510,503,481,431,536,482,516,609,301,252,333
SSA_2060,840,610,672,693,692,872,774,802,998,526,430,496
SSA_2061,1882,1349,1468,1462,1497,1592,1196,1352,1867,746,785,767
SSA_2062,547,571,565,588,568,727,592,638,899,432,348,432
SSA_2063,2523,2457,2713,2754,2224,3159,2869,3073,3816,1817,1421,1827
SSA_2064,231,278,314,305,222,327,349,345,429,225,171,233
SSA_2065,935,934,977,1067,909,1196,1126,1176,1502,748,608,703
SSA_2066,5717,5524,6038,6545,4988,7846,6859,7700,9387,4568,3388,4552
SSA_2067,1024,690,671,977,1199,1173,950,1072,1688,753,818,656
SSA_2068,745,422,395,451,574,541,416,532,724,301,356,263
SSA_2069,7472,6382,6472,5702,5155,6675,5445,5601,7048,3427,2908,3312
SSA_2070,2326,2104,2300,1739,1494,2111,1796,1967,2299,1157,957,1137
SSA_2071,591,455,432,404,385,442,360,403,494,235,184,230
SSA_2072,2945,2259,2461,2225,2082,2660,2048,2340,2987,1279,1111,1239
SSA_2073,2111,1588,1549,1576,1657,1809,1417,1606,2090,907,848,869
SSA_2074,2387,1822,1683,2214,2346,2719,2201,2359,2847,1430,1153,1229
SSA_2075,12386,10108,10583,11533,10241,12910,8987,9908,13044,5387,4861,5115
SSA_2076,21,14,9,23,54,84,126,166,192,66,58,72
SSA_2077,402,289,239,378,720,573,925,990,1401,489,460,401
SSA_2078,1070,743,825,1124,1700,1855,2707,3104,4003,1226,981,1056
SSA_2079,709,457,449,731,970,1057,703,746,1091,376,370,367
SSA_2080,9,9,10,14,15,12,27,29,42,9,6,13
SSA_2082,19,13,14,23,16,19,33,30,41,19,12,14
SSA_2081,0,0,0,0,0,0,0,0,0,0,0,0
SSA_2083,11,11,10,8,11,12,20,36,50,11,7,13
SSA_2084,9,10,15,22,9,12,25,32,48,14,6,11
SSA_2085,17,13,10,15,17,16,29,30,41,10,9,8
SSA_2086,12,5,15,4,13,16,26,27,24,8,4,9
SSA_2087,2238,1899,2023,1531,1631,1787,1862,2382,2592,1306,1074,1231
SSA_2088,16,14,12,8,20,24,42,72,105,30,16,20
SSA_2089,10,18,11,8,9,25,53,74,92,27,17,18
SSA_2090,15,4,7,3,15,33,43,60,90,24,18,17
SSA_2091,6,7,2,3,13,16,22,31,43,9,5,16
SSA_2092,10,4,3,1,16,31,38,54,60,15,16,17
SSA_2093,26,11,16,10,52,99,143,153,216,30,45,72
SSA_2094,11870,4895,4038,4432,5585,4578,2519,2948,4874,1426,1703,1286
SSA_2096,7891,5579,5159,41280,37028,48593,20362,21204,32994,22873,24146,19635
SSA_2097,473,428,534,1854,1840,2868,2401,2360,1995,1180,710,1206
SSA_2098,354,360,446,1304,1338,2162,1992,2101,1591,1046,575,1010
SSA_2099,365,372,456,1525,1429,2443,2122,2195,1767,973,601,966
SSA_2101,398,412,492,1751,1564,2531,2373,2352,1890,1070,644,1109
SSA_2102,302,369,441,1458,1324,2118,2049,2016,1707,989,510,908
SSA_2103,62,48,53,211,202,285,248,234,194,93,74,109
SSA_2105,341,286,387,1557,1485,2211,1818,1708,1563,760,496,768
SSA_2106,24,22,30,87,89,116,85,104,108,45,40,53
SSA_2107,18786,14499,15091,45826,48483,55980,40707,41247,57728,24138,22856,22567
SSA_2108,163887,108227,107707,121836,130084,130576,77589,82506,119788,51390,59427,49442
SSA_2109,60859,52833,53872,49099,39510,47743,27576,28870,39705,16813,15440,16239
predicted RNA,6068,4712,3877,4559,4371,4802,2339,2464,3182,1525,1674,1496
SSA_2110,26506,20738,22239,20218,18067,21148,11164,11134,15971,6486,6378,6144
SSA_2111,21131,16907,17833,15677,13843,16162,8666,9023,12849,5170,5105,4956
SSA_2112,1294,1369,1629,809,908,1204,635,529,947,485,338,338
SSA_2113,981,816,831,594,532,716,525,644,764,333,260,321
SSA_2114,1401,1131,1201,818,905,948,965,1075,1123,516,365,519
SSA_2116,2838,2485,2689,2689,2291,3185,2496,2891,3559,1579,1366,1564
SSA_2117,2893,2633,2825,2918,2454,3489,2842,3135,4009,1841,1492,1819
SSA_2118,1875,1612,1648,1966,1751,2338,1763,1895,2453,1155,951,1083
SSA_2119,1320,1193,1199,1298,1187,1557,1192,1292,1840,735,622,776
SSA_2120,1160,986,1056,978,871,1135,967,1005,1327,514,470,489
SSA_2121,55252,52712,57415,64514,53079,80788,56314,60286,69973,29541,21148,28275
SSA_2446,68,18,14,39,45,38,26,26,31,18,45,16
SSA_2122,111,86,84,97,108,121,107,124,159,92,56,65
SSA_2123,1608,1144,1065,1218,1135,1418,1123,1165,1607,737,676,651
SSA_2124,851,803,817,873,802,1003,808,896,1188,574,478,542
SSA_2125,756,603,700,689,581,813,632,715,959,412,340,430
SSA_2126,777,660,631,623,597,742,623,664,876,384,360,390
SSA_2127,0,1,0,2,3,1,0,0,0,0,0,0
SSA_2128,92,43,45,55,92,72,33,42,50,16,19,20
SSA_2129,1041,717,746,1020,1042,1104,877,907,1299,588,544,513
SSA_2130,144,130,115,154,180,200,147,153,244,147,137,138
SSA_2131,90,58,72,104,101,108,85,73,139,66,90,59
SSA_2132,712,575,579,829,865,941,592,705,957,553,651,560
SSA_2133,135,100,105,97,102,115,54,55,69,37,24,31
SSA_2134,89,54,82,46,69,56,36,30,45,15,17,19
SSA_2135,112,83,72,117,167,148,135,123,196,123,139,89
SSA_2136,11287,10319,8561,5644,6123,8581,4487,4177,6514,3513,2337,2483
SSA_2137,246,248,283,253,235,309,231,282,330,160,132,143
SSA_2138,4003,3072,3062,4139,4008,4620,3595,3790,5184,2266,1987,2024
SSA_2139,1925,1553,1548,1664,1612,1930,1556,1735,2213,849,821,868
SSA_2140,719,404,348,392,434,484,382,377,503,201,209,196
SSA_2141,10160,8714,9149,10633,7709,10695,4031,3348,3972,1483,1190,1407
SSA_2142,6657,5687,6059,7196,4901,6974,2539,2135,2496,1045,820,991
SSA_2143,1075,735,683,897,950,1070,728,838,1179,529,453,483
SSA_2144,9729,8139,8637,10343,8492,11050,7418,8151,10351,4700,3964,4487
SSA_2145,2591,2258,2395,2980,2376,3412,2315,2488,3183,1498,1144,1430
SSA_2146,8929,7230,7502,7470,6458,8309,5455,6117,8062,3464,2814,3320
predicted RNA,106,60,17,67,403,224,640,590,1416,218,218,197
predicted RNA,116,62,29,54,301,179,664,703,1120,257,238,187
SSA_2147,135,116,92,57,66,53,56,72,88,53,41,38
SSA_2148,297,274,232,95,112,126,111,161,195,105,118,99
SSA_2386,67,54,31,13,17,23,23,21,28,21,18,17
SSA_2149,260,260,195,76,88,107,122,125,147,73,73,55
SSA_2150,126,117,100,29,43,34,50,43,56,43,46,39
SSA_2151,394,235,204,207,342,251,236,249,339,200,246,179
SSA_2152,2100,1616,1727,1516,1294,1601,923,1017,1365,495,444,521
SSA_2153,2212,1501,1507,1262,1238,1474,854,992,1291,480,411,477
SSA_2154,484,455,445,342,371,499,584,654,587,325,230,332
SSA_2155,2905,2597,2947,2828,3291,4880,5411,5914,5016,3600,2599,3578
SSA_2156,5215,3376,3289,5807,6541,6741,4334,4493,6079,2809,2698,2381
SSA_2157,1153,1087,1179,950,861,1389,1200,1349,1433,805,542,785
SSA_2158,469,461,442,422,435,595,546,563,602,302,281,379
SSA_2159,417,380,470,388,358,520,417,468,573,272,210,257
SSA_2160,322,275,307,249,267,340,322,356,423,184,143,182
SSA_2161,513,349,326,308,303,319,283,277,397,162,113,149
SSA_2162,0,1,0,0,0,0,0,0,0,0,0,0
SSA_2164,6841,4614,4865,14926,15493,18627,12595,12562,17757,7850,7304,6898
SSA_2165,2234,1863,1996,2333,2185,2682,1899,1992,2905,1092,932,1058
SSA_2166,3125,2513,3026,2397,2379,3336,2728,2864,2880,1539,1218,1614
SSA_2167,1956,1725,1900,1559,1482,2158,1811,1961,2004,1038,820,1010
SSA_2168,2374,1974,2061,2082,1908,2308,1865,2221,2897,1221,1073,1166
SSA_2169,3401,2930,3019,3137,2993,3543,2701,3002,4306,1806,1774,1685
SSA_2170,1960,1520,1445,1639,1632,2100,1521,1526,2044,930,867,891
SSA_2171,1537,1358,1445,1490,1192,1810,1303,1409,1779,770,660,733
SSA_2173,3973,3294,3695,3688,3144,4240,3207,3520,4481,2015,1617,1857
SSA_2174,2084,1748,1886,1880,1678,2337,1740,1819,2327,1085,787,1024
SSA_2175,335,404,469,415,303,447,493,432,434,207,149,249
SSA_2176,357,403,464,343,262,393,488,447,413,212,142,242
SSA_2177,314,368,376,286,230,322,423,431,326,170,116,196
SSA_2178,641,483,470,457,491,563,484,503,550,286,229,274
SSA_2179,3372,3165,3587,2820,2360,3149,2905,3020,3378,1428,1088,1408
SSA_2181,2107,1916,2181,1780,1493,1943,1725,1772,2042,823,615,845
SSA_2182,1898,1580,1644,1428,1267,1605,1377,1381,1647,687,445,625
SSA_2183,17079,12792,13658,20973,20001,22459,15461,17627,25998,11462,11681,10842
SSA_2500,9,5,4,1,7,9,5,3,6,3,5,4
SSA_2184,142,115,112,104,113,116,113,116,134,69,54,59
SSA_2185,6769,4990,5094,7346,7471,9189,6558,7172,9635,3987,3513,3606
SSA_2186,1627,1284,1416,1692,1692,2113,2040,2411,3222,1539,1499,1467
SSA_2187,892,731,797,916,857,1029,772,750,1121,436,403,390
SSA_2188,2342,1885,2011,2641,2444,2817,2088,2249,3329,1304,1326,1303
SSA_2189,523,382,360,599,592,700,546,544,751,323,312,305
SSA_2190,879,757,844,799,781,938,827,1029,1240,535,500,566
SSA_2191,1265,1062,1178,1255,1110,1368,1047,1280,1585,716,666,713
SSA_2192,1851,1346,1241,849,822,918,917,871,1333,398,396,399
SSA_2193,1203,1024,1037,1927,1670,2219,1054,1055,1427,560,453,552
SSA_2194,1782,1476,1504,2122,2047,2713,1230,1226,1650,596,552,610
SSA_2195,1521,1254,1268,1802,1513,2194,907,737,1072,403,338,419
SSA_2196,1315,1076,1022,1948,1874,2319,1913,2103,2776,1448,1355,1364
SSA_2197,1096,830,998,1549,1512,1933,1593,1874,2276,1142,1098,1215
SSA_2198,1091,1090,1169,1698,1520,2282,1943,1939,2398,1249,1078,1233
SSA_2199,2777,2780,3120,3681,3329,5133,5113,6005,5659,3312,2298,3400
SSA_2200,131,160,179,149,162,228,337,414,258,196,94,236
SSA_2201,317,211,215,529,605,668,575,671,992,500,592,459
SSA_2202,24469,18645,18284,22233,20118,22412,12959,13674,18650,8004,7997,7521
SSA_2203,38983,27794,27324,26913,24198,26515,14506,15670,20906,8465,8743,8262
SSA_2447,241,33,26,99,266,96,17,25,56,24,162,19
SSA_2204,1539,1089,1161,1762,1777,1898,1069,1040,1678,639,659,547
SSA_2205,5489,3911,3980,3588,3853,3884,2883,3029,4316,1725,1692,1701
SSA_2207,63,31,28,26,29,28,12,15,24,7,5,9
SSA_2206,47,17,23,69,66,69,47,41,72,57,39,42
SSA_2208,2443,1356,1040,1637,2147,1704,1185,1297,1819,790,979,728
predicted RNA,125,99,132,96,117,155,114,107,169,85,67,57
SSA_2209,4304,3479,3547,4233,4149,5493,4505,5060,6577,3164,2826,3099
SSA_2210,316,246,246,271,263,320,200,207,339,124,142,97
SSA_2211,463,352,373,367,402,437,271,266,359,150,116,162
