,WT_A,WT_B,WT_C,DcsrR_A,DcsrR_B,DcsrR_C
GENE_+_M5005_Spy0587_pheS,100,107,69,45,59,40
GENE_+_M5005_Spy0588_pheT,386,464,291,222,278,201
GENE_+_M5005_Spy0589_M5005_Spy_0589,6,15,4,4,3,7
GENE_+_M5005_Spy0590_M5005_Spy_0590,17,18,17,11,10,8
GENE_+_M5005_Spy0591_M5005_Spy_0591,388,860,573,171,281,334
GENE_+_M5005_Spy0592_M5005_Spy_0592,237,482,316,102,192,208
GENE_+_M5005_Spy0594_rexB,497,701,503,386,419,488
GENE_+_M5005_Spy0595_rexA,621,832,427,646,697,873
GENE_+_M5005_Spy0596_M5005_Spy_0596,97,115,79,83,72,69
GENE_+_M5005_Spy0597_rpsU,138,158,88,101,88,101
GENE_+_M5005_Spy0599_dnaG,322,571,332,280,313,341
GENE_+_M5005_Spy0600_rpoD,286,449,283,252,268,234
GENE_+_M5005_Spy0601_M5005_Spy_0601,50,59,33,28,31,27
GENE_+_M5005_Spy0602_rmlD,120,181,115,83,59,51
GENE_+_M5005_Spy0603_rgpAc,129,181,88,74,76,56
GENE_+_M5005_Spy0604_rgpBc,105,159,109,79,95,80
GENE_+_M5005_Spy0605_rgpCc,159,186,109,58,117,93
GENE_+_M5005_Spy0606_rgpDc,315,458,250,136,282,221
GENE_+_M5005_Spy0607_rgpEc,308,438,231,134,272,165
GENE_+_M5005_Spy0608_rgpFc,525,659,339,199,421,244
GENE_+_M5005_Spy0609_M5005_Spy_0609,857,1031,549,442,672,465
GENE_+_M5005_Spy0610_M5005_Spy_0610,197,232,128,133,153,123
GENE_+_M5005_Spy0611_M5005_Spy_0611,45,71,34,37,38,42
GENE_+_M5005_Spy0612_amrA,401,452,255,260,319,271
GENE_+_M5005_Spy0613_M5005_Spy_0613,364,451,262,277,274,281
GENE_+_M5005_Spy0614_pepT,762,1290,732,652,766,1062
GENE_+_M5005_Spy0615_ebsA,266,463,278,298,264,428
GENE_+_M5005_Spy0617_M5005_Spy_0617,248,425,332,291,250,343
GENE_+_M5005_Spy0618_cmk,273,368,260,237,232,294
GENE_+_M5005_Spy0619_infC,256,266,174,79,93,87
GENE_+_M5005_Spy0620_rpmI,83,83,64,23,31,30
GENE_+_M5005_Spy0621_rplT,384,375,252,91,132,86
GENE_+_M5005_Spy0623_M5005_Spy_0623,244,341,176,158,162,150
GENE_+_M5005_Spy0624_aroD,118,139,89,82,102,86
GENE_+_M5005_Spy0625_aroF,214,394,252,193,257,218
GENE_+_M5005_Spy0626_M5005_Spy_0626,121,118,75,44,72,75
GENE_+_M5005_Spy0627_gor,142,256,156,143,106,137
GENE_+_M5005_Spy0630_nifS1,111,181,98,85,85,53
GENE_+_M5005_Spy0631_thiI,172,229,168,99,101,90
GENE_+_M5005_Spy0632_capA,134,268,188,208,144,201
GENE_+_M5005_Spy0633_rplU,297,368,290,138,165,170
GENE_+_M5005_Spy0634_M5005_Spy_0634,179,258,157,82,88,113
GENE_+_M5005_Spy0635_rpmA,249,336,240,107,141,159
GENE_+_M5005_Spy0636_M5005_Spy_0636,146,257,162,81,75,103
GENE_+_M5005_Spy0637_lsp,45,78,56,23,40,33
GENE_+_M5005_Spy0638_M5005_Spy_0638,179,264,203,114,106,138
GENE_+_M5005_Spy0639_pyrR,20,47,16,3,24,21
GENE_+_M5005_Spy0640_pyrP,57,172,64,25,69,54
GENE_+_M5005_Spy0641_pyrB,47,101,41,18,75,56
GENE_+_M5005_Spy0642_carA,65,152,65,31,118,90
GENE_+_M5005_Spy0643_carB,168,328,202,124,164,122
GENE_+_M5005_Spy0644_M5005_Spy_0644,115,128,69,323,137,90
GENE_+_M5005_Spy0645_M5005_Spy_0645,55,76,42,253,92,51
GENE_+_M5005_Spy0646_M5005_Spy_0646,92,108,48,346,128,103
GENE_+_M5005_Spy0647_M5005_Spy_0647,147,116,91,411,171,78
GENE_+_M5005_Spy0648_rpsP,261,253,196,55,57,73
GENE_+_M5005_Spy0649_M5005_Spy_0649,184,152,131,48,56,49
GENE_+_M5005_Spy0650_M5005_Spy_0650,0,0,0,0,0,1
GENE_+_M5005_Spy0651_M5005_Spy_0651,91,73,68,12,17,16
GENE_+_M5005_Spy0652_M5005_Spy_0652,13,10,7,2,1,1
GENE_+_M5005_Spy0654_M5005_Spy_0654,17,21,9,6,9,10
GENE_+_M5005_Spy0655_rimM,72,66,33,26,24,29
GENE_+_M5005_Spy0656_trmD,66,91,58,32,47,35
GENE_+_M5005_Spy0657_trxB,103,106,88,45,51,53
GENE_+_M5005_Spy0658_M5005_Spy_0658,287,324,235,174,181,145
GENE_+_M5005_Spy0659_apbA,307,333,231,215,200,149
GENE_+_M5005_Spy0660_fruR,85,461,187,183,388,554
GENE_+_M5005_Spy0661_fruB,175,689,354,336,654,794
GENE_+_M5005_Spy0662_fruA,591,2082,1207,790,1610,2421
GENE_+_M5005_Spy0663_fruA,25,49,37,21,19,37
GENE_+_M5005_Spy0664_fruA,299,410,269,112,142,92
GENE_+_M5005_Spy0669_M5005_Spy_0669,0,1,0,1,1,0
GENE_+_M5005_Spy0670_M5005_Spy_0670,0,1,1,0,0,1
GENE_+_M5005_Spy0671_M5005_Spy_0671,116,145,125,180,159,170
GENE_+_M5005_Spy0672_M5005_Spy_0672,389,483,323,552,447,425
GENE_+_M5005_Spy0673_papS,137,181,131,169,148,124
GENE_+_M5005_Spy0674_M5005_Spy_0674,276,327,194,256,403,258
GENE_+_M5005_Spy0675_M5005_Spy_0675,0,0,0,0,1,0
GENE_+_M5005_Spy0676_M5005_Spy_0676,0,3,3,0,3,1
GENE_+_M5005_Spy0677_fms,41,54,44,12,14,17
GENE_+_M5005_Spy0679_M5005_Spy_0679,177,269,139,172,149,149
GENE_+_M5005_Spy0680_M5005_Spy_0680,131,225,117,133,131,149
GENE_+_M5005_Spy0681_M5005_Spy_0681,198,333,217,193,184,230
GENE_+_M5005_Spy0682_mvaK1,78,101,69,55,66,39
GENE_+_M5005_Spy0683_mvaD,98,157,111,80,75,81
GENE_+_M5005_Spy0684_mvaK2,141,179,98,69,123,84
GENE_+_M5005_Spy0685_M5005_Spy_0685,170,219,126,106,136,108
GENE_+_M5005_Spy0688_thyA,105,153,111,65,76,77
GENE_+_M5005_Spy0689_dyr,122,204,159,116,86,116
GENE_+_M5005_Spy0690_M5005_Spy_0690,13,14,10,10,6,4
GENE_+_M5005_Spy0691_clpX,434,675,437,286,350,316
GENE_+_M5005_Spy0692_engB,363,450,255,186,232,213
GENE_+_M5005_Spy0693_M5005_Spy_0693,218,248,142,77,78,80
GENE_+_M5005_Spy0695_rpiA,377,575,394,287,354,410
GENE_+_M5005_Spy0696_deoB,545,1107,697,477,637,730
GENE_+_M5005_Spy0697_arsC,119,284,150,102,168,207
GENE_+_M5005_Spy0698_punA,296,610,379,246,343,468
GENE_+_M5005_Spy0699_deoD,321,517,248,228,262,328
GENE_+_M5005_Spy0700_cpsX,88,164,81,66,94,83
GENE_+_M5005_Spy0702_M5005_Spy_0702,148,213,98,165,169,139
GENE_+_M5005_Spy0703_pyrF,2,9,6,5,11,11
GENE_+_M5005_Spy0704_pyrE,2,13,6,7,15,10
GENE_+_M5005_Spy0705_amiC,58,88,58,49,79,57
GENE_+_M5005_Spy0706_M5005_Spy_0706,130,182,78,204,190,142
GENE_+_M5005_Spy0707_M5005_Spy_0707,77,93,59,123,135,129
GENE_+_M5005_Spy0708_ung,44,101,52,36,36,46
GENE_+_M5005_Spy0709_pyrC,91,234,147,94,120,127
GENE_+_M5005_Spy0711_parE,359,556,394,157,238,203
GENE_+_M5005_Spy0712_parC,517,726,388,280,326,234
GENE_+_M5005_Spy0713_bcaT,140,220,127,114,122,173
GENE_+_M5005_Spy0714_M5005_Spy_0714,21,17,12,3,8,5
GENE_+_M5005_Spy0715_rpsA,3140,2963,1504,903,1444,364
GENE_+_M5005_Spy0717_M5005_Spy_0717,495,632,376,145,222,162
GENE_+_M5005_Spy0718_M5005_Spy_0718,4,7,1,1,5,1
GENE_+_M5005_Spy0719_M5005_Spy_0719,11,12,12,6,9,3
GENE_+_M5005_Spy0720_M5005_Spy_0720,36,71,23,27,40,27
GENE_+_M5005_Spy0722_miaA,15,22,9,8,21,13
GENE_+_M5005_Spy0723_hflX,141,184,107,73,100,80
GENE_+_M5005_Spy0724_M5005_Spy_0724,92,101,58,36,72,27
GENE_+_M5005_Spy0725_elaC,172,195,113,72,100,67
GENE_+_M5005_Spy0726_M5005_Spy_0726,133,150,94,40,67,60
GENE_+_M5005_Spy0727_recJ,186,246,149,85,118,112
GENE_+_M5005_Spy0728_apt,146,168,99,96,68,58
GENE_+_M5005_Spy0729_dnaD,168,210,140,95,96,74
GENE_+_M5005_Spy0730_nth,119,127,87,44,56,63
GENE_+_M5005_Spy0731_M5005_Spy_0731,34,34,21,21,13,16
GENE_+_M5005_Spy0732_M5005_Spy_0732,78,129,79,56,61,51
GENE_+_M5005_Spy0733_M5005_Spy_0733,103,169,109,66,74,91
GENE_+_M5005_Spy0734_cpsFO,402,631,466,320,350,394
GENE_+_M5005_Spy0735_cpsFP,286,493,317,231,259,331
GENE_+_M5005_Spy0736_cpsFQ,832,1316,886,767,656,789
GENE_+_M5005_Spy0737_M5005_Spy_0737,35,57,28,25,28,36
GENE_+_M5005_Spy0738_M5005_Spy_0738,120,186,124,83,73,124
GENE_+_M5005_Spy0739_M5005_Spy_0739,141,249,161,131,124,127
GENE_+_M5005_Spy0742_M5005_Spy_0742,1,2,1,0,3,0
GENE_+_M5005_Spy0743_M5005_Spy_0743,32,37,31,30,9,12
GENE_+_M5005_Spy0744_M5005_Spy_0744,4,3,2,0,0,0
GENE_+_M5005_Spy0745_M5005_Spy_0745,47,64,52,33,22,21
GENE_+_M5005_Spy0746_M5005_Spy_0746,37,69,64,30,18,25
GENE_+_M5005_Spy0747_M5005_Spy_0747,938,1503,954,724,705,840
GENE_+_M5005_Spy0748_estA,148,211,140,99,87,93
GENE_+_M5005_Spy0749_M5005_Spy_0749,46,66,46,21,20,28
GENE_+_M5005_Spy0750_M5005_Spy_0750,378,542,387,231,255,209
GENE_+_M5005_Spy0751_acoA,833,1537,996,617,732,690
GENE_+_M5005_Spy0752_acoB,964,1815,1124,626,802,831
GENE_+_M5005_Spy0753_acoC,1202,2103,1401,895,981,942
GENE_+_M5005_Spy0755_acoL,1672,2810,1702,1161,1282,1249
GENE_+_M5005_Spy0758_lplB,101,140,115,66,66,32
GENE_+_M5005_Spy0761_M5005_Spy_0761,102,166,118,85,101,107
GENE_+_M5005_Spy0762_M5005_Spy_0762,186,281,199,174,224,259
GENE_+_M5005_Spy0763_glmM,608,1201,644,394,436,495
GENE_+_M5005_Spy0764_M5005_Spy_0764,14,21,20,6,8,10
GENE_+_M5005_Spy0765_hemN,260,244,175,122,131,129
GENE_+_M5005_Spy0766_M5005_Spy_0766,120,134,120,57,80,111
GENE_+_M5005_Spy0767_M5005_Spy_0767,130,141,99,76,79,101
GENE_+_M5005_Spy0768_M5005_Spy_0768,88,100,75,62,63,68
GENE_+_M5005_Spy0769_M5005_Spy_0769,37,74,51,51,28,62
GENE_+_M5005_Spy0770_M5005_Spy_0770,22,19,13,11,6,13
GENE_+_M5005_Spy0771_M5005_Spy_0771,7,4,6,10,7,1
GENE_+_M5005_Spy0772_M5005_Spy_0772,14,20,12,8,10,8
GENE_+_M5005_Spy0774_M5005_Spy_0774,10,23,11,10,9,9
GENE_+_M5005_Spy0775_M5005_Spy_0775,1,4,2,1,3,3
GENE_+_M5005_Spy0776_lepA,423,650,440,363,321,344
GENE_+_M5005_Spy0777_M5005_Spy_0777,179,271,188,877,1349,1653
GENE_+_M5005_Spy0778_msrB,23,65,53,19,24,28
GENE_+_M5005_Spy0779_M5005_Spy_0779,91,167,110,85,95,95
GENE_+_M5005_Spy0780_M5005_Spy_0780,254,323,183,331,407,460
GENE_+_M5005_Spy0781_ptsB,423,572,399,405,683,664
GENE_+_M5005_Spy0782_ptsC,529,914,553,737,1141,1318
GENE_+_M5005_Spy0783_ptsD,349,740,457,799,1097,1356
GENE_+_M5005_Spy0784_M5005_Spy_0784,85,174,88,121,193,174
GENE_+_M5005_Spy0785_M5005_Spy_0785,44,52,30,45,72,50
GENE_+_M5005_Spy0786_M5005_Spy_0786,45,99,52,94,78,79
GENE_+_M5005_Spy0787_M5005_Spy_0787,10,14,4,7,2,6
GENE_+_M5005_Spy0788_M5005_Spy_0788,35,39,24,24,21,17
GENE_+_M5005_Spy0789_M5005_Spy_0789,38,56,44,25,32,28
GENE_+_M5005_Spy0790_gabD,276,601,410,342,309,344
GENE_+_M5005_Spy0791_uvrC,397,863,489,399,494,597
GENE_+_M5005_Spy0792_M5005_Spy_0792,196,311,172,160,187,176
GENE_+_M5005_Spy0793_M5005_Spy_0793,544,851,569,671,526,670
GENE_+_M5005_Spy0795_rplJ,812,1062,832,386,402,412
GENE_+_M5005_Spy0796_rplL,744,958,857,430,423,472
GENE_+_M5005_Spy0797_M5005_Spy_0797,0,0,0,0,0,0
GENE_+_M5005_Spy0798_M5005_Spy_0798,0,0,0,0,0,0
GENE_+_M5005_Spy0799_M5005_Spy_0799,0,0,0,0,0,0
GENE_+_M5005_Spy0800_M5005_Spy_0800,0,0,0,0,0,0
GENE_+_M5005_Spy0801_M5005_Spy_0801,0,0,0,0,0,0
GENE_+_M5005_Spy0802_M5005_Spy_0802,0,0,0,0,0,0
GENE_+_M5005_Spy0803_srtI,0,0,0,0,0,0
GENE_+_M5005_Spy0804_srtR,41,85,37,37,16,39
GENE_+_M5005_Spy0805_srtK,85,152,119,80,82,114
GENE_+_M5005_Spy0806_srtA,8,5,4,5,6,3
GENE_+_M5005_Spy0807_srtT,6,7,4,5,3,4
GENE_+_M5005_Spy0808_srtF,16,13,10,6,12,8
GENE_+_M5005_Spy0809_srtE,7,8,5,8,10,8
GENE_+_M5005_Spy0810_srtG,12,20,19,11,18,13
GENE_+_M5005_Spy0811_M5005_Spy_0811,0,3,1,0,0,1
GENE_+_M5005_Spy0813_M5005_Spy_0813,2,7,6,1,2,6
GENE_+_M5005_Spy0814_M5005_Spy_0814,13,26,24,13,10,7
GENE_+_M5005_Spy0815_M5005_Spy_0815,13,25,20,12,4,12
GENE_+_M5005_Spy0816_M5005_Spy_0816,30,80,63,36,31,27
GENE_+_M5005_Spy0817_dacA1,128,274,139,106,96,62
GENE_+_M5005_Spy0819_M5005_Spy_0819,0,1,0,0,0,0
GENE_+_M5005_Spy0820_M5005_Spy_0819,2854,4921,3173,2147,2994,4601
GENE_+_M5005_Spy0821_folE,238,442,346,244,263,433
GENE_+_M5005_Spy0822_folP,389,654,440,355,336,607
GENE_+_M5005_Spy0823_folQ,110,186,140,127,102,196
GENE_+_M5005_Spy0824_folK,259,440,317,260,258,407
GENE_+_M5005_Spy0825_murB,86,113,65,22,40,25
GENE_+_M5005_Spy0826_potA,134,207,116,40,98,53
GENE_+_M5005_Spy0827_potB,66,96,60,34,42,36
GENE_+_M5005_Spy0828_potC,90,102,77,26,47,26
GENE_+_M5005_Spy0829_M5005_Spy_0829,112,158,91,50,79,55
GENE_+_M5005_Spy0832_malP,5,4,4,2,2,2
GENE_+_M5005_Spy0833_M5005_Spy_0833,5,7,0,1,0,1
GENE_+_M5005_Spy0835_M5005_Spy_0835,15,20,12,15,10,18
GENE_+_M5005_Spy0836_M5005_Spy_0836,17,44,28,33,32,28
GENE_+_M5005_Spy0837_M5005_Spy_0837,133,165,81,32,71,56
GENE_+_M5005_Spy0838_M5005_Spy_0838,92,145,85,26,35,43
GENE_+_M5005_Spy0839_M5005_Spy_0839,279,445,343,150,189,161
GENE_+_M5005_Spy0840_radC,0,0,0,0,0,0
GENE_+_M5005_Spy0847_M5005_Spy_0847,187,316,177,178,147,172
GENE_+_M5005_Spy0848_ppnK,207,363,210,168,168,152
GENE_+_M5005_Spy0849_M5005_Spy_0849,109,151,99,71,88,72
GENE_+_M5005_Spy0850_pta,30,67,48,50,38,36
GENE_+_M5005_Spy0851_M5005_Spy_0851,968,1368,898,811,673,507
GENE_+_M5005_Spy0852_M5005_Spy_0852,38,54,28,29,31,46
GENE_+_M5005_Spy0853_M5005_Spy_0853,2,3,3,3,4,4
GENE_+_M5005_Spy0855_proV,91,160,93,47,81,46
GENE_+_M5005_Spy0856_M5005_Spy_0856,251,491,288,109,201,160
GENE_+_M5005_Spy0857_guaC,7,42,31,5,27,22
GENE_+_M5005_Spy0858_xpt,23,19,20,2,5,1
GENE_+_M5005_Spy0859_M5005_Spy_0859,98,63,40,21,32,14
GENE_+_M5005_Spy0862_tdk2,61,71,35,27,34,26
GENE_+_M5005_Spy0863_prfA,300,425,260,125,172,129
GENE_+_M5005_Spy0864_hemK,155,253,155,90,150,103
GENE_+_M5005_Spy0865_M5005_Spy_0865,106,182,95,60,97,69
GENE_+_M5005_Spy0866_M5005_Spy_0866,81,137,84,40,81,54
GENE_+_M5005_Spy0867_glyA,357,609,353,151,270,260
GENE_+_M5005_Spy0868_M5005_Spy_0868,286,425,232,85,167,184
GENE_+_M5005_Spy0869_M5005_Spy_0869,142,205,116,30,98,91
GENE_+_M5005_Spy0870_M5005_Spy_0870,348,533,270,104,213,189
GENE_+_M5005_Spy0871_M5005_Spy_0871,306,407,211,96,148,137
GENE_+_M5005_Spy0872_nox,1745,2186,1230,915,1288,912
GENE_+_M5005_Spy0874_gyrA,1013,1350,873,634,723,718
GENE_+_M5005_Spy0875_M5005_Spy_0875,393,567,367,225,299,307
GENE_+_M5005_Spy0876_M5005_Spy_0876,16,39,19,11,22,14
GENE_+_M5005_Spy0877_M5005_Spy_0877,48,105,78,48,54,41
GENE_+_M5005_Spy0878_M5005_Spy_0878,2023,3329,2017,1262,1281,1377
GENE_+_M5005_Spy0882_rbgA,68,92,67,37,37,34
GENE_+_M5005_Spy0883_rnhB,102,117,72,49,45,37
GENE_+_M5005_Spy0884_smf,1,1,4,3,5,0
GENE_+_M5005_Spy0885_M5005_Spy_0885,355,602,292,196,261,221
GENE_+_M5005_Spy0889_M5005_Spy_0889,0,0,0,0,0,0
GENE_+_M5005_Spy0890_ddh,0,1,2,0,0,1
GENE_+_M5005_Spy0891_satD,27,50,43,9,11,17
GENE_+_M5005_Spy0892_satE,29,57,44,12,17,29
GENE_+_M5005_Spy0893_gid,199,319,181,99,109,97
GENE_+_M5005_Spy0894_oadA2,15,27,16,16,13,15
GENE_+_M5005_Spy0895_M5005_Spy_0895,1,2,3,1,2,2
GENE_+_M5005_Spy0896_M5005_Spy_0896,3,9,1,5,6,6
GENE_+_M5005_Spy0897_M5005_Spy_0897,8,30,25,9,16,21
GENE_+_M5005_Spy0901_M5005_Spy_0901,2,13,2,2,4,4
GENE_+_M5005_Spy0902_M5005_Spy_0902,3,15,7,4,5,10
GENE_+_M5005_Spy0903_oadB,11,51,40,28,21,66
GENE_+_M5005_Spy0904_M5005_Spy_0904,0,1,0,0,0,1
GENE_+_M5005_Spy0905_citD,1,4,11,9,5,10
GENE_+_M5005_Spy0906_citE,11,32,27,19,30,57
GENE_+_M5005_Spy0907_citF,20,70,32,40,55,99
GENE_+_M5005_Spy0908_citX,8,46,15,12,16,40
GENE_+_M5005_Spy0909_oadA1,22,73,29,29,47,94
GENE_+_M5005_Spy0912_M5005_Spy_0912,0,0,0,0,0,0
GENE_+_M5005_Spy0914_M5005_Spy_0914,9,9,13,1,5,2
GENE_+_M5005_Spy0919_guaA,605,831,464,313,442,369
GENE_+_M5005_Spy0924_M5005_Spy_0924,14,25,15,16,15,15
GENE_+_M5005_Spy0935_dpfB,55,92,56,50,61,64
GENE_+_M5005_Spy0936_dfp,59,80,46,45,39,41
GENE_+_M5005_Spy0937_M5005_Spy_0937,73,109,72,71,67,65
GENE_+_M5005_Spy0938_pgmA,492,910,526,420,456,456
GENE_+_M5005_Spy0945_coaA,43,45,47,60,53,53
GENE_+_M5005_Spy0946_rpsT,215,233,211,72,84,95
GENE_+_M5005_Spy0968_M5005_Spy_0968,2,6,2,0,2,0
GENE_+_M5005_Spy0978_M5005_Spy_0978,74,179,118,12,22,30
GENE_+_M5005_Spy0980_M5005_Spy_0980,110,253,175,64,64,54
GENE_+_M5005_Spy0991_M5005_Spy_0991,29,57,26,78,43,43
GENE_+_M5005_Spy0992_M5005_Spy_0992,70,92,40,143,70,83
GENE_+_M5005_Spy0993_M5005_Spy_0993,81,129,71,203,98,76
GENE_+_M5005_Spy0996_speA2,11,23,12,26,40,44
GENE_+_M5005_Spy1044_M5005_Spy_1044,0,1,0,1,0,1
GENE_+_M5005_Spy1046_M5005_Spy_1046,67,107,69,42,47,62
GENE_+_M5005_Spy1048_M5005_Spy_1048,52,50,43,34,42,40
GENE_+_M5005_Spy1050_M5005_Spy_1050,53,126,89,82,111,115
GENE_+_M5005_Spy1051_M5005_Spy_1051,75,126,97,143,109,158
GENE_+_M5005_Spy1052_M5005_Spy_1051,4,19,18,19,7,12
GENE_+_M5005_Spy1053_M5005_Spy_1053,0,0,0,0,0,0
GENE_+_M5005_Spy1054_M5005_Spy_1054,55,67,50,10,18,18
GENE_+_M5005_Spy1058_malE,208,482,248,347,341,415
GENE_+_M5005_Spy1059_malF,32,106,58,92,106,132
GENE_+_M5005_Spy1060_malG,22,35,27,50,42,36
GENE_+_M5005_Spy1061_M5005_Spy_1061,9,13,13,15,12,2
GENE_+_M5005_Spy1068_M5005_Spy_1068,0,1,1,0,0,0
GENE_+_M5005_Spy1076_glnH,1894,3539,2611,1146,1800,2265
GENE_+_M5005_Spy1077_glnH,559,1102,759,481,575,763
GENE_+_M5005_Spy1086_M5005_Spy_1086,16,30,17,13,8,6
GENE_+_M5005_Spy1090_M5005_Spy_1090,0,0,1,0,0,2
GENE_+_M5005_Spy1091_M5005_Spy_1091,3,1,5,2,0,2
GENE_+_M5005_Spy1093_M5005_Spy_1093,64,151,88,89,80,129
GENE_+_M5005_Spy1095_M5005_Spy_1095,161,210,131,79,88,82
GENE_+_M5005_Spy1110_birA,190,208,134,141,138,100
GENE_+_M5005_Spy1114_M5005_Spy_1114,50,101,52,106,105,142
GENE_+_M5005_Spy1117_deaD2,233,370,234,149,211,249
GENE_+_M5005_Spy1122_nrdH,29,53,28,25,21,16
GENE_+_M5005_Spy1123_nrdH,2236,2481,1513,739,1225,990
GENE_+_M5005_Spy1124_nrdF,858,883,566,240,428,354
GENE_+_M5005_Spy1125_M5005_Spy_1125,63,64,39,53,48,60
GENE_+_M5005_Spy1126_M5005_Spy_1126,1,6,3,0,2,4
GENE_+_M5005_Spy1127_M5005_Spy_1127,0,1,0,0,0,3
GENE_+_M5005_Spy1128_M5005_Spy_1128,1,3,1,2,0,2
GENE_+_M5005_Spy1140_queA,83,125,76,30,58,34
GENE_+_M5005_Spy1141_M5005_Spy_1141,167,279,216,101,137,88
GENE_+_M5005_Spy1150_M5005_Spy_1150,15,28,14,17,9,10
GENE_+_M5005_Spy1151_M5005_Spy_1151,2,15,8,9,7,9
GENE_+_M5005_Spy1165_pyrD,86,146,69,18,58,63
GENE_+_M5005_Spy1169_spd3,119,54,50,180,189,313
GENE_+_M5005_Spy1170_M5005_Spy_1170,71,35,42,125,91,164
GENE_+_M5005_Spy1214_M5005_Spy_1214,56,79,43,34,31,55
GENE_+_M5005_Spy1215_M5005_Spy_1215,33,55,37,30,33,33
GENE_+_M5005_Spy1219_M5005_Spy_1219,12,16,14,16,28,21
GENE_+_M5005_Spy1220_M5005_Spy_1220,7,20,9,16,6,11
GENE_+_M5005_Spy1221_M5005_Spy_1221,6,8,5,9,14,11
GENE_+_M5005_Spy1222_M5005_Spy_1221,1,3,4,6,3,3
GENE_+_M5005_Spy1240_clpE,868,1939,1258,1043,961,1612
GENE_+_M5005_Spy1241_mutT,60,71,39,54,66,70
GENE_+_M5005_Spy1242_M5005_Spy_1242,125,190,144,113,90,131
GENE_+_M5005_Spy1260_M5005_Spy_1260,0,1,0,1,0,0
GENE_+_M5005_Spy1277_M5005_Spy_1276,14,38,22,42,22,24
GENE_+_M5005_Spy1297_M5005_Spy_1297,47,60,30,14,19,19
GENE_+_M5005_Spy1298_aroB,93,120,83,39,59,51
GENE_+_M5005_Spy1311_M5005_Spy_1311,3,1,0,2,0,2
GENE_+_M5005_Spy1312_M5005_Spy_1312,0,0,0,0,0,0
GENE_+_M5005_Spy1316_M5005_Spy_1316,16,38,21,52,22,31
GENE_+_M5005_Spy1317_M5005_Spy_1317,24,82,55,99,51,46
GENE_+_M5005_Spy1320_recX,61,100,79,62,73,100
GENE_+_M5005_Spy1321_M5005_Spy_1321,263,482,245,228,200,245
GENE_+_M5005_Spy1323_M5005_Spy_1323,1,0,0,1,0,0
GENE_+_M5005_Spy1324_M5005_Spy_1324,0,0,0,0,0,0
GENE_+_M5005_Spy1328_M5005_Spy_1328,65,95,57,41,46,50
GENE_+_M5005_Spy1329_cysM,146,242,198,142,95,130
GENE_+_M5005_Spy1344_atoB,59,85,58,51,38,52
GENE_+_M5005_Spy1345_atoB,25,41,36,22,16,34
GENE_+_M5005_Spy1346_atoA,43,52,34,21,28,48
GENE_+_M5005_Spy1347_M5005_Spy_1347,27,59,35,36,28,48
GENE_+_M5005_Spy1348_M5005_Spy_1348,34,52,36,32,32,35
GENE_+_M5005_Spy1349_luxS,135,200,101,106,118,91
GENE_+_M5005_Spy1354_recU,329,668,342,293,397,417
GENE_+_M5005_Spy1355_pbp1A,1447,2591,1766,1338,1825,2313
GENE_+_M5005_Spy1390_M5005_Spy_1390,53,76,37,28,33,27
GENE_+_M5005_Spy1392_M5005_Spy_1392,26,52,37,62,37,59
GENE_+_M5005_Spy1402_M5005_Spy_1401,46,148,77,128,102,111
GENE_+_M5005_Spy1407_M5005_Spy_1407,0,2,2,25,10,3
GENE_+_M5005_Spy1415_sdaD2,54,40,23,522,453,550
GENE_+_M5005_Spy1462_M5005_Spy_1462,20,34,25,12,8,5
GENE_+_M5005_Spy1464_M5005_Spy_1464,9,16,10,12,4,14
GENE_+_M5005_Spy1465_M5005_Spy_1465,13,15,12,31,18,8
GENE_+_M5005_Spy1466_M5005_Spy_1466,31,36,25,67,24,31
GENE_+_M5005_Spy1467_M5005_Spy_1466,7,6,5,16,6,12
GENE_+_M5005_Spy1472_hit,145,159,94,209,238,362
GENE_+_M5005_Spy1473_M5005_Spy_1473,58,104,79,127,106,197
GENE_+_M5005_Spy1478_M5005_Spy_1478,204,261,166,120,98,99
GENE_+_M5005_Spy1479_manL,294,299,196,216,122,108
GENE_+_M5005_Spy1480_manM,261,282,167,163,128,86
GENE_+_M5005_Spy1481_manN,329,394,317,303,191,180
GENE_+_M5005_Spy1482_manO,10,16,18,6,5,7
GENE_+_M5005_Spy1483_serS,663,800,473,503,386,331
GENE_+_M5005_Spy1514_M5005_Spy_1514,201,349,258,218,161,217
GENE_+_M5005_Spy1516_asnB,54,78,51,37,41,36
GENE_+_M5005_Spy1520_M5005_Spy_1520,0,0,0,0,0,0
GENE_+_M5005_Spy1543_scrB,24,44,17,16,10,15
GENE_+_M5005_Spy1544_scrR,25,34,25,16,16,14
GENE_+_M5005_Spy1551_corA,156,225,143,110,112,76
GENE_+_M5005_Spy1552_M5005_Spy_1552,180,242,135,106,103,68
GENE_+_M5005_Spy1557_mutY,114,101,63,178,216,195
GENE_+_M5005_Spy1558_M5005_Spy_1558,6,2,3,8,6,11
GENE_+_M5005_Spy1564_M5005_Spy_1564,184,312,152,125,148,177
GENE_+_M5005_Spy1565_spi,198,207,145,115,114,131
GENE_+_M5005_Spy1566_recD,112,164,104,90,91,97
GENE_+_M5005_Spy1567_M5005_Spy_1567,178,211,119,162,114,137
GENE_+_M5005_Spy1569_pfl,1650,3548,1798,2329,2441,2936
