IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
Inter.NC_008533.0.1349452.144,58,90,85,85,112,89
Inter.NC_008533.0.1349452.145,95,146,120,126,131,133
Inter.NC_008533.0.1349452.146,71,62,81,84,87,82
Inter.NC_008533.0.1349452.147,127,159,143,162,165,126
Inter.NC_008533.0.1349452.148,197,308,263,284,268,266
Inter.NC_008533.0.1349452.149,121,146,117,160,150,135
Inter.NC_008533.0.1349452.15,1631,2044,1994,2036,2020,1801
Inter.NC_008533.0.1349452.150,114,174,169,176,205,184
Inter.NC_008533.0.1349452.151,139,234,180,201,234,184
Inter.NC_008533.0.1349452.152,112,187,150,166,193,157
Inter.NC_008533.0.1349452.153,96,154,162,189,162,133
Inter.NC_008533.0.1349452.154,120,178,176,173,197,151
Inter.NC_008533.0.1349452.155,64,120,94,104,114,123
Inter.NC_008533.0.1349452.156,119,166,170,189,179,156
Inter.NC_008533.0.1349452.157,48,52,76,65,68,57
Inter.NC_008533.0.1349452.158,52,70,63,91,73,61
Inter.NC_008533.0.1349452.159,91,121,111,114,129,120
Inter.NC_008533.0.1349452.16,1456,1821,1836,1772,1837,1430
Inter.NC_008533.0.1349452.160,98,150,164,140,152,114
Inter.NC_008533.0.1349452.161,126,151,162,147,154,147
Inter.NC_008533.0.1349452.162,85,108,111,110,111,112
Inter.NC_008533.0.1349452.163,117,143,124,144,156,132
Inter.NC_008533.0.1349452.164,155,211,191,201,229,189
Inter.NC_008533.0.1349452.165,99,123,119,152,150,99
Inter.NC_008533.0.1349452.166,87,104,97,124,130,95
Inter.NC_008533.0.1349452.167,102,134,133,116,126,108
Inter.NC_008533.0.1349452.168,106,142,136,157,170,158
Inter.NC_008533.0.1349452.169,74,70,82,84,84,67
Inter.NC_008533.0.1349452.17,2407,3070,3034,2942,3069,2562
Inter.NC_008533.0.1349452.170,129,152,140,150,162,135
Inter.NC_008533.0.1349452.171,36,42,45,43,46,35
Inter.NC_008533.0.1349452.172,3,0,1,0,0,0
Inter.NC_008533.0.1349452.173,26,36,23,36,33,27
Inter.NC_008533.0.1349452.174,27,39,30,26,30,36
Inter.NC_008533.0.1349452.175,27,34,33,31,33,28
Inter.NC_008533.0.1349452.176,12,17,14,13,12,10
Inter.NC_008533.0.1349452.177,25,19,27,19,19,15
Inter.NC_008533.0.1349452.178,23,29,30,36,31,23
Inter.NC_008533.0.1349452.179,14,20,20,19,18,18
Inter.NC_008533.0.1349452.18,1082,889,1041,1172,1004,935
Inter.NC_008533.0.1349452.180,12,24,25,17,28,17
Inter.NC_008533.0.1349452.181,4,10,8,11,17,4
Inter.NC_008533.0.1349452.182,25,22,36,22,32,33
Inter.NC_008533.0.1349452.183,18,16,20,17,12,24
Inter.NC_008533.0.1349452.184,11,16,2,8,14,8
Inter.NC_008533.0.1349452.185,19,37,26,24,34,25
Inter.NC_008533.0.1349452.186,20,23,21,26,20,8
Inter.NC_008533.0.1349452.187,19,27,26,15,29,30
Inter.NC_008533.0.1349452.188,18,11,19,16,22,14
Inter.NC_008533.0.1349452.189,22,28,28,18,16,19
Inter.NC_008533.0.1349452.19,2662,3321,3260,3204,3323,2845
Inter.NC_008533.0.1349452.190,20,33,19,26,15,17
Inter.NC_008533.0.1349452.191,20,31,27,21,23,28
Inter.NC_008533.0.1349452.192,9,36,37,30,24,8
Inter.NC_008533.0.1349452.193,19,25,17,14,17,22
Inter.NC_008533.0.1349452.194,14,27,15,23,23,20
Inter.NC_008533.0.1349452.195,7,8,6,8,12,4
Inter.NC_008533.0.1349452.196,0,5,1,3,0,2
Inter.NC_008533.0.1349452.197,9,14,13,6,9,8
Inter.NC_008533.0.1349452.198,10,10,4,7,4,10
Inter.NC_008533.0.1349452.199,8,24,13,8,7,8
Inter.NC_008533.0.1349452.2,2091,2403,2318,2473,2569,2037
Inter.NC_008533.0.1349452.20,2346,2773,2914,2854,3102,2540
Inter.NC_008533.0.1349452.200,12,17,14,11,7,8
Inter.NC_008533.0.1349452.201,11,20,9,3,11,6
Inter.NC_008533.0.1349452.202,10,11,16,5,4,4
Inter.NC_008533.0.1349452.203,10,14,7,8,8,3
Inter.NC_008533.0.1349452.204,9,10,6,3,5,5
Inter.NC_008533.0.1349452.205,5,7,8,1,8,3
Inter.NC_008533.0.1349452.206,4,4,6,7,2,1
Inter.NC_008533.0.1349452.207,12,14,14,6,6,14
Inter.NC_008533.0.1349452.208,8,18,11,7,8,9
Inter.NC_008533.0.1349452.209,16,20,16,9,12,4
Inter.NC_008533.0.1349452.21,2014,2280,2400,2495,2585,2208
Inter.NC_008533.0.1349452.210,4,12,2,7,1,5
Inter.NC_008533.0.1349452.211,7,14,9,4,13,12
Inter.NC_008533.0.1349452.212,8,19,11,6,14,6
Inter.NC_008533.0.1349452.213,4,12,6,9,5,4
Inter.NC_008533.0.1349452.214,3,7,3,0,4,7
Inter.NC_008533.0.1349452.215,18,26,24,13,14,10
Inter.NC_008533.0.1349452.216,108,169,107,70,81,72
Inter.NC_008533.0.1349452.217,71,114,78,42,70,46
Inter.NC_008533.0.1349452.218,75,100,88,41,52,48
Inter.NC_008533.0.1349452.219,76,108,79,42,52,45
Inter.NC_008533.0.1349452.22,2567,3393,3430,3088,3451,2960
Inter.NC_008533.0.1349452.220,63,122,74,42,50,54
Inter.NC_008533.0.1349452.221,70,121,67,51,52,52
Inter.NC_008533.0.1349452.222,83,126,99,36,64,63
Inter.NC_008533.0.1349452.223,102,138,104,50,57,58
Inter.NC_008533.0.1349452.224,86,116,101,50,59,46
Inter.NC_008533.0.1349452.225,68,96,80,26,34,53
Inter.NC_008533.0.1349452.226,29,51,49,15,24,20
Inter.NC_008533.0.1349452.227,62,88,56,47,38,37
Inter.NC_008533.0.1349452.228,52,100,82,30,35,39
Inter.NC_008533.0.1349452.229,42,70,51,27,33,37
Inter.NC_008533.0.1349452.23,2277,2874,2733,2692,2765,2326
Inter.NC_008533.0.1349452.230,38,55,44,24,27,27
Inter.NC_008533.0.1349452.231,61,68,64,28,44,36
Inter.NC_008533.0.1349452.232,70,103,75,39,52,34
Inter.NC_008533.0.1349452.233,45,61,54,24,36,39
Inter.NC_008533.0.1349452.234,59,69,69,24,37,32
Inter.NC_008533.0.1349452.235,18,12,8,9,10,7
Inter.NC_008533.0.1349452.236,0,1,4,3,2,0
Inter.NC_008533.0.1349452.237,137,168,138,198,169,138
Inter.NC_008533.0.1349452.238,239,263,249,289,302,239
Inter.NC_008533.0.1349452.239,425,422,464,499,463,416
Inter.NC_008533.0.1349452.24,1646,2067,2075,2039,2101,1758
Inter.NC_008533.0.1349452.240,287,339,334,349,368,301
Inter.NC_008533.0.1349452.241,295,302,271,306,346,288
Inter.NC_008533.0.1349452.242,175,171,190,218,192,160
Inter.NC_008533.0.1349452.243,379,482,412,418,498,399
Inter.NC_008533.0.1349452.244,288,352,325,378,348,302
Inter.NC_008533.0.1349452.245,275,314,290,329,344,260
Inter.NC_008533.0.1349452.246,232,286,263,305,303,284
Inter.NC_008533.0.1349452.247,224,235,238,292,276,204
Inter.NC_008533.0.1349452.248,212,243,230,252,251,225
Inter.NC_008533.0.1349452.249,315,399,346,428,379,314
Inter.NC_008533.0.1349452.25,1480,2027,1912,1817,1935,1546
Inter.NC_008533.0.1349452.250,135,121,114,139,143,105
Inter.NC_008533.0.1349452.251,232,250,226,275,254,222
Inter.NC_008533.0.1349452.252,271,269,252,324,311,250
Inter.NC_008533.0.1349452.253,91,95,90,119,119,97
Inter.NC_008533.0.1349452.254,4,2,12,6,8,2
Inter.NC_008533.0.1349452.26,2348,3266,3010,2817,3093,2742
Inter.NC_008533.0.1349452.27,1566,1858,1966,1962,1973,1592
Inter.NC_008533.0.1349452.28,3042,4126,3934,3699,4040,3451
Inter.NC_008533.0.1349452.29,2402,3139,2996,2847,2959,2622
Inter.NC_008533.0.1349452.3,2204,3013,2918,2825,3034,2504
Inter.NC_008533.0.1349452.30,1765,2109,2171,2270,2338,1851
Inter.NC_008533.0.1349452.31,2589,3358,3279,3178,3569,3116
Inter.NC_008533.0.1349452.32,1950,2891,2618,2576,2683,2345
Inter.NC_008533.0.1349452.33,1121,1390,1472,1413,1506,1345
Inter.NC_008533.0.1349452.34,1268,1526,1602,1580,1618,1431
Inter.NC_008533.0.1349452.35,1564,2087,2076,2173,2254,1897
Inter.NC_008533.0.1349452.36,884,1186,1251,1199,1218,928
Inter.NC_008533.0.1349452.37,1706,2189,2232,2027,2280,1901
Inter.NC_008533.0.1349452.38,1085,1479,1467,1443,1539,1309
Inter.NC_008533.0.1349452.39,1620,1931,1961,1869,1997,1718
Inter.NC_008533.0.1349452.4,2323,2853,2794,2831,3053,2434
Inter.NC_008533.0.1349452.40,1032,1336,1356,1225,1306,1149
Inter.NC_008533.0.1349452.41,1006,1095,1175,1178,1065,1044
Inter.NC_008533.0.1349452.42,1376,1513,1721,1655,1603,1470
Inter.NC_008533.0.1349452.43,2305,3261,3258,2627,2877,2529
Inter.NC_008533.0.1349452.44,1857,2508,2598,2125,2240,1850
Inter.NC_008533.0.1349452.45,759,937,1012,870,890,752
Inter.NC_008533.0.1349452.46,983,1296,1413,1206,1197,970
Inter.NC_008533.0.1349452.47,2280,3158,3212,2727,2866,2666
Inter.NC_008533.0.1349452.48,1807,2585,2482,2166,2356,1966
Inter.NC_008533.0.1349452.49,2040,2805,2830,2455,2751,2273
Inter.NC_008533.0.1349452.5,3417,4448,4342,4468,4513,3873
Inter.NC_008533.0.1349452.50,2924,4179,3900,3360,3696,3199
Inter.NC_008533.0.1349452.51,3732,5251,5285,4294,4926,4385
Inter.NC_008533.0.1349452.52,892,1230,1296,1074,1159,997
Inter.NC_008533.0.1349452.53,1865,2679,2666,2187,2492,2112
Inter.NC_008533.0.1349452.54,2873,4164,4165,3539,3749,3013
Inter.NC_008533.0.1349452.55,1792,2469,2616,2127,2286,1979
Inter.NC_008533.0.1349452.56,1935,2819,2897,2370,2464,2074
Inter.NC_008533.0.1349452.57,1055,1569,1662,1336,1396,1227
Inter.NC_008533.0.1349452.58,2271,3344,3321,2717,2988,2809
Inter.NC_008533.0.1349452.59,1221,1595,1627,1436,1517,1271
Inter.NC_008533.0.1349452.6,1546,1858,1868,1917,1956,1787
Inter.NC_008533.0.1349452.60,381,534,597,437,512,435
Inter.NC_008533.0.1349452.61,3381,4904,5035,3967,4258,3569
Inter.NC_008533.0.1349452.62,2633,4015,3842,3046,3442,3065
Inter.NC_008533.0.1349452.63,999,1317,1290,1125,1222,976
Inter.NC_008533.0.1349452.64,42,70,58,81,88,66
Inter.NC_008533.0.1349452.65,57,71,60,120,110,81
Inter.NC_008533.0.1349452.66,55,54,57,73,86,61
Inter.NC_008533.0.1349452.67,40,46,47,50,56,60
Inter.NC_008533.0.1349452.68,46,52,51,65,79,56
Inter.NC_008533.0.1349452.69,58,62,74,88,98,75
Inter.NC_008533.0.1349452.7,2084,2607,2540,2807,2911,2426
Inter.NC_008533.0.1349452.70,87,79,69,130,142,112
Inter.NC_008533.0.1349452.71,54,76,51,80,80,70
Inter.NC_008533.0.1349452.72,48,50,66,84,100,80
Inter.NC_008533.0.1349452.73,43,39,55,76,61,58
Inter.NC_008533.0.1349452.74,46,62,65,92,87,76
Inter.NC_008533.0.1349452.75,26,40,24,56,58,46
Inter.NC_008533.0.1349452.76,8,14,24,25,19,22
Inter.NC_008533.0.1349452.77,143,188,171,210,227,177
Inter.NC_008533.0.1349452.78,127,176,165,238,250,250
Inter.NC_008533.0.1349452.79,154,211,187,245,276,265
Inter.NC_008533.0.1349452.8,750,926,995,990,1071,853
Inter.NC_008533.0.1349452.80,140,201,167,226,280,206
Inter.NC_008533.0.1349452.81,169,249,219,280,343,286
Inter.NC_008533.0.1349452.82,109,162,153,197,217,160
Inter.NC_008533.0.1349452.83,36,35,55,64,68,46
Inter.NC_008533.0.1349452.84,74,113,108,146,145,107
Inter.NC_008533.0.1349452.85,98,146,128,168,167,140
Inter.NC_008533.0.1349452.86,64,107,91,133,114,113
Inter.NC_008533.0.1349452.87,48,73,85,98,117,96
Inter.NC_008533.0.1349452.88,315,470,437,478,544,432
Inter.NC_008533.0.1349452.89,1147,1460,1378,1483,1631,1417
Inter.NC_008533.0.1349452.9,2517,2914,3134,3272,3506,2962
Inter.NC_008533.0.1349452.90,580,767,771,864,848,731
Inter.NC_008533.0.1349452.91,599,801,679,857,790,685
Inter.NC_008533.0.1349452.92,695,892,850,910,991,815
Inter.NC_008533.0.1349452.93,811,1154,1163,1108,1112,989
Inter.NC_008533.0.1349452.94,1117,1582,1436,1408,1511,1261
Inter.NC_008533.0.1349452.95,813,1165,1161,1089,1207,1005
Inter.NC_008533.0.1349452.96,854,1138,1200,1097,1155,1011
Inter.NC_008533.0.1349452.97,1002,1301,1317,1194,1311,1156
Inter.NC_008533.0.1349452.98,1040,1389,1293,1291,1418,1122
Inter.NC_008533.0.1349452.99,708,947,876,843,863,822
Inter.NC_008533.0.1363.0,0,0,0,0,0,0
Inter.NC_008533.0.1363.1,0,0,0,0,0,0
Inter.NC_008533.0.1376376.0,1592,2006,1936,3139,2730,2111
Inter.NC_008533.0.1376376.1,2746,3113,3093,4456,4158,3207
Inter.NC_008533.0.1376376.10,123,180,191,184,191,187
Inter.NC_008533.0.1376376.100,337,374,388,431,443,383
Inter.NC_008533.0.1376376.101,386,429,479,548,504,421
Inter.NC_008533.0.1376376.102,181,273,248,272,298,241
Inter.NC_008533.0.1376376.103,0,0,0,0,0,0
Inter.NC_008533.0.1376376.104,0,0,0,0,0,0
Inter.NC_008533.0.1376376.11,223,318,312,361,353,298
Inter.NC_008533.0.1376376.12,221,332,350,420,448,408
Inter.NC_008533.0.1376376.13,157,184,252,250,268,267
Inter.NC_008533.0.1376376.14,190,271,280,311,338,295
Inter.NC_008533.0.1376376.15,358,500,461,454,470,350
Inter.NC_008533.0.1376376.16,655,967,919,774,865,768
Inter.NC_008533.0.1376376.17,279,433,473,378,395,354
Inter.NC_008533.0.1376376.18,818,1326,1318,1084,1199,1074
Inter.NC_008533.0.1376376.19,568,725,758,678,692,632
Inter.NC_008533.0.1376376.2,1166,1275,1336,1882,1887,1419
Inter.NC_008533.0.1376376.20,565,870,917,663,733,655
Inter.NC_008533.0.1376376.21,386,551,590,493,448,404
Inter.NC_008533.0.1376376.22,531,837,780,646,663,600
Inter.NC_008533.0.1376376.23,412,606,585,453,539,484
Inter.NC_008533.0.1376376.24,381,541,523,448,460,357
Inter.NC_008533.0.1376376.25,196,261,259,294,341,288
Inter.NC_008533.0.1376376.26,376,437,397,573,527,432
Inter.NC_008533.0.1376376.27,328,426,386,490,503,466
Inter.NC_008533.0.1376376.28,320,451,380,486,522,367
Inter.NC_008533.0.1376376.29,352,485,477,567,525,464
Inter.NC_008533.0.1376376.3,166,238,247,281,279,237
Inter.NC_008533.0.1376376.30,519,697,616,805,828,665
Inter.NC_008533.0.1376376.31,176,171,161,239,224,185
Inter.NC_008533.0.1376376.32,276,303,307,338,392,315
Inter.NC_008533.0.1376376.33,452,565,581,601,652,558
Inter.NC_008533.0.1376376.34,367,463,446,564,538,455
Inter.NC_008533.0.1376376.35,269,348,347,391,382,339
Inter.NC_008533.0.1376376.36,362,502,446,533,552,507
Inter.NC_008533.0.1376376.37,1,4,6,527,550,429
Inter.NC_008533.0.1376376.38,0,0,1,686,704,590
Inter.NC_008533.0.1376376.39,0,0,0,542,550,494
Inter.NC_008533.0.1376376.4,166,222,215,274,268,237
Inter.NC_008533.0.1376376.40,278,376,346,443,524,419
Inter.NC_008533.0.1376376.41,150,193,168,237,219,161
Inter.NC_008533.0.1376376.42,243,280,282,359,372,302
Inter.NC_008533.0.1376376.43,342,436,408,507,511,437
Inter.NC_008533.0.1376376.44,356,443,465,544,578,435
Inter.NC_008533.0.1376376.45,470,512,549,637,673,504
Inter.NC_008533.0.1376376.46,480,585,534,678,731,561
Inter.NC_008533.0.1376376.47,258,416,340,449,452,357
Inter.NC_008533.0.1376376.48,422,543,533,622,684,540
Inter.NC_008533.0.1376376.49,246,252,283,320,352,268
Inter.NC_008533.0.1376376.5,165,257,261,318,346,276
Inter.NC_008533.0.1376376.50,380,477,450,520,601,465
Inter.NC_008533.0.1376376.51,345,481,433,585,571,426
Inter.NC_008533.0.1376376.52,422,535,511,628,613,570
Inter.NC_008533.0.1376376.53,336,373,366,450,539,392
Inter.NC_008533.0.1376376.54,110,153,135,215,196,190
Inter.NC_008533.0.1376376.55,117,127,148,188,202,165
Inter.NC_008533.0.1376376.56,77,105,110,156,155,133
Inter.NC_008533.0.1376376.57,6422,7673,7521,9882,9668,7121
Inter.NC_008533.0.1376376.58,3919,4142,4345,5453,5131,4435
Inter.NC_008533.0.1376376.59,6522,6892,7190,8576,9219,7632
Inter.NC_008533.0.1376376.6,196,258,294,363,289,278
Inter.NC_008533.0.1376376.60,8586,9881,9920,11979,12326,10280
Inter.NC_008533.0.1376376.61,4012,4167,4360,5632,5795,4492
Inter.NC_008533.0.1376376.62,5848,6276,6427,8072,8004,6295
Inter.NC_008533.0.1376376.63,8992,9814,10071,12430,11981,9687
Inter.NC_008533.0.1376376.64,7728,8377,8783,10247,10488,8911
Inter.NC_008533.0.1376376.65,5964,6665,6948,7822,8266,6608
Inter.NC_008533.0.1376376.66,5292,5830,6127,7425,7162,5523
Inter.NC_008533.0.1376376.67,8180,8600,8861,10646,11052,9422
Inter.NC_008533.0.1376376.68,11,19,20,19,11,12
Inter.NC_008533.0.1376376.69,747,883,873,1000,1090,838
Inter.NC_008533.0.1376376.7,136,191,201,219,262,214
Inter.NC_008533.0.1376376.70,457,524,526,589,606,510
Inter.NC_008533.0.1376376.71,577,649,635,731,749,611
Inter.NC_008533.0.1376376.72,546,712,702,800,857,693
Inter.NC_008533.0.1376376.73,319,381,366,472,444,367
Inter.NC_008533.0.1376376.74,534,718,700,831,831,696
Inter.NC_008533.0.1376376.75,327,515,491,564,600,490
Inter.NC_008533.0.1376376.76,253,279,320,335,370,282
Inter.NC_008533.0.1376376.77,585,731,664,779,807,729
Inter.NC_008533.0.1376376.78,431,498,535,632,627,521
Inter.NC_008533.0.1376376.79,407,512,531,520,633,553
Inter.NC_008533.0.1376376.8,133,192,209,264,257,225
Inter.NC_008533.0.1376376.80,336,365,382,510,521,384
Inter.NC_008533.0.1376376.81,372,463,433,566,598,489
Inter.NC_008533.0.1376376.82,351,453,463,544,573,503
Inter.NC_008533.0.1376376.83,344,423,402,487,523,466
Inter.NC_008533.0.1376376.84,474,608,586,716,695,598
Inter.NC_008533.0.1376376.85,337,367,355,411,410,378
Inter.NC_008533.0.1376376.86,300,343,351,428,397,310
Inter.NC_008533.0.1376376.87,550,677,672,808,837,708
Inter.NC_008533.0.1376376.88,390,437,446,541,527,401
Inter.NC_008533.0.1376376.89,490,564,606,665,680,642
Inter.NC_008533.0.1376376.9,186,273,300,384,369,289
Inter.NC_008533.0.1376376.90,306,406,369,422,490,377
Inter.NC_008533.0.1376376.91,337,365,391,460,461,386
Inter.NC_008533.0.1376376.92,186,227,213,277,285,210
Inter.NC_008533.0.1376376.93,325,393,393,459,481,407
Inter.NC_008533.0.1376376.94,321,409,392,470,474,365
Inter.NC_008533.0.1376376.95,202,233,246,245,280,225
Inter.NC_008533.0.1376376.96,245,244,234,296,304,281
Inter.NC_008533.0.1376376.97,275,286,293,379,347,299
Inter.NC_008533.0.1376376.98,349,371,366,454,448,416
Inter.NC_008533.0.1376376.99,129,147,153,166,162,151
Inter.NC_008533.0.1387559.0,0,0,0,0,0,0
Inter.NC_008533.0.1387559.1,1,2,1,5,3,0
Inter.NC_008533.0.1387559.10,8,11,20,16,23,18
Inter.NC_008533.0.1387559.11,8,7,7,6,12,4
Inter.NC_008533.0.1387559.12,2,9,11,6,12,5
Inter.NC_008533.0.1387559.13,10,12,6,15,11,11
Inter.NC_008533.0.1387559.14,5,9,9,5,9,7
Inter.NC_008533.0.1387559.15,4,5,5,10,5,7
Inter.NC_008533.0.1387559.16,3,10,4,6,15,5
Inter.NC_008533.0.1387559.17,6,3,11,6,12,12
Inter.NC_008533.0.1387559.18,3,2,3,6,5,5
Inter.NC_008533.0.1387559.19,4,5,4,6,5,6
Inter.NC_008533.0.1387559.2,13,10,15,15,10,17
Inter.NC_008533.0.1387559.20,5,3,5,4,4,4
Inter.NC_008533.0.1387559.21,5,5,5,8,9,8
Inter.NC_008533.0.1387559.22,4,4,7,5,6,7
Inter.NC_008533.0.1387559.23,6,8,7,9,9,7
Inter.NC_008533.0.1387559.24,4,2,5,4,5,3
Inter.NC_008533.0.1387559.25,5,2,2,3,8,3
Inter.NC_008533.0.1387559.26,3,4,4,9,4,2
Inter.NC_008533.0.1387559.27,3,4,7,5,7,5
Inter.NC_008533.0.1387559.28,4,4,6,6,3,4
Inter.NC_008533.0.1387559.29,3,2,3,4,4,2
Inter.NC_008533.0.1387559.3,8,8,8,15,3,5
Inter.NC_008533.0.1387559.30,0,1,0,4,0,1
Inter.NC_008533.0.1387559.31,1,0,1,5,2,0
Inter.NC_008533.0.1387559.32,1,1,0,5,3,1
Inter.NC_008533.0.1387559.33,0,1,1,2,1,1
Inter.NC_008533.0.1387559.34,1,2,3,1,2,5
Inter.NC_008533.0.1387559.35,4,2,2,3,2,4
Inter.NC_008533.0.1387559.36,4,2,6,3,1,1
Inter.NC_008533.0.1387559.37,2,3,2,1,3,3
Inter.NC_008533.0.1387559.38,1,1,4,3,3,3
Inter.NC_008533.0.1387559.39,1,0,1,0,3,0
Inter.NC_008533.0.1387559.4,6,16,4,7,6,7
Inter.NC_008533.0.1387559.40,1,0,1,2,1,3
Inter.NC_008533.0.1387559.41,1,1,3,6,2,3
Inter.NC_008533.0.1387559.42,1,2,2,3,5,0
Inter.NC_008533.0.1387559.43,2,3,5,2,1,1
Inter.NC_008533.0.1387559.44,1,1,3,2,2,1
Inter.NC_008533.0.1387559.45,3,2,4,3,3,2
Inter.NC_008533.0.1387559.46,1,3,2,5,5,3
Inter.NC_008533.0.1387559.47,1,0,1,4,2,1
Inter.NC_008533.0.1387559.48,1,1,2,1,2,2
Inter.NC_008533.0.1387559.49,1,2,3,0,4,1
Inter.NC_008533.0.1387559.5,8,6,8,9,9,9
Inter.NC_008533.0.1387559.50,1,1,1,2,1,3
Inter.NC_008533.0.1387559.51,0,0,0,0,2,1
Inter.NC_008533.0.1387559.52,2,0,1,1,1,0
Inter.NC_008533.0.1387559.53,1,1,1,1,1,3
Inter.NC_008533.0.1387559.54,0,1,2,0,1,0
Inter.NC_008533.0.1387559.55,0,0,1,0,2,0
Inter.NC_008533.0.1387559.56,1,2,3,1,0,1
Inter.NC_008533.0.1387559.57,1,1,0,1,0,2
Inter.NC_008533.0.1387559.58,1,4,2,1,3,3
Inter.NC_008533.0.1387559.59,0,1,0,2,4,3
Inter.NC_008533.0.1387559.6,6,7,3,4,8,4
Inter.NC_008533.0.1387559.60,1,3,2,2,1,3
Inter.NC_008533.0.1387559.61,2,1,1,3,7,4
Inter.NC_008533.0.1387559.62,3,3,1,3,4,7
Inter.NC_008533.0.1387559.63,0,4,3,3,3,2
Inter.NC_008533.0.1387559.64,2,1,2,4,4,4
Inter.NC_008533.0.1387559.65,1,4,3,7,7,3
Inter.NC_008533.0.1387559.66,1,2,3,3,4,2
Inter.NC_008533.0.1387559.67,5,6,4,7,13,5
Inter.NC_008533.0.1387559.68,1,4,9,3,2,8
Inter.NC_008533.0.1387559.69,1,2,4,7,4,3
Inter.NC_008533.0.1387559.7,4,9,11,6,8,8
Inter.NC_008533.0.1387559.70,1,5,1,6,4,4
Inter.NC_008533.0.1387559.71,1,8,0,4,5,6
Inter.NC_008533.0.1387559.72,4,4,6,6,3,0
Inter.NC_008533.0.1387559.73,1,3,4,6,7,2
Inter.NC_008533.0.1387559.74,2,1,2,6,5,3
Inter.NC_008533.0.1387559.75,10,7,5,8,20,12
Inter.NC_008533.0.1387559.76,7,6,5,8,9,4
Inter.NC_008533.0.1387559.77,1,1,4,4,6,6
Inter.NC_008533.0.1387559.78,3,4,2,2,0,7
Inter.NC_008533.0.1387559.79,0,3,4,2,5,2
Inter.NC_008533.0.1387559.8,5,9,12,15,8,7
Inter.NC_008533.0.1387559.80,1,3,0,2,6,4
Inter.NC_008533.0.1387559.81,0,0,0,0,0,0
Inter.NC_008533.0.1387559.9,7,6,6,9,4,7
Inter.NC_008533.0.138991.0,1,0,0,0,0,0
Inter.NC_008533.0.1397152.0,102,119,108,103,128,100
Inter.NC_008533.0.1397152.1,235,273,249,261,253,234
Inter.NC_008533.0.1397152.10,123,191,184,129,174,144
Inter.NC_008533.0.1397152.11,24,57,44,39,31,26
Inter.NC_008533.0.1397152.12,152,197,191,163,183,143
Inter.NC_008533.0.1397152.13,241,405,343,290,319,253
Inter.NC_008533.0.1397152.14,187,300,257,235,258,240
Inter.NC_008533.0.1397152.15,32,60,50,42,38,56
Inter.NC_008533.0.1397152.16,183,274,209,216,235,208
Inter.NC_008533.0.1397152.17,175,257,232,202,198,180
Inter.NC_008533.0.1397152.18,204,292,220,208,268,208
Inter.NC_008533.0.1397152.19,182,271,222,202,235,188
Inter.NC_008533.0.1397152.2,176,183,160,194,204,180
Inter.NC_008533.0.1397152.20,103,149,143,124,168,114
Inter.NC_008533.0.1397152.21,98,165,129,128,141,102
Inter.NC_008533.0.1397152.22,94,137,137,111,137,107
Inter.NC_008533.0.1397152.23,93,149,132,113,112,105
Inter.NC_008533.0.1397152.24,106,163,157,132,142,125
Inter.NC_008533.0.1397152.25,87,108,101,83,101,104
Inter.NC_008533.0.1397152.26,90,127,122,94,113,87
Inter.NC_008533.0.1397152.27,129,175,171,126,167,170
Inter.NC_008533.0.1397152.28,96,129,127,131,108,105
Inter.NC_008533.0.1397152.29,92,102,82,90,90,64
Inter.NC_008533.0.1397152.3,169,211,199,197,220,169
Inter.NC_008533.0.1397152.30,49,79,63,60,59,45
Inter.NC_008533.0.1397152.31,43,62,48,57,44,47
Inter.NC_008533.0.1397152.32,9,11,13,17,12,9
