,readcount_cph1-efg1_0min_1,readcount_cph1-efg1_0min_3,readcount_cph1-efg1_0min_4,readcount_cph1-efg1_75min_1,readcount_cph1-efg1_75min_3,readcount_cph1-efg1_75min_4,readcount_Evo_0min_1,readcount_Evo_0min_3,readcount_Evo_0min_4,readcount_Evo_75min_1,readcount_Evo_75min_3,readcount_Evo_75min_4
orf19.2701,118,43,48,140,156,87,44,81,16,157,160,334
orf19.2703,2208,1013,1301,1704,1328,1414,1438,4114,1074,1532,1377,2525
orf19.2704,14,1,5,0,3,4,6,11,0,6,1,5
orf19.2706,27039,10908,15029,25425,22660,21572,8974,21537,8581,18674,17787,32586
orf19.2707.1,15541,8710,7924,7311,6714,7838,11567,39438,9176,7380,7258,14060
orf19.2708,2108,1335,1252,1483,1188,1457,1309,4803,1401,1252,1189,2155
orf19.2709,19395,11629,12071,17710,14917,16908,13521,44752,14693,15866,15282,28539
orf19.271,12,2,10,1,6,5,4,21,1,6,5,5
orf19.2710,5724,2478,2593,2706,2269,2206,3958,10880,2266,2376,2042,3443
orf19.2711,3939,2546,2856,4157,3327,4190,2463,11202,3386,3987,4070,6958
orf19.2711.1,1657,991,819,1188,872,1065,1271,4337,970,1097,1022,1948
orf19.2712,5015,3709,4184,6479,5138,6899,2921,12966,5051,5670,5518,9581
orf19.2713,10,4,3,6,7,8,5,30,7,19,7,18
orf19.2715,1752,1298,1338,1932,1474,1985,1164,5337,1539,1751,1765,2816
orf19.2717,3425,3031,3363,4999,4141,5144,1877,9113,3570,4189,4329,7374
orf19.272,681,359,430,633,598,553,451,1934,431,581,595,1142
orf19.2720,11828,7275,7430,10125,7662,9199,7911,27715,8085,8314,8036,14850
orf19.2721,960,671,672,636,447,579,606,2672,594,629,593,1093
orf19.2722,1171,630,594,940,660,815,884,2607,538,709,695,1217
orf19.2723,153,161,159,239,166,294,72,460,210,207,202,388
orf19.2724,1697,886,1758,1590,1082,1764,1704,5616,2690,2794,2761,5117
orf19.2725,10,2,2,0,0,1,8,16,4,1,0,0
orf19.2726,399,214,285,497,422,419,176,643,198,233,273,552
orf19.2727,4836,2762,2853,4136,3201,3793,3351,11589,3431,3488,3473,6402
orf19.2728,829,467,443,621,486,517,654,2141,459,592,547,996
orf19.273,4671,2330,2049,2305,1819,2066,2973,9666,2089,2135,2014,3494
orf19.2730,4440,1582,2307,2061,1767,1743,4208,10994,2577,2221,1954,3473
orf19.2731,608,362,309,408,371,441,512,1562,411,340,332,732
orf19.2733,730,379,432,543,404,399,608,1961,402,483,441,763
orf19.2734,95,43,35,57,59,56,100,272,53,99,104,173
orf19.2735,603,661,510,916,793,986,291,1934,490,896,1146,2002
orf19.2736,2197,1319,1425,1331,1192,1414,1116,4886,1351,1143,1156,2197
orf19.2737,3820,1487,1726,2150,1848,1688,3766,9268,1953,2175,1904,3480
orf19.2738,110,89,59,128,162,85,136,475,139,112,103,206
orf19.2739,1877,988,918,1223,801,967,1194,3395,892,868,727,1513
orf19.274,2620,1357,1184,1613,1137,1335,2133,6303,1308,1556,1293,2466
orf19.2740,1461,821,770,1121,851,920,984,3503,851,888,923,1639
orf19.2742,628,375,316,425,370,478,529,1642,415,389,349,817
orf19.2743,2430,821,1360,1284,1000,970,2296,6116,1470,1351,1099,2005
orf19.2745,45,27,19,14,20,21,29,64,19,23,14,44
orf19.2746,6504,3907,4117,4807,4246,4595,4282,15098,4395,4614,4924,8770
orf19.2747,808,355,451,569,607,442,679,1963,516,819,742,1003
orf19.2748,411,194,272,430,367,324,350,1092,261,493,446,722
orf19.2749,1011,455,601,734,612,588,831,2751,757,693,655,1202
orf19.275,258,206,173,347,239,353,150,665,218,242,260,395
orf19.2751,1832,1045,930,1184,901,887,1280,4817,1121,1065,908,1701
orf19.2752,623,522,666,601,387,436,272,1733,562,482,424,648
orf19.2753,584,336,309,512,491,388,337,1078,192,433,453,706
orf19.2754,1747,1306,929,1697,1172,1690,951,4540,823,1095,892,1906
orf19.2755,10887,5256,5625,6796,5403,6028,7838,23547,5674,6428,6231,10293
orf19.2756,2204,912,904,917,756,821,1583,4779,918,909,890,1687
orf19.2757,1558,685,756,862,751,749,1224,3828,850,1031,941,1711
orf19.2758,22488,10790,14816,14448,11670,12348,15914,47641,19223,12596,11328,21607
orf19.276,574,363,292,480,282,398,411,1586,350,402,437,810
orf19.2760,2818,1708,1589,2546,2200,2176,2053,7449,1831,2335,2309,3849
orf19.2761,1381,618,603,771,632,721,987,3069,628,810,762,1385
orf19.2762,3773,1675,2340,6433,4921,5241,5189,12548,3479,8066,6455,14493
orf19.2763,1501,796,913,988,740,773,951,3426,986,867,823,1457
orf19.2765,68854,37488,41063,60494,50624,58542,73057,226776,56124,58665,54161,123343
orf19.2766,7,4,2,5,5,3,7,27,0,7,7,7
orf19.2767,166399,86657,84928,93587,84740,107349,98341,329176,90710,105798,114895,246441
orf19.2768,244,88,71,298,223,169,385,798,256,511,349,712
orf19.2769,187,50,54,415,334,324,308,365,195,642,572,996
orf19.277,951,376,468,641,530,483,816,1984,625,714,585,1176
orf19.2770,29,4,5,47,57,49,72,21,24,95,81,116
orf19.2770.1,1278,461,730,13478,10769,10960,1954,3161,1983,12803,12737,24210
orf19.2771,2129,1226,1359,1578,1290,1404,1478,5276,1158,1371,1375,2434
orf19.2772,3860,1315,1543,1686,1432,1374,1974,5376,1046,1402,1135,2523
orf19.2774,7971,3937,4396,7521,5112,6256,5878,18167,4591,7614,6850,12416
orf19.2775,8636,4781,4574,5868,4501,5322,5919,19532,4763,4890,4877,8599
orf19.2778,127,87,92,214,105,100,77,227,135,199,194,192
orf19.2779,60,32,39,54,53,64,68,199,53,108,89,159
orf19.278,226,122,174,193,221,189,234,813,232,282,269,582
orf19.2781,48,27,20,57,63,51,39,158,37,69,61,97
orf19.2782,4743,2711,2516,2793,2314,2868,3204,11048,2535,2455,2260,4041
orf19.2783,61,49,30,45,41,52,55,221,39,39,42,84
orf19.2784,151,106,80,154,98,125,129,502,112,142,125,248
orf19.2785,14578,9509,9059,11631,9194,10521,9358,39413,9856,9602,9096,16708
orf19.2786,1905,845,917,1439,1125,1223,1522,4966,968,1529,1405,2465
orf19.2787,7,8,7,9,7,10,2,17,6,13,10,23
orf19.2788,395,288,325,364,326,372,359,1293,386,405,370,795
orf19.2789,731,347,400,568,491,457,456,1383,379,566,450,918
orf19.279,2206,1206,911,1452,1091,1355,1331,5291,981,1042,959,2005
orf19.2790,2788,1383,1316,1734,1334,1587,2042,6897,1359,1661,1549,2920
orf19.2791,4417,1474,1713,2233,1926,1642,3808,9008,2013,2506,2105,3910
orf19.2792,2056,938,769,1185,963,1124,1646,4662,871,1191,1106,2072
orf19.2794,1893,1231,1246,1698,1250,1469,1385,4931,1436,1561,1450,2483
orf19.2795,6547,4025,4016,5306,4731,5203,3739,13799,4513,4953,4768,8786
orf19.2796,2367,1328,1009,1339,1000,1172,1593,5074,1126,926,949,1955
orf19.2797,46,16,11,44,37,33,37,113,34,41,51,87
orf19.2798,691,416,412,708,573,645,471,1837,349,669,567,1144
orf19.2799,3221,1623,1763,2045,1766,1813,2388,8269,1790,2172,1956,3834
orf19.28,709,508,531,689,576,623,375,1814,507,570,562,917
orf19.280,714,290,280,322,262,324,569,1487,333,258,231,566
orf19.2800,142,53,72,49,87,48,114,279,47,64,112,72
orf19.2803,41108,9853,8938,8788,7205,6950,56442,74861,13690,8987,7334,11928
orf19.2804,2,0,0,0,3,0,2,2,0,1,1,4
orf19.2805,876,403,372,402,294,285,611,1999,349,427,352,718
orf19.2808,397,202,189,300,273,225,517,1265,253,504,465,749
orf19.2809,35,17,13,13,13,11,14,51,20,26,21,28
orf19.281,642,320,295,344,301,269,592,1499,305,331,325,609
orf19.2810,119,41,95,382,568,378,29,73,38,162,172,351
orf19.2812,16,4,11,9,15,15,12,33,6,19,21,64
orf19.2813,7,2,2,1,1,2,6,8,1,1,1,4
orf19.2818,944,529,534,1027,708,821,775,2425,629,799,761,1320
orf19.2819,179,93,87,171,125,135,118,462,111,122,132,193
orf19.2820,7322,3768,4288,5106,4156,4777,5166,15965,4582,4811,4521,8059
orf19.2821,6491,3761,3717,3461,3000,3660,4325,16298,4324,3350,3094,6237
orf19.2822,744,456,354,325,250,289,654,2095,383,285,267,465
orf19.2823,5407,2841,1828,3757,2225,2856,4859,15172,2797,4282,3035,7422
orf19.2825,2468,2205,1992,2136,1577,1812,1874,11713,2863,1597,1463,2525
orf19.2826,2329,1148,1330,1209,1127,1256,1833,5475,1322,1051,1054,2105
orf19.2827,1055,560,566,607,543,579,681,2309,623,623,558,1106
orf19.2828,2347,1169,1020,1196,900,1067,2080,6406,1297,1200,1129,2122
orf19.2829,849,793,799,1082,1011,1179,379,2400,662,771,815,1529
orf19.2830,2360,1978,2124,3137,2393,3430,1407,6851,2271,2434,2665,4452
orf19.2831,3315,2007,2075,2947,2551,3046,2017,7799,2601,2861,3068,5218
orf19.2832,3764,1650,1971,2079,1998,1702,2992,8746,1942,2532,2227,3761
orf19.2833,4104,2820,1876,2519,1826,2748,2084,8682,1809,2245,2114,5288
orf19.2834,2719,1494,1459,1823,1261,1460,1846,6470,1474,1471,1179,2281
orf19.2835,2300,1100,1058,1354,962,1106,2012,5435,1357,1312,1126,2138
orf19.2836,86,26,29,39,48,47,81,215,56,68,46,146
orf19.2837,2047,1113,1161,1060,835,1029,1264,4730,1042,919,810,1601
orf19.2838,253,112,133,125,114,99,420,758,179,153,128,291
orf19.2839,739,264,338,239,184,182,984,1628,550,238,187,433
orf19.284,1628,844,763,980,765,1033,1036,3361,918,782,774,1636
orf19.2841,7239,3522,3854,7967,7449,7025,7369,21702,4781,9792,9238,16482
orf19.2842,2675,1985,1614,3283,2486,2634,1597,8048,1680,2149,2461,3933
orf19.2843,17733,9943,9537,13819,10943,12378,11915,36688,10464,13398,12364,23323
orf19.2844,4916,2331,2439,3021,2140,2536,3625,10901,2530,2880,2459,5016
orf19.2846,222,117,113,69,62,64,387,1341,394,128,115,231
orf19.2847,1634,1163,1223,1806,1243,1639,1069,4650,1621,1689,1527,2662
orf19.2847.1,3,1,2,3,2,0,0,9,3,7,1,7
orf19.2848,1462,689,792,1338,1163,1093,1054,3228,718,1192,1094,2000
orf19.2849,206,76,69,47,48,36,235,352,57,32,23,66
orf19.285,3705,1464,1817,1534,1456,1327,2661,6833,1810,1444,1324,2225
orf19.2850,3488,1636,1763,2592,1986,2062,2491,8119,1901,2292,2138,3571
orf19.2851,274,144,153,275,207,316,216,784,233,221,232,473
orf19.2852,5334,3231,2918,4402,3180,4071,3575,14124,3099,3349,3234,5813
orf19.2853,594,241,224,321,248,212,593,1308,297,368,289,578
orf19.2857,4230,2125,2283,3228,2673,2943,3255,10360,2648,3019,2978,5213
orf19.2859,4013,3444,4154,6332,4782,6606,1784,10480,4259,5022,4392,8888
orf19.286,159,88,80,59,62,61,128,426,82,68,58,128
orf19.2862,4240,1737,1956,2042,1685,1810,3699,10663,2412,1814,1755,3201
orf19.2863,1613,770,702,860,694,725,1371,3943,749,772,641,1278
orf19.2863.1,1598,1017,810,1170,790,1019,1003,4618,824,901,738,1341
orf19.2864.1,147204,78485,71507,83856,70650,79319,103942,329659,89553,78664,78960,151932
orf19.2866,1790,650,698,754,692,765,1955,3527,683,858,862,1629
orf19.2867,4050,1927,2039,2422,1801,2079,3193,9103,2171,2501,2244,3977
orf19.2868,1,2,1,1,0,0,0,0,0,3,1,3
orf19.2869,3,1,1,2,2,2,1,10,1,0,3,5
orf19.287,11816,6575,5965,6011,4951,5841,8733,30906,7062,5654,5626,10376
orf19.2870,10,0,2,14,12,8,4,5,1,7,8,5
orf19.2871,40762,23506,23601,24109,22049,27548,24352,102990,24518,23628,22869,43481
orf19.2873,7211,3779,3235,4614,4067,4274,4753,15399,3608,4497,4545,8122
orf19.2875,1806,1368,1159,1479,1047,1287,1223,4938,1266,1090,968,1879
orf19.2876,10283,4384,4654,2262,1482,1929,8195,27320,5542,2067,1579,3734
orf19.2877,83289,19804,26603,66705,37252,40662,269161,501484,175492,125258,83458,164507
orf19.2878,179,99,80,170,156,140,100,470,85,190,188,343
orf19.2879,808,323,312,463,443,413,662,1702,376,538,547,871
orf19.288,3269,1500,1717,4040,3528,3105,3137,9054,2287,3510,3701,5334
orf19.2881,341,196,262,803,616,751,255,1314,232,526,478,1091
orf19.2882,101,69,71,115,90,120,55,230,95,102,116,175
orf19.2883,1037,543,640,554,408,427,777,3178,1080,527,435,867
orf19.2884,10216,5131,4597,5529,4692,4732,7575,23003,4982,5209,4828,8630
orf19.2885,1377,820,626,607,539,558,803,2616,612,374,407,860
orf19.2886,2209,1251,983,1629,1305,1683,1230,3977,687,1368,1535,2731
orf19.2887,1422,792,767,1042,1020,974,932,3395,798,698,741,1484
orf19.2888,982,485,454,532,403,512,915,2298,499,491,414,920
orf19.2889,639,382,315,518,378,537,472,1481,394,438,413,836
orf19.2890,1192,619,544,545,455,525,851,2605,607,526,533,1011
orf19.2891,714,612,601,825,755,819,400,2692,691,872,834,1571
orf19.2892,851,532,760,997,850,883,758,2998,814,1202,1174,1839
orf19.2893,562,336,311,667,537,592,339,1055,299,478,497,851
orf19.2895,7675,3913,3516,3863,3238,3529,5785,17512,3980,3840,3515,6727
orf19.2896,91,48,61,213,184,215,125,753,98,282,256,476
orf19.2897,2,4,2,6,1,3,4,5,0,1,2,6
orf19.2898,857,541,462,667,671,612,504,2021,459,578,621,1002
orf19.2899,22,16,8,20,19,14,14,66,10,20,20,40
orf19.29,467,297,346,408,255,290,288,1140,285,300,284,441
orf19.290,2629,1320,1296,2112,1748,1828,2083,6447,1334,2033,1951,3518
orf19.2901,2145,1308,1453,1975,1543,1794,1531,5771,1485,1745,1600,2727
orf19.2903,3867,1802,1223,2496,2537,2164,2579,7275,1350,2792,2573,5206
orf19.2905,179,68,59,66,96,60,98,318,78,108,84,199
orf19.2906,178,102,93,143,135,141,131,452,105,207,156,351
orf19.2907,92,49,42,43,43,42,40,184,48,59,38,121
orf19.2907.1,771,383,372,586,427,518,635,1807,493,517,466,831
orf19.2908,262,145,145,209,193,196,224,684,194,267,219,494
orf19.2909,5194,2437,2425,3446,2655,3055,4191,11636,2729,3374,3071,5572
orf19.291,2853,1261,1290,1769,1466,1582,1901,5741,1416,1714,1587,3150
orf19.2910,398,217,244,202,197,254,310,1145,279,273,241,499
orf19.2911,4307,1916,2227,2469,2222,2081,3154,9513,2147,2326,2263,4115
orf19.2914,1293,590,671,980,746,921,986,2768,680,944,779,1755
orf19.2915,3131,1539,1590,2083,1848,1896,2513,7117,1863,2322,2214,4035
orf19.2916,26,12,7,8,6,5,12,35,5,11,11,20
orf19.2917,11337,7442,8683,11752,10269,12051,6519,26353,10351,11542,11259,20854
orf19.2917.1,641,319,278,254,178,210,484,1329,294,190,152,271
orf19.2919,2024,992,896,1088,863,977,1358,4041,933,855,872,1629
orf19.292,1842,1036,904,1113,882,1158,1188,3858,959,873,873,1909
orf19.2920,5981,3612,3277,4365,3148,4016,4104,14252,3673,3336,3315,6092
orf19.2921,843,428,378,537,396,446,652,2160,513,632,568,1096
orf19.2922,28,12,7,16,9,17,25,73,7,17,19,43
orf19.2923,1442,734,708,1072,942,937,920,3029,680,1187,1057,2245
orf19.2925,312,159,163,237,163,180,224,730,194,190,153,383
orf19.2926,765,408,497,944,737,814,708,2048,606,888,841,1558
orf19.2927,1147,825,610,859,715,822,623,3366,631,774,780,1468
orf19.2928,5501,2589,2041,1954,1732,1769,3285,9543,1791,1587,1667,2929
orf19.2929,11506,6264,6247,9166,8287,8922,7598,26445,6438,10121,9993,19453
orf19.2930,6772,4325,4464,5634,4332,5133,4485,18685,5160,5339,4917,9790
orf19.2933,1097,528,546,642,505,518,775,2695,640,564,524,887
orf19.2934,1257,1206,1261,1627,1301,1617,631,4152,1311,1323,1352,2108
orf19.2935,124214,70023,61165,68155,57341,66359,84110,290934,78285,65140,65220,126864
orf19.2936,782,381,391,433,330,368,509,1630,403,366,327,627
orf19.2937,14027,8598,7723,9445,7715,8297,11339,36923,8191,8987,8278,16509
orf19.2938,1906,1082,1160,1267,1018,1241,1345,5360,1165,1201,1157,2010
orf19.2939,1044,638,666,615,481,503,717,3068,782,614,497,1043
orf19.2940,1719,978,896,906,614,790,1383,4916,1039,916,777,1589
orf19.2941,8,11,5,7,2,6,5,17,2,48,37,53
orf19.2942,9561,6568,8327,10332,10135,10111,4177,19395,6161,11735,14007,22392
orf19.2943.5,24,11,15,14,15,13,23,112,23,28,24,52
orf19.2945,173,105,82,164,185,152,160,438,106,218,277,549
orf19.2946,53,14,18,52,67,52,29,66,17,87,87,120
orf19.2947,5988,3165,3452,31933,26351,28815,2487,11264,2511,31234,31295,57416
orf19.2948,1760,1028,973,4807,3156,3847,1132,4474,800,4289,4097,7367
orf19.2949,2270,1310,1211,2096,1428,1804,1574,5763,1193,1613,1595,2933
orf19.295,611,306,254,333,284,281,555,1372,297,317,271,569
orf19.2951,13816,7028,6131,10618,8280,9579,9119,27582,6731,7631,7104,13769
orf19.2952,1877,978,1163,2440,1752,2112,838,2752,878,2164,1998,3426
orf19.2953,12012,7173,6500,8072,6442,7430,7296,25907,6593,6551,6031,11517
orf19.2954,12064,6066,5517,5622,5064,6263,8016,27537,6196,5093,5441,10222
orf19.2956,3190,1876,1931,2931,2132,2665,1894,8108,1958,2576,2349,4414
orf19.2957,34,20,14,33,33,35,33,89,24,34,44,96
orf19.2958,1195,488,610,670,618,563,1334,3185,655,842,754,1460
orf19.2959,6,2,6,3,9,5,2,14,2,8,4,5
orf19.2959.1,1368,770,1145,1227,1663,1341,1036,4524,973,2134,1997,3533
orf19.296,654,304,253,326,245,302,609,1365,318,276,228,629
orf19.2960,21249,10940,11160,17047,13770,15990,14467,45853,11870,14363,14071,24842
orf19.2961,1793,1029,1161,1348,912,1163,1458,4746,1382,1425,1276,2481
orf19.2962,273,137,142,118,76,107,230,658,111,113,120,234
orf19.2963,848,363,410,569,462,548,731,2070,536,605,557,1053
orf19.2964,9175,4730,4865,4769,3718,4487,6811,21086,5036,4512,4500,8176
orf19.2965,16090,8091,8177,10798,8364,9843,11031,36056,8307,9107,8728,15800
orf19.2965.1,2143,1168,1050,1929,1506,1806,1743,5551,1240,1516,1452,2920
orf19.2966,3188,1425,1528,2804,1953,2356,3394,8170,1771,2589,2184,4408
orf19.2967,23734,12999,13295,18403,14773,18204,16478,55514,15455,16461,16102,31075
orf19.2968,29,23,12,8,8,9,29,71,19,25,9,36
orf19.2969,1500,725,829,1236,886,976,1372,3497,834,938,891,1503
orf19.297,7224,3952,3462,5515,4008,5261,4286,17809,3248,3649,3294,6961
orf19.2970,3984,2092,2043,5203,4316,4352,2734,9345,2281,3375,3148,5698
orf19.2971,1516,886,849,1208,824,1117,1158,3822,906,1051,1010,1916
orf19.2972,1972,808,1276,881,870,861,900,3332,729,559,549,914
orf19.2973,2608,1681,1759,2021,1625,2072,1704,6985,1581,1494,1616,2775
orf19.2974,3135,1618,1626,2141,1591,1729,2379,7610,1943,1970,1780,3323
orf19.2975,1711,1048,976,1460,1040,1320,1323,4616,1037,1361,1278,2299
orf19.2977,5626,3878,3994,6109,4537,5580,2660,15651,3597,4211,3625,7062
orf19.2978,636,482,365,610,557,572,452,2051,540,558,563,1234
orf19.298,0,0,0,0,2,3,1,3,0,3,3,7
orf19.2980,1718,1123,1090,1667,1189,1516,1250,4682,1322,1492,1411,2666
orf19.2982,751,369,410,710,467,570,610,1781,447,622,517,1028
orf19.2983,7022,3381,3527,3867,3093,3494,5412,16412,3987,3565,3221,6298
orf19.2984,2325,1295,1317,2238,1690,1999,1395,5885,1291,1742,1605,3008
orf19.2985,3674,1762,1419,1867,1364,1573,2773,7929,1488,1629,1455,2844
orf19.2986,316,109,133,173,130,149,244,704,136,226,165,353
orf19.2987,2492,1399,1438,2355,1719,2042,1974,6772,1705,2131,1896,3589
orf19.2988,5822,2887,2742,5385,3880,4578,4596,13606,3061,4240,4030,7543
orf19.2989,199,66,110,311,270,325,162,466,101,318,286,588
orf19.299,2315,1282,1287,3687,2818,3241,1669,5607,1392,3539,3682,6324
orf19.2990,1151,812,953,1502,1258,1508,1017,4263,1181,1331,1325,3223
orf19.2991,39,21,10,74,87,68,81,294,60,211,192,436
orf19.2992,80147,46472,39269,43429,38221,43800,60124,199000,55696,43805,42072,89126
orf19.2994,163942,86289,78663,93570,78848,83816,123377,373935,98157,86718,84806,157173
orf19.2994.1,93400,49554,45621,57055,47454,56537,64433,213294,58581,53405,53964,107288
orf19.2995,1005,671,535,920,526,799,778,3129,724,704,628,1376
orf19.2996,1893,1015,904,1475,1055,1297,1281,4550,978,1404,1269,2561
orf19.2998,4221,2975,3132,4163,3278,4389,2373,9664,3417,3488,3392,6469
orf19.30,9547,5261,5027,6667,6032,6066,7081,23561,5251,6904,7102,11805
orf19.300,7857,4420,4866,19532,16446,17471,4352,16878,4631,19980,19590,35845
orf19.3000,4759,2335,2418,3058,2255,2588,3853,11479,2418,2649,2402,4736
orf19.3001,2031,1120,1121,1151,803,1025,1241,4937,1157,1036,849,1908
orf19.3002,164555,86806,82522,98140,82901,88868,117642,380789,102103,90526,91450,168016
orf19.3003,9176,4553,4333,6163,5437,5363,7573,23883,5514,6774,6955,11758
orf19.3003.1,85116,45763,48958,59976,49816,54870,61200,197495,62812,55627,55094,102667
orf19.3004,3843,1519,1749,1421,1343,1147,2785,6848,1763,1442,1177,2245
orf19.3006,7498,3652,4077,4421,3610,3996,6473,18278,4556,4248,3936,7500
orf19.3007,750,300,311,386,372,336,650,1728,399,425,355,701
orf19.3007.2,433,204,213,334,340,368,416,1346,271,348,330,685
orf19.3008,3765,1632,1423,1495,1096,1323,2793,8163,1649,1296,1075,2008
orf19.3009,446,180,241,382,347,296,371,874,249,436,411,857
orf19.301,1529,850,1096,1355,1243,1068,1153,4142,1104,1391,1466,2247
orf19.3010,1081,559,571,815,608,733,843,2699,624,714,664,1351
orf19.3010.1,96835,47224,50881,54692,43073,50471,59028,178658,45208,51842,53786,86639
orf19.3012,1548,987,793,1468,1034,1294,1086,4260,786,1205,1115,2302
orf19.3013,12218,6513,5592,6923,5256,6301,9281,29317,5935,6470,5786,11506
orf19.3014,57620,29306,27833,33112,26221,31903,41643,123789,29573,30495,29351,59191
orf19.3015,8261,5964,7346,10733,9330,11746,4526,20790,9804,12471,12105,21860
orf19.3016,2276,1246,1167,2042,1670,1940,1600,5145,1414,1768,1720,3350
orf19.3018,1346,686,670,1075,806,953,983,2915,730,970,956,1725
orf19.3019,896,484,477,811,606,696,627,2013,533,725,735,1260
orf19.302,883,472,484,574,422,520,743,2140,579,559,479,1020
orf19.3021,1542,510,739,843,769,601,1476,3265,921,1178,852,1430
orf19.3022,7385,4845,4069,6813,4975,6447,4250,18684,3696,4857,4515,8514
orf19.3023,2901,1494,1572,1894,1487,1767,2237,6933,1558,1944,1789,3299
orf19.3026,5372,3076,3148,4171,3263,3762,3723,13342,2838,3387,3015,5557
orf19.3027,6811,3415,2987,3339,2721,3355,4740,16412,3510,3143,3051,6253
orf19.3029,377,163,127,227,190,196,378,956,172,335,290,498
orf19.3030,666,263,364,533,443,394,541,1211,361,648,529,1169
orf19.3031,7071,3784,3512,4520,3577,4237,4576,15083,3230,3817,3640,7390
orf19.3034,13578,9961,11297,11301,9173,12179,8836,39211,13553,10974,11583,20542
orf19.3035,8615,4129,4032,5242,3861,4558,7030,21258,4833,4927,4795,8487
orf19.3037,60585,36144,42533,50987,46290,48605,44250,148474,51922,50584,51110,90517
orf19.3038,10649,3319,4567,6270,4972,4741,12289,27394,6560,8623,6830,13240
orf19.304,1568,938,1003,2592,2163,2374,864,3414,1067,2569,2498,4242
orf19.3040,2164,1117,1374,2938,2513,2513,1416,4989,1977,2550,2537,4821
orf19.3041,1194,671,757,1255,902,1127,880,3332,880,1312,1144,2291
orf19.3042,1356,781,695,607,509,537,786,3602,679,568,493,1080
orf19.3043,1014,529,514,767,498,652,778,2805,606,663,589,1191
orf19.3045,6947,3320,3288,3981,3113,3408,5715,16666,3937,3801,3786,6793
orf19.3047,3985,1688,1807,2199,1841,1627,3599,9472,1968,2369,2113,3900
orf19.3048,2394,1347,1033,1285,1190,1214,1285,3606,864,503,489,1380
orf19.3049,14,3,5,4,8,6,7,15,3,14,11,15
orf19.305,1677,798,772,886,707,746,1227,3808,802,845,790,1559
orf19.3050,3112,1485,1709,2235,1811,1814,2568,8018,1860,2290,2050,3531
