Tags.matched.to.6653.Candida.albicans.ORF19.genome.features...elements,C..albicans.only,C..albicans...S..gordonii,C..albicans...growth.medium..YPT.Glc.,C..albicans.only.1,C..albicans...S..gordonii.1,C..albicans...growth.medium..YPT.Glc..1,C..albicans.only.2,C..albicans...S..gordonii.2,C..albicans...growth.medium..YPT.Glc..2
ID_orf19_2210_Name_orf19_2210_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_103650_orf_classification_Uncharacterized_Alias_orf19_9755_IPF19934_2_IPF29168_1_Contig4-2359_0002_Contig4-3058_0002_orf6_3574_orf6_4255_CA1882_CaO19_2210_IPF19934_IPF19934_1,797,568,1400,817,330,1144,905,568,886
ID_orf19_2211_Name_orf19_2211_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_103660_orf_classification_Uncharacterized_Alias_orf19_9756_IPF25144_1_IPF15504_1_Contig4-2359_0003_orf6_4256_CA2375_CaO19_2211_CaO19_9756_IPF15504,38,20,109,62,17,80,65,27,53
ID_orf19_2212_Name_orf19_2212_orf_classification_Uncharacterized_Alias_orf19_9757_IPF25170_1_IPF15505_1_Contig4-2359_0004_orf6_4257_CaO19_9757_CaO19_2212,55,22,83,68,18,62,51,24,62
ID_orf19_2213_Name_orf19_2213_orf_classification_Uncharacterized_Alias_orf19_9758_IPF25122_1_IPF15506_2_Contig4-2359_0005_orf6_4258_CA2376_CaO19_2213_CaO19_9758_IPF15506,88,52,190,138,41,135,109,44,109
ID_orf19_2214_Name_orf19_2214_Note_Ortholog_s__have_structural_constituent_of_ribosome_activity_and_mitochondrial_large_ribosomal_subunit_localization_orf_classification_Uncharacterized_Alias_orf19_9759_IPF25143_1_IPF15259_2_Contig4-2359_0006_orf6_4259_CA2377_CaO19_2214_MRPL7_CaO19_9759,370,205,385,856,186,866,513,216,558
ID_orf19_2215_Name_orf19_2215_Gene_GLE1_Note_Putative_nucleoporin_B_moderately_induced_at_42_degrees_C_orf_classification_Uncharacterized_Alias_orf19_9760_IPF25118_1_IPF15261_2_Contig4-1620_0004_Contig4-1620_0006_orf6_4260_CA2378_CaO19_2215_CaO19_9760,171,94,210,157,82,170,142,125,165
ID_orf19_2216_Name_orf19_2216_Gene_PDS5_Note_Putative_protein_with_a_predicted_role_in_establishment_and_maintenance_of_sister_chromatid_condensation_and_cohesion_B_cell-cycle_regulated_periodic_mRNA_expression_orf_classification_Uncharacterized_Alias_orf19_9761_IPF25164_1_IPF4073_2_Contig4-1620_0001_orf6_4261_CA2379_CaO19_9761_CaO19_2216_IPF4073,1645,432,1735,1229,356,1501,1085,580,1214
ID_orf19_2219_Name_orf19_2219_Gene_ORF298_Note_Predicted_ORF_in_retrotransposon_Tca3_with_similarity_to_Gag-Pol_2C_which_encodes_nucleocapsid-like_protein_2C_reverse_transcriptase_2C_protease_2C_and_integrase_B_transcription_is_a-specific_2C_alpha-factor_induced_B_mRNA_binds_to_She3p_orf_classification_Uncharacterized_Alias_POL94_orf19_9710_orf19_9764_IPF25169_1_IPF4068_2_IPF25165_1_IPF29182_1_Contig4-2502_0009_Contig4-2502_0010_orf6_1312_orf6_4264_POL_CA0414_orf19_2164_CaO19_9764_CaO19_2219,1847,585,1879,819,231,932,1104,503,970
ID_orf19_2220_Name_orf19_2220_Note_Hap43p-repressed_gene_B_induced_by_Rgt1p_orf_classification_Uncharacterized_Alias_orf19_9765_IPF25157_1_IPF11641_1_orf6_4265_CaO19_2220_CaO19_9765,8,0,49,38,3,38,62,15,21
ID_orf19_2222_Name_orf19_2222_Note_Putative_casein_kinase_B_plasma_membrane-localized_orf_classification_Verified_Alias_YCK22_orf19_9766_orf19_9767_IPF25134_1_IPF11643_2_Contig4-2626_0009_orf6_4266_orf6_4267_CA2381_CA2382_orf19_2221_CaO19_2222_CaO19_9767_YCK3_5f,1036,360,1001,697,213,1039,1030,456,812
ID_orf19_2227_Name_orf19_2227_Note_Biofilm-induced_gene_B_repressed_by_nitric_oxide_orf_classification_Uncharacterized_Alias_STC99_orf19_10656_orf19_9769_IPF25081_1_IPF9051_2_IPF18923_2_IPF18924_1_Contig4-2341_0001_orf6_1320_orf6_1656_CA0418_CA0619_orf19_3146_CaO19_2227_CaO19_9769_IPF9051_5eoc,139,35,79,39,11,60,92,31,77
ID_orf19_2228_Name_orf19_2228_Note_Ortholog_s__have_actin_monomer_binding_activity_2C_role_in_sequestering_of_actin_monomers_and_mating_projection_tip_localization_orf_classification_Uncharacterized_Alias_TWF1_orf19_9770_IPF25058_1_IPF19864_1_Contig4-2341_0006_orf6_1321_CA0419_CaO19_2228_CaO19_9770_IPF19864,182,85,177,119,41,173,106,69,139
ID_orf19_2229_Name_orf19_2229_Note_Has_domain_s__with_predicted_zinc_ion_binding_activity_orf_classification_Uncharacterized_Alias_orf19_9771_IPF25048_1_IPF9048_1_Contig4-2341_0007_orf6_1322_CA0420_CaO19_2229_CaO19_9771_IPF9048,407,231,718,719,173,887,682,272,604
ID_orf19_223_Name_orf19_223_Note_Putative_serine_2Fthreonine_protein_kinase_B_Hap43p-repressed_gene_B_increased_expression_in_response_to_prostaglandins_B_late-stage_biofilm-induced_B_possibly_an_essential_gene_2C_disruptants_not_obtained_by_UAU1_method_orf_classification_Uncharacterized_Alias_orf19_7854_IPF19261_2_IPF13825_2_Contig4-2835_0022_orf6_276_orf6_278_orf6_476_orf6_5150_CA3029_CaO19_223_IPF13825,1997,653,1462,1522,660,2208,1872,951,1937
ID_orf19_2230_Name_orf19_2230_Note_Putative_pre-mRNA-splicing_factor_B_decreased_transcription_is_observed_upon_benomyl_treatment_orf_classification_Uncharacterized_Alias_orf19_9772_IPF25091_1_IPF9047_1_IPF9047_Contig4-2341_0009_orf6_1323_CA0421_CaO19_9772_CaO19_2230,107,71,148,80,17,108,59,33,71
ID_orf19_2231_Name_orf19_2231_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_104360_orf_classification_Uncharacterized_Alias_orf19_9773_IPF25069_1_IPF9046_1_Contig4-2341_0010_orf6_1324_CA0422_CaO19_2231_CaO19_9773_IPF9046,167,73,113,283,106,257,163,93,259
ID_orf19_2232_Name_orf19_2232_Gene_RPL11_Note_Ribosomal_protein_B_genes_encoding_cytoplasmic_ribosomal_subunits_2C_translation_factors_2C_tRNA_synthetases_are_downregulated_upon_phagocytosis_by_murine_macrophage_B_colony_morphology-related_gene_regulation_by_Ssn6p_B_Hap43p-induced_orf_classification_Uncharacterized_Alias_orf19_9774_IPF25080_1_IPF9044_1_RPL11B_Contig4-2838_0014_orf6_1888_CA0763,6352,1425,2482,7328,2544,12968,6411,3845,10483
ID_orf19_2233_Name_orf19_2233_Gene_PRE2_Note_Putative_proteasome_beta-5_subunit_B_macrophage-induced_protein_orf_classification_Uncharacterized_Alias_orf19_9775_IPF25065_1_IPF9042_1_Contig4-2838_0012_orf6_1889_CA0764_CaO19_2233_CaO19_9775,3748,1392,4627,6976,1531,5468,5428,2342,3834
ID_orf19_2236_Name_orf19_2236_Gene_FHL1_Note_Transcription_factor_that_forms_a_heterodimer_with_Ifh1p_that_is_tethered_to_promoters_by_Tbf1p_B_positively_regulates_rRNA_and_ribosomal_protein_gene_transcription_orf_classification_Verified_Alias_orf19_9778_orf6_1892_IPF9040_3_IPF29164_1_Contig4-2838_0010_orf6_2396_CA0765_CaO19_2236_IPF9040_IPF9040_3eoc_IPF9040_2,766,289,649,846,221,717,640,247,752
ID_orf19_2237_1_Name_orf19_2237_1_Note_Predicted_ORF_in_Assembly_20_and_21_B_gene_has_intron_orf_classification_Uncharacterized_Alias_CA6201_IPF13696_orf19_9779_1,272,108,239,619,151,458,399,153,448
ID_orf19_2237_Name_orf19_2237_Gene_SPR1_Note_Putative_GPI-anchored_protein_B_not_essential_for_viability_B_similar_to_S__cerevisiae_Spr1p_2C_which_is_a_sporulation-specific_exo-1_2C3-beta-glucanase_orf_classification_Uncharacterized_Alias_orf19_9779_IPF25049_1_IPF19900_1_Contig4-2838_0007_Contig4-2838_0008_orf6_2395_CA1078_CaO19_2237_CaO19_9779,2,6,6,12,2,12,15,7,5
ID_orf19_2238_Name_orf19_2238_Gene_LTE1_Note_Protein_similar_to_S__cerevisiae_Lte1p_B_transcription_is_repressed_in_response_to_alpha_pheromone_in_SpiderM_medium_orf_classification_Uncharacterized_Alias_LTE99_orf19_9780_orf19_9781_IPF25036_1_IPF13694_2_IPF25034_1_IPF19721_1_Contig4-2781_0024_Contig4-2838_0001_Contig4-2838_0002_orf6_2394_orf6_2393_CA1077_CA1076_orf19_2239_CaO19_9780_CaO19_2238_IPF13694,1580,557,1375,947,578,1685,794,762,1396
ID_orf19_2241_Name_orf19_2241_Gene_PST1_Note_Putative_1_2C4-benzoquinone_reductase_B_biofilm_induced_B_hyphal-induced_expression_2C_regulated_by_Cyr1p_2C_Ras1p_2C_Efg1p_2C_Nrg1p_2C_Rfg1p_2C_Tup1p_B_Hap43p-induced_gene_orf_classification_Uncharacterized_Alias_IPF17954_2_IPF18769_1_Contig4-2561_0001_orf6_1034_orf6_2391_CA6202_IPF18769,1819,589,2357,1457,288,1076,1295,550,1165
ID_orf19_2242_Name_orf19_2242_Gene_PRB1_Note_Endoprotease_B_B_regulated_by_heat_2C_carbon_source__GlcNAc-induced__2C_nitrogen_2C_macrophage_response_2C_human_neutrophils_B_D200-H232-S389_catalytic_triad_B_similar_to__does_not_replace__S__cerevisiae_vacuolar_B_protease_Prb1p_B_biofilm-induced_orf_classification_Uncharacterized_Alias_PRB2_PRB11_orf19_9783_orf6_1035_IPF12896_2_IPF29156_1_Contig4-2561_0002_orf6_2390_CA0270_CaO19_2242,1751,962,2206,767,309,953,1495,771,674
ID_orf19_2244_Name_orf19_2244_Note_Similar_to_oxidoreductases_and_to_S__cerevisiae_Yjr096wp_B_transcription_is_negatively_regulated_by_Sfu1p_B_increased_transcription_upon_benomyl_treatment_B_decreased_expression_in_an_ssr1_null_mutant_B_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_orf19_9785_orf6_1037_IPF12897_2_IPF29158_1_Contig4-2561_0004_CA0271_CaO19_9785_CaO19_2244_IPF12897,675,259,1393,623,49,848,600,133,420
ID_orf19_2245_Name_orf19_2245_Gene_YPT72_Note_Vacuolar_Rab_small_monomeric_GTPase_involved_in_vacuolar_biogenesis_B_involved_in_filamentous_growth_and_virulence_orf_classification_Verified_Alias_YPT7_YPT71_IPF19068_2_IPF12899_1_Contig4-2561_0005_orf6_5901_CA3593_CaO19_2245,397,194,424,203,84,571,303,217,361
ID_orf19_2246_Name_orf19_2246_Note_Ortholog_s__have_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf19_9786_IPF25072_1_IPF12900_2_Contig4-2561_0008_orf6_5900_CA3592_CaO19_9786_CaO19_2246_IPF12900,1046,304,840,1071,309,1742,1010,474,1132
ID_orf19_2247_Name_orf19_2247_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_406700_orf_classification_Uncharacterized_Alias_AQR4_IFT2_orf19_9787_IPF25051_1_IPF12902_2_Contig4-2561_0011_orf6_5899_CA3591_CaO19_2247_CaO19_9787,38,10,42,30,5,92,74,18,76
ID_orf19_2248_Name_orf19_2248_Gene_ARE2_Note_Acyl_CoA_Asterol_acyltransferase__ASAT__B_uses_cholesterol_and_oleoyl-CoA_substrates_B_protoberberine_derivative_drug_inhibits_enzyme_activity_B_7_putative_transmembrane_regions_B_ketoconazole-induced_B_Hap43p-repressed_B_biofilm-induced_orf_classification_Verified_Alias_orf19_9788_IPF10109_2_IPF10110_1_Contig4-2290_0009_orf6_5898_CA3590_CaO19_9788_CaO19_2248,912,248,1204,880,112,860,674,167,548
ID_orf19_2249_Name_orf19_2249_Note_Putative_metalloprotease_of_the_mitochondrial_inner_membrane_B_expression_downregulated_in_an_ssr1_null_mutant_orf_classification_Uncharacterized_Alias_orf19_9789_IPF25071_1_IPF10113_1_Contig4-2290_0005_orf6_5897_CA3589_CaO19_2249_CaO19_9789_IPF10113,416,171,357,499,153,512,408,179,414
ID_orf19_225_Name_orf19_225_Note_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_orf19_7855_orf19_11068_IPF27113_1_IPF13828_1_IPF23674_1_IPF14777_1_Contig4-2332_0007_orf6_275_orf6_2042_CA0865_orf19_3584_CaO19_225_CaO19_7855,390,224,403,235,199,614,459,357,589
ID_orf19_2250_Name_orf19_2250_Gene_SPE3_Note_Ortholog_s__have_spermidine_synthase_activity_2C_role_in_pantothenate_biosynthetic_process_2C_spermidine_biosynthetic_process_and_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf19_9790_IPF25063_1_IPF10115_1_Contig4-2104_0003_Contig4-2104_0004_orf6_5896_CA3588_CaO19_9790_CaO19_2250,1129,283,902,597,122,1047,634,252,702
ID_orf19_2251_Name_orf19_2251_Gene_AAH1_Note_Protein_not_essential_for_viability_B_similar_to_S__cerevisiae_Aah1p_2C_which_is_an_adenine_deaminase_involved_in_purine_salvage_and_nitrogen_catabolism_B_shows_colony_morphology-related_gene_regulation_by_Ssn6p_B_Hog1p-_2C_biofilm-_2C_CO2-induced_orf_classification_Uncharacterized_Alias_orf19_9791_IPF25061_1_IPF10117_2_Contig4-2104_0002_orf6_5895_orf6_307_CA3587_CaO19_2251,203,42,134,717,149,560,406,85,437
ID_orf19_2252_Name_orf19_2252_orf_classification_Uncharacterized_Alias_AQR2_IFT3_orf19_9792_IPF10120_2_IPF15939_1_Contig4-2665_0008_orf6_306_orf6_5894_CA3586_CaO19_2252,0,0,0,4,0,5,6,2,11
ID_orf19_2253_Name_orf19_2253_Note_Predicted_ORF_in_Assemblies_19_2C_20_and_21_B_expression_is_regulated_upon_white-opaque_switching_B_transcription_is_repressed_in_response_to_alpha_pheromone_in_SpiderM_medium_orf_classification_Uncharacterized_Alias_AQR3_IFT1_orf19_9793_IPF25047_1_IPF16720_2_Contig4-2665_0006_orf6_5893_CA3585_CaO19_9793_CaO19_2253,93,53,145,293,32,274,433,60,249
ID_orf19_2256_Name_orf19_2256_Note_Ortholog_s__have_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf19_9796_IPF25074_1_IPF15468_1_Contig4-2665_0004_orf6_5890_CA3584_CaO19_2256_CaO19_9796_IPF15468,405,143,353,1864,490,1954,1051,499,1742
ID_orf19_2257_Name_orf19_2257_Note_Ortholog_s__have_endoplasmic_reticulum_localization_orf_classification_Uncharacterized_Alias_orf19_9797_IPF25062_1_IPF20137_1_Contig4-2665_0002_orf6_5889_CA3583_IPF20137,2169,743,2472,2801,642,2913,1816,855,1982
ID_orf19_2258_Name_orf19_2258_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_406650_orf_classification_Uncharacterized_Alias_orf19_9798_IPF25059_1_IPF15466_2_Contig4-2665_0001_orf6_5888_CA3582_CaO19_9798_CaO19_2258_IPF15466,107,70,157,353,72,310,210,86,296
ID_orf19_2259_Name_orf19_2259_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_406640_orf_classification_Uncharacterized_Alias_orf19_9799_IPF25066_1_IPF16143_2_Contig4-2843_0021_orf6_5887_CA3581_CaO19_9799_CaO19_2259_IPF16143,911,429,1006,2034,347,1934,1065,364,1405
ID_orf19_2260_Name_orf19_2260_Note_Putative_transcription_factor_with_zinc_finger_DNA-binding_motif_orf_classification_Uncharacterized_Alias_orf19_9800_IPF25060_1_IPF16141_2_Contig4-2843_0020_orf6_5886_CA3580_CaO19_2260_CaO19_9800_IPF16141,509,241,526,1399,298,1165,710,283,955
ID_orf19_2261_Name_orf19_2261_Note_Ortholog_s__have_RNA_binding_activity_2C_role_in_nuclear_mRNA_splicing_2C_via_spliceosome_and_U2_snRNP_2C_U2-type_prespliceosome_2C_cytosol_localization_orf_classification_Uncharacterized_Alias_SAP49_HSH49_orf19_9801_IPF25070_1_IPF11104_2_Contig4-2843_0018_orf6_5885_CA3579_CaO19_9801_CaO19_2261,785,209,595,719,201,713,576,274,683
ID_orf19_2262_Name_orf19_2262_Note_Protein_similar_to_quinone_oxidoreductases_B_increased_transcription_upon_benomyl_treatment_B_induced_by_nitric_oxide_B_oxidative_stress-induced_via_Cap1p_B_stationary-phase_enriched_protein_orf_classification_Uncharacterized_Alias_ZTA1_orf19_9802_IPF25057_1_IPF11105_2_Contig4-2843_0016_orf6_5884_CA3578_CaO19_2262_CaO19_9802_IPF11105,242,373,586,304,261,284,503,578,294
ID_orf19_2263_Name_orf19_2263_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_406560_orf_classification_Uncharacterized_Alias_orf19_9803_IPF25078_1_IPF11106_2_Contig4-2843_0015_orf6_5883_CA3577_CaO19_9803_CaO19_2263_IPF11106,395,105,282,391,137,504,269,204,386
ID_orf19_2264_Name_orf19_2264_Gene_OLE2_Note_Protein_with_similarity_to_fatty_acid_desaturase__stearoyl-CoA_desaturase__B_homozygous_null_mutant_shows_decreased_production_of_prostaglandin_E2_orf_classification_Verified_Alias_orf19_9804_IPF25050_1_IPF11107_2_Contig4-2843_0012_orf6_5882_CA3576_CaO19_2264_CaO19_9804_IPF11107,973,362,1046,1129,373,1440,904,421,1012
ID_orf19_2265_Name_orf19_2265_Note_Ortholog_s__have_role_in_positive_regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_amino_acid_starvation_and_SWI_2FSNF_complex_localization_orf_classification_Uncharacterized_Alias_SNF12_orf19_9805_IPF25054_1_IPF11108_2_Contig4-2843_0011_orf6_5881_CA3575_CaO19_9805_CaO19_2265_IPF11108,1526,462,1245,1180,406,1558,1051,528,1177
ID_orf19_2266_Name_orf19_2266_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_406590_orf_classification_Uncharacterized_Alias_orf19_9806_IPF19585_2_IPF19584_1_Contig4-2843_0009_orf6_436_orf6_5880_CA3574_CaO19_2266_IPF19584,714,304,800,1040,286,1658,996,471,1271
ID_orf19_2267_Name_orf19_2267_Gene_RFA2_Note_Putative_DNA_replication_factor_A_B_RNA_abundance_regulated_by_cell_cycle_2C_tyrosol_and_cell_density_orf_classification_Uncharacterized_Alias_orf19_9807_IPF19276_2_IPF13308_1_Contig4-2843_0008_orf6_435_orf6_5879_CA3573_CaO19_2267,681,174,473,364,72,585,374,114,384
ID_orf19_2268_Name_orf19_2268_Gene_RCK2_Note_Predicted_MAP_kinase-activated_protein_kinase_2C_similar_to_S__cerevisiae_serine_2Fthreonine_protein_kinase_Rck2p_B_induced_by_osmotic_stress_via_Hog1p_B_macrophage_2Fpseudohyphal-repressed_B_mutants_are_sensitive_to_rapamycin_orf_classification_Verified_Alias_orf19_9808_IPF19933_1_IPF29154_1_Contig4-2843_0002_Contig4-2843_0005_orf6_3573_CA1881_CaO19_2268_CA3572_IPF18321_IPF18321_1,1514,524,1391,1854,273,1848,1467,434,1262
ID_orf19_2269_Name_orf19_2269_Note_Putative_3-phosphoserine_phosphatase_B_fungal-specific__no_human_or_murine_homolog__B_increased_transcription_observed_upon_benomyl_treatment_or_in_an_azole-resistant_strain_that_overexpresses_MDR1_B_early-stage_biofilm-induced_orf_classification_Uncharacterized_Alias_orf19_9809_IPF25073_1_IPF13316_2_Contig4-1520_0002_orf6_3572_CA1880_CaO19_2269_CaO19_9809_IPF13316,1740,361,1268,301,98,594,361,224,434
ID_orf19_227_Name_orf19_227_Gene_COX7_Note_Putative_cytochrome_c_oxidase_B_flucytosine_induced_B_repressed_by_nitric_oxide_orf_classification_Verified_Alias_orf19_7857_IPF27081_1_IPF15250_2_Contig4-2074_0001_orf6_215_CA0031_CaO19_227_CaO19_7857,5383,2321,4477,5214,895,5374,4529,1092,4215
ID_orf19_2270_Name_orf19_2270_Gene_SMF12_Note_Protein_similar_to_S__cerevisiae_Smf1p_2C_a_manganese_transporter_B_Gcn4p-regulated_B_alkaline_upregulated_B_caspofungin_repressed_B_not_essential_for_viability_B_Hap43p-induced_gene_orf_classification_Uncharacterized_Alias_SMF1_SMF11_orf19_9810_IPF25043_1_IPF19747_1_orf6_3571_CA1879_CaO19_2270_CaO19_9810,3454,1244,3335,2276,1044,3161,2595,1295,2957
ID_orf19_2272_Name_orf19_2272_Gene_AFT2_Note_Putative_transcription_factor_with_a_role_in_colony_morphology_and_virulence_B_functionally_complements_S__cerevisiae_aft1_mutant_growth_defect_orf_classification_Verified_Alias_orf19_9812_IPF25037_1_IPF10298_2_Contig4-2395_0001_Contig4-3049_0034_orf6_3569_CA1878_CaO19_9812_CaO19_2272_IPF10298,793,315,771,767,381,1337,898,482,1062
ID_orf19_2274_Name_orf19_2274_orf_classification_Uncharacterized_Alias_orf19_9814_IPF25067_1_IPF10300_1_Contig4-3049_0033_orf6_3567_CA1877_CaO19_2274_CaO19_9814_IPF10300,34,7,24,22,11,64,37,30,57
ID_orf19_2275_Name_orf19_2275_Note_Ortholog_s__have_role_in_aerobic_respiration_and_mitochondrial_nucleoid_localization_orf_classification_Uncharacterized_Alias_orf19_9815_IPF25079_1_IPF10301_1_Contig4-3049_0031_orf6_3566_CA1876_CaO19_9815_MRPL12_CaO19_2275_IPF10301,1637,556,1650,1783,619,2723,1352,584,1944
ID_orf19_2276_Name_orf19_2276_Note_Ortholog_s__have_DNA-directed_RNA_polymerase_activity_2C_RNA-directed_RNA_polymerase_activity_orf_classification_Uncharacterized_Alias_RPB9_orf19_9816_IPF25086_1_IPF10302_1_Contig4-3049_0028_orf6_3565_CA1875_CaO19_2276_CaO19_9816,369,113,385,454,133,638,541,193,416
ID_orf19_2277_Name_orf19_2277_Gene_TPK2_Note_Catalytic_subunit_of_cAMP-dependent_protein_kinase__PKA__2C_isoform_of_Tpk1p_B_required_for_wild-type_epithelial_cell_damage_and_engulfment_and_oral__not_systemic__virulence_in_mouse_B_involved_in_control_of_morphogenesis_and_stress_response_orf_classification_Verified_Alias_orf19_9817_IPF25055_1_IPF10304_1_Contig4-3049_0025_Contig4-3049_0027_orf6_3564_CA1874_CaO19_2277_CaO19_9817,2023,742,1921,872,218,1126,1302,520,929
ID_orf19_2278_Name_orf19_2278_Note_Putative_20S_proteasome_assembly_protein_B_filament_induced_B_transcription_is_induced_in_response_to_alpha_pheromone_in_SpiderM_medium_orf_classification_Uncharacterized_Alias_orf19_9818_IPF25068_1_IPF10309_2_Contig4-3049_0021_orf6_3563_orf6_997_CA0256_CaO19_2278_IPF10309,1387,871,1753,1334,554,1798,1126,879,1351
ID_orf19_2280_Name_orf19_2280_Gene_ZCF10_Note_Putative_transcription_factor_with_zinc_cluster_DNA-binding_motif_orf_classification_Uncharacterized_Alias_QUA1_orf19_9820_IPF25032_1_IPF10084_3_Contig4-3049_0020_orf6_2248_orf6_999_CA0257_CaO19_2280_IPF10079_IPF10084_2,372,139,528,379,70,480,373,145,355
ID_orf19_2281_Name_orf19_2281_Note_Has_domain_s__with_predicted_CoA-transferase_activity_and_role_in_ketone_body_catabolic_process_orf_classification_Uncharacterized_Alias_OCA99_orf19_9821_IPF25052_1_IPF10077_2_Contig4-3049_0014_orf6_2249_CA0994_CaO19_9821_CaO19_2281_IPF10077,58,17,47,48,11,39,53,20,42
ID_orf19_2282_Name_orf19_2282_Note_Has_domain_s__with_predicted_catechol_1_2C2-dioxygenase_activity_2C_ferric_iron_binding_activity_and_role_in_catechol-containing_compound_metabolic_process_2C_oxidation-reduction_process_orf_classification_Uncharacterized_Alias_HQD1_orf19_9822_IPF10074_1_IPF18758_2_Contig4-3049_0013_orf6_2250_CA1112_CaO19_2282_IPF18758_CA0995_IPF10074_IPF18758_5eoc_IPF18758_1,39,7,11,29,6,39,19,7,37
ID_orf19_2283_Name_orf19_2283_Gene_DQD1_Note_Putative_3-dehydroquinate_dehydratase_B_biofilm-induced_gene_B_ketoconazole-repressed_B_macrophage-downregulated_protein_abundance_orf_classification_Uncharacterized_Alias_DQD99_orf19_9823_IPF10071_2_IPF29159_1_Contig4-3049_0012_orf6_2251_orf6_2443_CA0996_CaO19_2283_IPF10071,289,83,244,87,80,161,128,226,150
ID_orf19_2284_Name_orf19_2284_Note_Hap43p-repressed_gene_B_biofilm-induced_orf_classification_Uncharacterized_Alias_orf19_9824_IPF9998_2_IPF29157_1_Contig4-3049_0010_orf6_2252_orf6_2444_CA0997_CaO19_2284_IPF9998,132,49,149,124,136,132,90,174,140
ID_orf19_2285_Name_orf19_2285_Note_Increased_transcription_is_observed_upon_benomyl_treatment_orf_classification_Verified_Alias_orf19_9825_IPF18802_2_IPF9996_2_IPF9996_Contig4-3049_0008_orf6_2253_orf6_2445_CA1113_CaO19_2285,36,82,8,11,27,23,19,43,14
ID_orf19_2286_Name_orf19_2286_Note_Putative_deoxyhypusine_hydroxylase_B_required_for_biofilm_formation_B_ketoconazole-induced_B_protein_level_decreases_in_stationary_phase_cultures_orf_classification_Verified_Alias_orf19_9826_IPF25064_1_IPF9995_2_Contig4-3049_0005_orf6_2446_CA1114_CaO19_2286_CaO19_9826_IPF9995,2599,1101,2224,2232,774,3113,1492,972,2374
ID_orf19_2287_Name_orf19_2287_Gene_RPA12_Note_Putative_DNA-directed_RNA_polymerase_I_B_induced_upon_adherence_to_polystyrene_orf_classification_Uncharacterized_Alias_orf19_9827_IPF25090_1_IPF9993_2_Contig4-3049_0004_orf6_2447_CA1115_CaO19_9827_CaO19_2287,99,47,96,352,40,317,164,37,274
